ec	Genus
3.4.23.43	Oxalobacteraceae_unclassified
3.4.24.84	Phreatobacter
3.4.24.70	Phreatobacter
3.4.24.84	Thiobacillus
3.4.24.70	Oxalobacteraceae_unclassified
3.4.24.25	Legionella
3.4.24.26	Legionella
3.5.1.1	Phreatobacter
3.4.24.84	Hydrogenophaga
3.4.24.84	Oxalobacteraceae_unclassified
3.5.1.118	Hydrogenophaga
3.5.1.118	Legionella
3.5.1.1	Oxalobacteraceae_unclassified
3.5.1.18	Oxalobacteraceae_unclassified
3.5.1.9	Phreatobacter
3.5.1.9	Oxalobacteraceae_unclassified
3.5.2.17	Oxalobacteraceae_unclassified
3.5.1.88	Oxalobacteraceae_unclassified
3.5.2.6	Oxalobacteraceae_unclassified
3.5.1.87	Phreatobacter
3.5.1.87	Oxalobacteraceae_unclassified
3.5.5.1	Phreatobacter
3.6.1.11	Oxalobacteraceae_unclassified
3.6.1.1	Oxalobacteraceae_unclassified
3.5.4.4	Hydrogenophaga
3.5.4.4	Oxalobacteraceae_unclassified
3.5.1.118	Oxalobacteraceae_unclassified
3.5.1.10	Oxalobacteraceae_unclassified
3.5.1.18	Desulfomicrobium
3.5.99.2	Tessaracoccus
3.5.1.108	Oxalobacteraceae_unclassified
3.5.5.1	Oxalobacteraceae_unclassified
3.5.99.10	Desulfomicrobium
3.5.5.1	Hydrogenophaga
3.5.1.11	Hydrogenophaga
3.5.1.118	Thiobacillus
3.5.1.11	Oxalobacteraceae_unclassified
3.1.22.4	Thiobacillus
3.1.22.4	Phreatobacter
3.1.22.4	Chryseobacterium
3.1.22.4	Oxalobacteraceae_unclassified
3.1.26.12	Desulfomicrobium
3.1.22.4	Desulfomicrobium
3.1.21.5	Tessaracoccus
3.1.26.3	Oxalobacteraceae_unclassified
3.1.22.4	Legionella
3.1.22.4	Tessaracoccus
3.1.22.4	Hydrogenophaga
3.1.2.29	Tessaracoccus
3.1.21.5	Desulfomicrobium
3.1.26.12	Tessaracoccus
3.1.26.12	Oxalobacteraceae_unclassified
3.1.2.6	Oxalobacteraceae_unclassified
2.8.1.1	Phreatobacter
2.7.9.3	Phreatobacter
2.7.9.3	Oxalobacteraceae_unclassified
2.8.1.1	Oxalobacteraceae_unclassified
2.8.1.1	Tessaracoccus
2.8.1.1	Desulfomicrobium
2.8.1.1	Thiobacillus
2.7.8.7	Oxalobacteraceae_unclassified
2.7.8.8	Oxalobacteraceae_unclassified
3.1.21.3	Oxalobacteraceae_unclassified
2.7.8.41	Legionella
3.1.3.11	Anoxybacillus
3.1.3.11	Oxalobacteraceae_unclassified
3.1.3.1	Hydrogenophaga
3.1.3.1	Phreatobacter
3.1.3.1	Oxalobacteraceae_unclassified
3.1.27.3	Oxalobacteraceae_unclassified
3.1.27.1	Legionella
3.1.3.12	Oxalobacteraceae_unclassified
2.8.3.18	Tessaracoccus
2.8.3.18	Hydrogenophaga
2.8.3.22	Oxalobacteraceae_unclassified
2.8.4.3	Oxalobacteraceae_unclassified
2.8.4.4	Oxalobacteraceae_unclassified
2.8.1.2	Phreatobacter
2.8.1.2	Oxalobacteraceae_unclassified
3.1.1.1	Tessaracoccus
2.8.3.6	Oxalobacteraceae_unclassified
2.8.3.5	Oxalobacteraceae_unclassified
2.8.3.16	Oxalobacteraceae_unclassified
2.8.3.16	Thiobacillus
2.8.1.8	Oxalobacteraceae_unclassified
2.8.1.6	Oxalobacteraceae_unclassified
2.8.1.7	Oxalobacteraceae_unclassified
2.8.1.12	Tessaracoccus
2.8.1.2	Desulfomicrobium
2.8.1.2	Tessaracoccus
2.8.1.12	Oxalobacteraceae_unclassified
2.8.1.10	Oxalobacteraceae_unclassified
2.7.7.87	Oxalobacteraceae_unclassified
2.7.7.9	Tessaracoccus
2.7.9.2	Phreatobacter
2.7.9.2	Oxalobacteraceae_unclassified
2.7.7.9	Oxalobacteraceae_unclassified
2.7.8.41	Tessaracoccus
2.7.8.13	Oxalobacteraceae_unclassified
2.7.8.33	Tessaracoccus
2.7.8.41	Oxalobacteraceae_unclassified
2.7.8.41	Phreatobacter
2.7.8.33	Desulfomicrobium
2.7.8.41	Thiobacillus
4.1.1.98	Desulfomicrobium
3.6.3.2	Oxalobacteraceae_unclassified
3.6.3.20	Oxalobacteraceae_unclassified
3.6.3.21	Desulfomicrobium
4.1.1.98	Phreatobacter
3.6.3.17	Tessaracoccus
3.6.3.17	Oxalobacteraceae_unclassified
3.6.3.17	Phreatobacter
3.6.3.29	Desulfomicrobium
3.6.3.16	Tessaracoccus
3.6.3.16	Hydrogenophaga
3.6.3.17	Desulfomicrobium
3.6.3.21	Tessaracoccus
3.6.3.21	Hydrogenophaga
3.6.3.21	Oxalobacteraceae_unclassified
3.6.3.14	Tessaracoccus
3.6.3.21	Phreatobacter
4.1.1.98	Oxalobacteraceae_unclassified
4.1.1.87	Legionella
3.6.3.12	Thiobacillus
3.6.3.12	Phreatobacter
3.6.3.12	Chryseobacterium
3.6.3.3	Desulfomicrobium
3.6.1.54	Phreatobacter
3.6.3.14	Phreatobacter
3.6.1.45	Desulfomicrobium
3.6.3.12	Oxalobacteraceae_unclassified
3.6.1.54	Oxalobacteraceae_unclassified
3.6.4.12	Phreatobacter
3.6.4.12	Oxalobacteraceae_unclassified
3.6.1.8	Desulfomicrobium
3.6.1.66	Oxalobacteraceae_unclassified
3.6.3.25	Thiobacillus
3.6.3.25	Phreatobacter
3.6.3.25	Oxalobacteraceae_unclassified
3.6.3.27	Desulfomicrobium
3.6.3.27	Thiobacillus
3.6.3.27	Oxalobacteraceae_unclassified
3.6.3.27	Tessaracoccus
3.6.3.29	Thiobacillus
3.6.3.28	Desulfomicrobium
3.6.3.28	Oxalobacteraceae_unclassified
3.6.3.29	Phreatobacter
3.6.3.29	Oxalobacteraceae_unclassified
3.6.3.29	Tessaracoccus
3.6.3.27	Phreatobacter
3.6.1.41	Phreatobacter
3.6.1.41	Oxalobacteraceae_unclassified
3.6.1.40	Tessaracoccus
3.6.1.40	Hydrogenophaga
3.6.1.55	Oxalobacteraceae_unclassified
3.6.3.14	Oxalobacteraceae_unclassified
3.6.1.65	Desulfomicrobium
4.1.2.13	Oxalobacteraceae_unclassified
4.1.2.14	Oxalobacteraceae_unclassified
3.6.4.12	Thiobacillus
3.1.1.24	Oxalobacteraceae_unclassified
3.1.1.24	Tessaracoccus
3.1.1.29	Oxalobacteraceae_unclassified
3.1.1.31	Phreatobacter
3.1.26.4	Oxalobacteraceae_unclassified
3.1.1.61	Oxalobacteraceae_unclassified
3.1.26.5	Oxalobacteraceae_unclassified
3.1.1.41	Tessaracoccus
3.1.1.45	Thiobacillus
3.1.1.45	Phreatobacter
3.1.1.45	Oxalobacteraceae_unclassified
3.1.1.5	Desulfomicrobium
3.1.1.5	Thiobacillus
3.1.1.5	Oxalobacteraceae_unclassified
3.6.4.13	Oxalobacteraceae_unclassified
3.6.3.54	Oxalobacteraceae_unclassified
3.6.3.3	Anoxybacillus
3.6.3.34	Chryseobacterium
3.6.3.34	Oxalobacteraceae_unclassified
3.6.3.31	Desulfomicrobium
3.6.3.3	Oxalobacteraceae_unclassified
3.6.3.32	Tessaracoccus
3.6.3.32	Hydrogenophaga
3.6.3.34	Desulfomicrobium
3.6.3.34	Thiobacillus
3.6.3.32	Desulfomicrobium
3.6.3.34	Hydrogenophaga
3.6.3.34	Phreatobacter
3.6.3.31	Anoxybacillus
3.6.3.34	Tessaracoccus
3.6.3.54	Legionella
3.6.3.8	Oxalobacteraceae_unclassified
3.6.4.13	Phreatobacter
3.6.3.8	Desulfomicrobium
3.6.3.55	Desulfomicrobium
3.6.4.12	Desulfomicrobium
3.7.1.20	Thiobacillus
3.6.4.12	Tessaracoccus
3.6.3.54	Anoxybacillus
3.6.3.54	Tessaracoccus
3.6.3.54	Hydrogenophaga
3.6.4.12	Hydrogenophaga
3.7.1.2	Oxalobacteraceae_unclassified
3.7.1.20	Phreatobacter
3.7.1.20	Oxalobacteraceae_unclassified
3.6.3.30	Hydrogenophaga
3.1.13.1	Oxalobacteraceae_unclassified
3.1.13.3	Desulfomicrobium
3.1.1.73	Hydrogenophaga
3.1.1.75	Oxalobacteraceae_unclassified
3.1.11.6	Oxalobacteraceae_unclassified
3.1.2.12	Oxalobacteraceae_unclassified
3.1.13.5	Tessaracoccus
3.6.3.5	Anoxybacillus
3.6.3.5	Tessaracoccus
3.6.3.5	Hydrogenophaga
3.6.3.54	Desulfomicrobium
3.6.3.54	Thiobacillus
3.6.3.4	Desulfomicrobium
3.6.3.4	Thiobacillus
3.6.3.4	Phreatobacter
3.6.3.4	Oxalobacteraceae_unclassified
3.6.3.54	Phreatobacter
3.6.3.5	Oxalobacteraceae_unclassified
3.6.3.30	Thiobacillus
3.6.3.30	Phreatobacter
3.6.3.30	Oxalobacteraceae_unclassified
3.6.3.30	Tessaracoccus
3.6.3.5	Phreatobacter
3.6.3.44	Anoxybacillus
3.6.3.5	Desulfomicrobium
3.1.11.5	Anoxybacillus
3.1.11.2	Oxalobacteraceae_unclassified
3.1.1.75	Hydrogenophaga
3.6.3.41	Desulfomicrobium
3.6.3.41	Thiobacillus
3.6.3.4	Tessaracoccus
3.6.3.41	Phreatobacter
3.6.3.40	Tessaracoccus
5.3.4.1	Oxalobacteraceae_unclassified
5.3.3.2	Desulfomicrobium
5.3.3.18	Tessaracoccus
5.4.2.10	Oxalobacteraceae_unclassified
5.3.4.1	Hydrogenophaga
4.6.1.12	Oxalobacteraceae_unclassified
4.6.1.1	Desulfomicrobium
4.6.1.1	Thiobacillus
4.4.1.8	Tessaracoccus
4.4.1.5	Oxalobacteraceae_unclassified
4.4.1.8	Thiobacillus
4.4.1.8	Oxalobacteraceae_unclassified
5.3.4.1	Thiobacillus
5.3.4.1	Phreatobacter
5.3.1.9	Oxalobacteraceae_unclassified
4.3.2.2	Oxalobacteraceae_unclassified
4.4.1.16	Anoxybacillus
4.4.1.16	Hydrogenophaga
4.4.1.16	Tessaracoccus
4.4.1.16	Chryseobacterium
5.1.3.15	Phreatobacter
4.99.1.1	Anoxybacillus
4.99.1.1	Tessaracoccus
4.99.1.1	Oxalobacteraceae_unclassified
4.99.1.1	Phreatobacter
4.99.1.4	Tessaracoccus
4.99.1.3	Desulfomicrobium
4.99.1.3	Tessaracoccus
4.99.1.4	Desulfomicrobium
4.99.1.3	Thiobacillus
4.99.1.3	Phreatobacter
4.99.1.3	Oxalobacteraceae_unclassified
4.99.1.1	Thiobacillus
4.3.3.7	Oxalobacteraceae_unclassified
5.4.2.2	Oxalobacteraceae_unclassified
5.4.2.11	Oxalobacteraceae_unclassified
5.4.2.12	Tessaracoccus
5.4.2.12	Hydrogenophaga
5.3.2.6	Phreatobacter
5.3.2.6	Oxalobacteraceae_unclassified
5.3.2.6	Thiobacillus
5.4.2.8	Tessaracoccus
5.4.2.8	Phreatobacter
5.3.2.6	Hydrogenophaga
5.4.2.8	Oxalobacteraceae_unclassified
5.4.2.12	Phreatobacter
5.4.2.12	Oxalobacteraceae_unclassified
5.4.3.8	Phreatobacter
5.4.3.8	Oxalobacteraceae_unclassified
1.3.8.7	Oxalobacteraceae_unclassified
1.3.98.1	Tessaracoccus
1.3.8.7	Thiobacillus
1.3.8.6	Oxalobacteraceae_unclassified
1.3.8.1	Hydrogenophaga
1.3.5.2	Oxalobacteraceae_unclassified
1.3.5.4	Legionella
1.3.8.1	Oxalobacteraceae_unclassified
1.3.8.1	Phreatobacter
1.3.8.4	Oxalobacteraceae_unclassified
1.3.5.4	Thiobacillus
1.3.5.4	Desulfomicrobium
1.3.5.4	Phreatobacter
1.3.5.4	Oxalobacteraceae_unclassified
1.3.5.3	Tessaracoccus
1.8.1.2	Hydrogenophaga
1.8.1.4	Oxalobacteraceae_unclassified
1.8.1.2	Oxalobacteraceae_unclassified
1.8.1.2	Thiobacillus
1.7.2.5	Desulfomicrobium
1.7.99.4	Oxalobacteraceae_unclassified
1.7.2.5	Tessaracoccus
1.3.5.1	Oxalobacteraceae_unclassified
1.3.5.4	Anoxybacillus
1.3.5.4	Tessaracoccus
1.3.3.4	Tessaracoccus
1.3.3.6	Tessaracoccus
1.3.3.4	Anoxybacillus
1.3.3.3	Oxalobacteraceae_unclassified
1.3.1.9	Oxalobacteraceae_unclassified
5.1.1.13	Oxalobacteraceae_unclassified
5.1.1.13	Phreatobacter
5.1.1.1	Oxalobacteraceae_unclassified
5.1.3.1	Oxalobacteraceae_unclassified
5.1.3.13	Tessaracoccus
5.1.3.14	Oxalobacteraceae_unclassified
5.1.3.2	Oxalobacteraceae_unclassified
5.1.3.3	Tessaracoccus
5.1.3.20	Phreatobacter
5.1.1.3	Oxalobacteraceae_unclassified
5.1.3.7	Desulfomicrobium
5.1.3.6	Thiobacillus
5.1.3.13	Oxalobacteraceae_unclassified
5.1.3.29	Tessaracoccus
5.1.3.6	Desulfomicrobium
1.5.1.38	Oxalobacteraceae_unclassified
1.6.99.3	Chryseobacterium
1.6.99.3	Phreatobacter
1.5.1.3	Oxalobacteraceae_unclassified
1.5.1.5	Oxalobacteraceae_unclassified
1.5.1.38	Tessaracoccus
1.5.1.2	Oxalobacteraceae_unclassified
1.7.1.15	Thiobacillus
1.7.1.15	Phreatobacter
1.7.1.15	Oxalobacteraceae_unclassified
1.7.1.15	Hydrogenophaga
1.8.4.11	Oxalobacteraceae_unclassified
1.6.99.3	Oxalobacteraceae_unclassified
1.7.1.13	Oxalobacteraceae_unclassified
1.6.99.3	Tessaracoccus
1.8.1.7	Oxalobacteraceae_unclassified
1.8.1.7	Desulfomicrobium
1.8.1.8	Oxalobacteraceae_unclassified
1.8.1.8	Phreatobacter
1.8.1.9	Oxalobacteraceae_unclassified
1.8.4.8	Desulfomicrobium
1.8.4.12	Legionella
1.8.1.8	Desulfomicrobium
1.8.4.12	Oxalobacteraceae_unclassified
1.5.5.2	Tessaracoccus
5.1.2.3	Hydrogenophaga
5.1.2.3	Legionella
1.5.5.2	Desulfomicrobium
1.5.5.2	Thiobacillus
1.6.1.2	Oxalobacteraceae_unclassified
1.6.1.2	Tessaracoccus
1.5.5.2	Oxalobacteraceae_unclassified
1.6.1.2	Hydrogenophaga
1.6.1.2	Phreatobacter
1.6.1.2	Thiobacillus
5.1.1.7	Oxalobacteraceae_unclassified
1.5.1.20	Tessaracoccus
1.5.1.20	Chryseobacterium
1.5.1.20	Hydrogenophaga
1.5.1.20	Oxalobacteraceae_unclassified
1.6.5.2	Tessaracoccus
1.6.5.5	Oxalobacteraceae_unclassified
1.6.5.2	Thiobacillus
1.6.5.2	Oxalobacteraceae_unclassified
1.6.5.5	Desulfomicrobium
1.6.5.5	Thiobacillus
1.5.5.1	Oxalobacteraceae_unclassified
1.6.5.5	Phreatobacter
1.5.1.20	Thiobacillus
1.6.5.3	Desulfomicrobium
1.6.5.3	Oxalobacteraceae_unclassified
1.6.5.3	Phreatobacter
1.5.1.20	Phreatobacter
1.5.1.7	Desulfomicrobium
4.2.1.51	Oxalobacteraceae_unclassified
4.2.1.35	Anoxybacillus
4.2.1.35	Tessaracoccus
4.2.1.35	Hydrogenophaga
4.2.1.35	Oxalobacteraceae_unclassified
4.2.1.35	Thiobacillus
4.2.1.35	Phreatobacter
4.2.1.35	Desulfomicrobium
4.2.1.33	Oxalobacteraceae_unclassified
4.2.1.42	Oxalobacteraceae_unclassified
4.2.1.44	Tessaracoccus
4.2.1.46	Oxalobacteraceae_unclassified
4.2.1.9	Oxalobacteraceae_unclassified
4.2.1.80	Anoxybacillus
4.2.1.83	Hydrogenophaga
4.2.1.99	Oxalobacteraceae_unclassified
4.2.3.5	Oxalobacteraceae_unclassified
4.1.99.18	Desulfomicrobium
4.2.3.4	Oxalobacteraceae_unclassified
4.2.3.12	Legionella
4.2.99.18	Oxalobacteraceae_unclassified
4.3.1.12	Thiobacillus
4.3.1.12	Oxalobacteraceae_unclassified
4.2.1.99	Thiobacillus
4.2.1.96	Oxalobacteraceae_unclassified
4.2.3.12	Anoxybacillus
4.2.3.12	Desulfomicrobium
4.2.3.12	Thiobacillus
4.2.3.12	Phreatobacter
4.2.3.12	Chryseobacterium
4.2.3.12	Oxalobacteraceae_unclassified
4.2.3.1	Oxalobacteraceae_unclassified
4.3.1.19	Oxalobacteraceae_unclassified
4.3.2.1	Oxalobacteraceae_unclassified
4.3.1.3	Oxalobacteraceae_unclassified
4.3.1.18	Oxalobacteraceae_unclassified
4.2.1.75	Oxalobacteraceae_unclassified
4.2.1.75	Desulfomicrobium
6.3.3.1	Oxalobacteraceae_unclassified
6.3.2.9	Oxalobacteraceae_unclassified
4.2.1.55	Anoxybacillus
4.2.1.59	Oxalobacteraceae_unclassified
4.2.1.18	Oxalobacteraceae_unclassified
4.2.1.18	Hydrogenophaga
4.2.1.17	Oxalobacteraceae_unclassified
4.2.1.153	Oxalobacteraceae_unclassified
4.2.1.153	Hydrogenophaga
4.2.1.17	Thiobacillus
4.2.1.104	Oxalobacteraceae_unclassified
4.2.1.17	Tessaracoccus
5.3.1.22	Thiobacillus
5.3.1.22	Oxalobacteraceae_unclassified
5.3.1.24	Oxalobacteraceae_unclassified
4.2.1.12	Oxalobacteraceae_unclassified
5.3.1.1	Oxalobacteraceae_unclassified
5.3.1.13	Phreatobacter
5.3.1.13	Oxalobacteraceae_unclassified
5.3.1.16	Oxalobacteraceae_unclassified
5.3.1.13	Thiobacillus
5.3.1.8	Oxalobacteraceae_unclassified
5.3.1.8	Desulfomicrobium
5.3.1.8	Phreatobacter
5.3.1.8	Thiobacillus
5.3.1.28	Oxalobacteraceae_unclassified
5.2.1.4	Oxalobacteraceae_unclassified
5.2.1.4	Tessaracoccus
5.2.1.8	Oxalobacteraceae_unclassified
5.3.1.6	Oxalobacteraceae_unclassified
5.3.1.28	Phreatobacter
5.3.1.31	Tessaracoccus
4.1.3.42	Oxalobacteraceae_unclassified
4.1.3.40	Oxalobacteraceae_unclassified
4.1.3.27	Oxalobacteraceae_unclassified
4.1.3.38	Tessaracoccus
4.1.3.42	Tessaracoccus
4.1.3.42	Hydrogenophaga
4.1.3.42	Legionella
4.1.3.27	Chryseobacterium
4.1.3.38	Oxalobacteraceae_unclassified
4.1.3.4	Thiobacillus
4.1.3.4	Oxalobacteraceae_unclassified
4.1.3.38	Phreatobacter
4.2.1.10	Oxalobacteraceae_unclassified
4.1.99.12	Oxalobacteraceae_unclassified
4.1.99.18	Oxalobacteraceae_unclassified
4.1.99.18	Anoxybacillus
4.1.99.18	Tessaracoccus
4.1.99.18	Hydrogenophaga
4.1.99.18	Phreatobacter
4.1.99.17	Oxalobacteraceae_unclassified
4.1.99.18	Thiobacillus
4.2.1.1	Oxalobacteraceae_unclassified
4.1.99.14	Desulfomicrobium
4.2.1.1	Tessaracoccus
4.1.3.34	Hydrogenophaga
4.1.99.3	Oxalobacteraceae_unclassified
4.1.99.19	Desulfomicrobium
4.1.99.3	Thiobacillus
4.1.3.34	Oxalobacteraceae_unclassified
4.1.3.38	Desulfomicrobium
4.1.3.34	Thiobacillus
4.1.3.30	Oxalobacteraceae_unclassified
4.2.1.24	Oxalobacteraceae_unclassified
4.2.1.11	Oxalobacteraceae_unclassified
4.2.1.20	Oxalobacteraceae_unclassified
4.2.1.2	Oxalobacteraceae_unclassified
4.2.1.19	Oxalobacteraceae_unclassified
4.2.1.3	Oxalobacteraceae_unclassified
4.2.1.2	Thiobacillus
1.2.1.20	Enhydrobacter
1.2.1.18	Mycobacterium
1.20.4.1	Sediminibacterium
1.3.1.106	Desulfosporosinus
1.3.1.12	Opitutus
1.20.4.1	Opitutus
1.2.99.5	Desulfosporosinus
1.2.7.3	Sediminibacterium
1.2.1.12	Desulfosporosinus
1.2.1.12	Sediminibacterium
1.2.1.16	Enhydrobacter
1.2.1.12	Opitutus
1.14.19.1	Enhydrobacter
1.14.19.3	Sediminibacterium
1.13.11.49	Corynebacterium
1.13.11.49	Mycobacterium
1.13.11.5	Sediminibacterium
1.14.13.142	Corynebacterium
1.14.13.129	Sediminibacterium
1.14.11.47	Enhydrobacter
1.2.1.8	Enhydrobacter
1.2.1.91	Sediminibacterium
1.3.1.10	Sediminibacterium
1.3.1.10	Enhydrobacter
1.3.1.10	Opitutus
1.2.1.79	Enhydrobacter
1.2.7.11	Mycobacterium
1.2.7.1	Opitutus
1.2.7.11	Desulfosporosinus
1.2.7.11	Sediminibacterium
1.1.1.35	Sediminibacterium
1.1.1.35	Enhydrobacter
1.1.1.343	Corynebacterium
1.1.1.304	Enhydrobacter
1.1.1.125	Opitutus
1.1.1.31	Opitutus
1.1.1.346	Mycobacterium
1.1.1.343	Opitutus
1.1.1.363	Opitutus
1.1.1.363	Corynebacterium
1.1.1.30	Enhydrobacter
1.1.1.363	Mycobacterium
1.2.1.4	Sediminibacterium
1.2.1.68	Enhydrobacter
1.2.1.43	Desulfosporosinus
1.2.1.12	Enhydrobacter
1.2.1.70	Enhydrobacter
1.1.1.29	Enhydrobacter
1.1.1.290	Enhydrobacter
1.1.1.28	Sediminibacterium
2.7.1.63	Opitutus
2.7.1.5	Opitutus
2.7.1.17	Sediminibacterium
2.7.1.69	Opitutus
2.7.1.22	Enhydrobacter
2.7.1.167	Sediminibacterium
2.7.1.2	Sediminibacterium
2.7.1.16	Opitutus
2.7.1.130	Enhydrobacter
2.6.1.11	Sediminibacterium
2.7.1.4	Opitutus
2.7.1.4	Sediminibacterium
2.7.1.45	Opitutus
2.7.1.45	Sediminibacterium
1.17.1.1	Sediminibacterium
1.17.1.2	Corynebacterium
1.16.3.2	Corynebacterium
1.17.1.2	Sediminibacterium
1.17.1.2	Enhydrobacter
1.17.1.2	Desulfosporosinus
1.17.1.2	Opitutus
1.18.1.1	Enhydrobacter
1.17.99.6	Opitutus
1.17.7.1	Desulfosporosinus
1.17.7.1	Opitutus
1.17.7.1	Sediminibacterium
1.17.7.1	Enhydrobacter
2.1.1.14	Enhydrobacter
2.1.1.61	Enhydrobacter
2.1.1.170	Opitutus
2.1.1.170	Desulfosporosinus
2.1.1.170	Mycobacterium
2.1.1.35	Opitutus
2.1.1.64	Sediminibacterium
2.1.1.298	Opitutus
2.1.1.45	Enhydrobacter
2.1.1.298	Enhydrobacter
2.1.1.176	Opitutus
2.1.1.171	Opitutus
2.1.1.170	Sediminibacterium
2.1.1.176	Sediminibacterium
2.1.1.176	Enhydrobacter
2.1.1.173	Enhydrobacter
2.1.1.185	Mycobacterium
2.1.1.177	Desulfosporosinus
2.1.1.171	Enhydrobacter
2.1.1.187	Enhydrobacter
2.1.1.185	Sediminibacterium
2.1.1.185	Enhydrobacter
2.1.1.186	Opitutus
2.1.1.185	Desulfosporosinus
1.1.1.69	Opitutus
1.1.1.76	Enhydrobacter
1.1.1.58	Sediminibacterium
1.8.98.1	Desulfosporosinus
1.97.1.4	Opitutus
1.97.1.4	Desulfosporosinus
1.8.4.8	Sediminibacterium
1.8.4.8	Enhydrobacter
1.9.3.1	Sediminibacterium
1.9.3.1	Enhydrobacter
2.1.1.190	Opitutus
2.1.1.190	Enhydrobacter
2.1.1.191	Opitutus
2.1.1.191	Sediminibacterium
1.4.1.14	Enhydrobacter
1.4.1.14	Sediminibacterium
1.4.1.14	Opitutus
1.4.1.4	Enhydrobacter
1.4.1.4	Opitutus
1.4.1.3	Opitutus
1.4.1.3	Sediminibacterium
1.3.1.9	Desulfosporosinus
2.1.1.201	Sediminibacterium
2.1.1.201	Opitutus
2.1.1.201	Corynebacterium
2.1.1.219	Corynebacterium
2.1.1.219	Mycobacterium
2.1.1.201	Mycobacterium
1.3.99.16	Sediminibacterium
1.3.99.22	Opitutus
1.3.99.26	Sediminibacterium
1.3.99.22	Sediminibacterium
1.3.99.22	Enhydrobacter
1.3.99.28	Sediminibacterium
1.3.99.31	Sediminibacterium
1.4.1.13	Enhydrobacter
1.4.1.13	Opitutus
1.3.99.29	Sediminibacterium
2.1.1.245	Desulfosporosinus
2.1.1.242	Enhydrobacter
2.1.1.268	Opitutus
2.1.1.271	Corynebacterium
2.1.1.264	Enhydrobacter
2.1.1.227	Opitutus
2.1.1.227	Desulfosporosinus
2.1.1.226	Opitutus
2.1.1.226	Desulfosporosinus
2.1.1.222	Sediminibacterium
1.1.1.381	Enhydrobacter
1.1.1.40	Enhydrobacter
1.1.3.15	Sediminibacterium
1.1.3.48	Sediminibacterium
1.1.5.3	Sediminibacterium
1.1.99.1	Sediminibacterium
1.1.1.205	Opitutus
1.11.1.15	Enhydrobacter
1.11.1.15	Opitutus
1.10.2.2	Enhydrobacter
1.1.3.15	Opitutus
1.11.1.9	Sediminibacterium
1.11.1.9	Enhydrobacter
1.1.2.3	Enhydrobacter
1.1.3.15	Mycobacterium
1.11.1.6	Enhydrobacter
1.11.1.5	Sediminibacterium
2.3.1.15	Sediminibacterium
2.3.1.15	Enhydrobacter
2.3.1.128	Desulfosporosinus
2.3.1.129	Enhydrobacter
2.3.1.128	Enhydrobacter
2.3.1.15	Desulfosporosinus
2.3.1.15	Opitutus
2.3.1.16	Enhydrobacter
2.3.1.8	Opitutus
2.3.1.46	Desulfosporosinus
2.3.1.40	Opitutus
2.3.1.8	Enhydrobacter
2.3.1.9	Enhydrobacter
2.3.1.207	Enhydrobacter
2.3.1.183	Enhydrobacter
2.3.1.191	Enhydrobacter
2.3.1.20	Enhydrobacter
2.3.1.51	Sediminibacterium
2.3.1.51	Enhydrobacter
2.3.1.47	Sediminibacterium
2.3.1.47	Enhydrobacter
2.3.1.51	Opitutus
2.3.3.1	Corynebacterium
2.3.3.1	Opitutus
2.3.3.1	Desulfosporosinus
2.3.3.1	Enhydrobacter
2.2.1.2	Sediminibacterium
2.2.1.1	Sediminibacterium
2.3.1.54	Desulfosporosinus
2.4.2.1	Corynebacterium
2.4.1.1	Sediminibacterium
2.3.3.5	Enhydrobacter
2.4.1.129	Enhydrobacter
2.4.1.15	Corynebacterium
2.4.1.83	Opitutus
2.4.1.247	Opitutus
2.4.1.315	Opitutus
2.4.1.315	Desulfosporosinus
2.4.1.319	Opitutus
2.4.1.320	Opitutus
2.4.1.4	Sediminibacterium
2.5.1.39	Sediminibacterium
2.5.1.46	Opitutus
2.5.1.46	Sediminibacterium
2.4.1.246	Opitutus
2.4.2.12	Enhydrobacter
2.4.1.83	Desulfosporosinus
2.4.1.83	Sediminibacterium
2.4.2.14	Sediminibacterium
2.4.2.22	Opitutus
2.4.2.28	Desulfosporosinus
2.4.1.187	Sediminibacterium
2.4.1.187	Opitutus
2.4.1.182	Enhydrobacter
2.4.99.12	Enhydrobacter
2.4.2.53	Opitutus
2.5.1.10	Opitutus
2.5.1.10	Sediminibacterium
2.5.1.10	Enhydrobacter
2.5.1.105	Desulfosporosinus
2.4.99.13	Enhydrobacter
2.4.99.13	Sediminibacterium
2.4.99.13	Opitutus
2.4.99.15	Opitutus
2.4.99.14	Opitutus
2.4.99.14	Sediminibacterium
2.4.99.14	Enhydrobacter
2.4.99.15	Sediminibacterium
2.5.1.1	Sediminibacterium
2.5.1.1	Enhydrobacter
2.5.1.1	Opitutus
2.5.1.1	Desulfosporosinus
2.4.99.15	Enhydrobacter
2.5.1.29	Opitutus
2.5.1.29	Desulfosporosinus
2.5.1.29	Sediminibacterium
2.5.1.31	Sediminibacterium
2.5.1.31	Enhydrobacter
2.5.1.31	Desulfosporosinus
2.5.1.31	Opitutus
2.5.1.47	Opitutus
2.5.1.47	Enhydrobacter
2.5.1.49	Enhydrobacter
2.5.1.55	Enhydrobacter
2.5.1.56	Sediminibacterium
2.5.1.56	Enhydrobacter
2.5.1.68	Corynebacterium
2.7.7.4	Corynebacterium
2.7.7.38	Enhydrobacter
2.7.7.13	Opitutus
2.6.1.57	Enhydrobacter
2.7.7.43	Enhydrobacter
2.7.7.53	Opitutus
2.7.7.72	Enhydrobacter
