ec	Genus
3.4.13.9	Desulfotomaculum
3.4.13.22	Acidovorax
3.4.13.9	Blastomonas
3.4.15.5	Blastomonas
3.4.15.5	Silanimonas
3.4.14.5	Silanimonas
3.4.14.5	Geothrix
3.4.14.5	Caulobacter
3.4.15.1	Silanimonas
3.4.15.1	Blastomonas
3.4.11.2	Phenylobacterium
3.4.13.9	Erysipelothrix
3.4.11.9	Ruminiclostridium_1
3.4.11.19	Nitrospira
3.4.13.19	Methylocystis
3.4.11.9	Methylocystis
3.4.11.9	Smithella
3.4.11.9	Gelria
3.4.11.9	Desulfotomaculum
3.4.13.19	Silanimonas
3.4.13.19	Ruminiclostridium_1
3.4.13.19	Blastomonas
3.4.11.9	Blastomonas
3.4.13.19	Geothrix
3.4.13.19	Gelria
2.8.3.1	Propionivibrio
2.8.3.1	Acetobacterium
2.8.3.1	Pseudorhodoferax
2.8.3.1	Azospira
2.8.1.7	Ruminiclostridium_1
2.8.3.12	Silanimonas
2.8.3.12	Paracoccus
2.8.3.12	Methylocystis
2.8.3.15	Pseudorhodoferax
2.8.3.16	Simplicispira
2.8.2.22	Desulfobulbus
3.4.11.9	Desulfobulbus
3.4.11.21	Propionibacterium
3.4.11.2	Sphingopyxis
3.4.11.19	Silanimonas
3.4.11.2	Novosphingobium
3.4.11.21	Dechloromonas
2.8.1.8	Pseudomonas
3.4.11.21	Desulfobulbus
3.4.11.21	Ruminiclostridium_1
3.4.11.21	Erysipelothrix
3.4.11.21	Micrococcus
3.4.11.4	Desulfobulbus
3.4.11.4	Ruminiclostridium_1
3.4.11.4	Desulfovibrio
3.4.21.116	Ruminiclostridium_1
3.4.21.116	Gelria
3.4.21.26	Silanimonas
3.4.21.107	Gelria
3.4.21.107	Acetobacterium
3.4.21.107	Geothrix
3.4.21.53	Ruminiclostridium_1
3.4.21.83	Silanimonas
3.4.21.83	Blastomonas
3.4.21.83	Geothrix
3.4.21.88	Ruminiclostridium_1
3.4.21.92	Erysipelothrix
3.4.21.92	Ruminiclostridium_1
3.2.2.9	Ruminiclostridium_1
3.2.2.27	Ruminiclostridium_1
3.2.2.23	Geothrix
3.3.2.8	Blastomonas
3.3.1.1	Geothrix
3.3.1.1	Pseudoxanthomonas
3.3.1.1	Simplicispira
3.3.2.12	Paracoccus
3.3.1.1	Gelria
3.3.1.1	Pseudorhodoferax
3.3.1.1	Methylocystis
3.3.1.1	Azospira
3.3.1.1	Caulobacter
3.3.1.1	Sphingopyxis
3.4.11.14	Pseudoxanthomonas
3.4.11.18	Ruminiclostridium_1
3.3.1.1	Dechloromonas
3.3.1.1	Silanimonas
3.3.1.1	Propionivibrio
3.3.1.1	Blastomonas
3.3.1.1	Paracoccus
3.3.1.1	Desulfovibrio
3.2.1.20	Ruminiclostridium_1
3.2.1.139	Blastomonas
3.2.1.20	Silanimonas
3.2.1.139	Caulobacter
3.2.1.20	Blastomonas
3.2.1.20	Gelria
3.2.1.141	Methylocystis
3.2.1.21	Desulfobulbus
3.2.1.21	Ruminiclostridium_1
3.2.1.20	Pseudorhodoferax
3.1.4.46	Geothrix
3.1.5.1	Gelria
3.2.1.172	Caulobacter
3.2.1.177	Caulobacter
3.1.5.1	Pseudorhodoferax
3.1.5.1	Desulfotomaculum
3.1.4.46	Ruminiclostridium_1
3.1.30.1	Silanimonas
3.1.7.2	Phenylobacterium
3.1.7.2	Azospira
3.2.1.1	Achromobacter
4.1.3.25	Desulfobulbus
4.1.3.25	Achromobacter
3.1.6.1	Blastomonas
3.1.6.1	Caulobacter
3.1.7.2	Pseudomonas
3.1.7.2	Dechloromonas
3.1.7.2	Propionivibrio
3.2.1.122	Erysipelothrix
3.1.5.1	Caulobacter
3.1.5.1	Smithella
3.2.1.1	Pseudorhodoferax
3.2.1.1	Methylocystis
3.2.1.1	Smithella
3.2.1.10	Ruminiclostridium_1
3.1.7.2	Pseudoxanthomonas
3.1.7.2	Brevundimonas
3.2.1.123	Propionibacterium
3.1.5.1	Methylocystis
3.1.5.1	Azospira
3.1.30.1	Pseudoxanthomonas
3.1.31.1	Desulfovibrio
3.2.1.89	Ruminiclostridium_1
3.2.1.65	Novosphingobium
3.2.1.78	Blastomonas
3.2.1.86	Ruminiclostridium_1
3.2.2.21	Methylocystis
3.2.1.58	Desulfobulbus
3.2.1.24	Propionibacterium
3.2.1.26	Ruminiclostridium_1
3.2.2.20	Azospira
3.2.2.20	Pseudorhodoferax
3.1.5.1	Desulfobulbus
3.1.5.1	Propionivibrio
3.1.5.1	Ruminiclostridium_1
3.1.5.1	Achromobacter
3.1.5.1	Blastomonas
3.1.5.1	Bradyrhizobium
3.1.5.1	Dechloromonas
3.1.5.1	Brevundimonas
3.1.5.1	Phenylobacterium
3.1.5.1	Geothrix
3.1.4.55	Caulobacter
3.1.31.1	Gelria
3.1.4.16	Acidovorax
3.1.5.1	Simplicispira
3.1.4.16	Propionibacterium
3.1.4.16	Gelria
3.2.2.1	Silanimonas
3.1.3.83	Smithella
3.2.2.1	Erysipelothrix
3.2.2.20	Simplicispira
3.2.2.20	Silanimonas
3.1.4.46	Smithella
3.1.4.54	Pseudorhodoferax
3.1.4.55	Blastomonas
3.1.4.55	Paracoccus
3.1.4.55	Methylocystis
6.1.1.17	Ruminiclostridium_1
6.1.1.16	Ruminiclostridium_1
6.1.1.15	Ruminiclostridium_1
6.1.1.20	Ruminiclostridium_1
6.1.1.21	Ruminiclostridium_1
6.1.1.24	Acetobacterium
6.1.1.22	Ruminiclostridium_1
6.1.1.24	Staphylococcus
6.1.1.3	Ruminiclostridium_1
6.1.1.24	Desulfotomaculum
6.1.1.4	Ruminiclostridium_1
6.1.1.24	Erysipelothrix
3.1.3.73	Propionivibrio
3.1.3.73	Simplicispira
3.1.3.73	Bacillus
3.1.3.73	Ruminiclostridium_1
3.1.3.73	Blastomonas
3.1.3.83	Pseudorhodoferax
3.1.3.16	Ruminiclostridium_1
3.1.3.16	Blastomonas
3.1.3.16	Propionivibrio
3.1.3.18	Desulfobulbus
3.1.3.2	Silanimonas
3.1.3.16	Silanimonas
3.1.3.16	Dechloromonas
3.1.3.16	Desulfobulbus
3.1.3.16	Simplicispira
3.1.3.18	Geothrix
3.1.3.23	Shewanella
3.1.3.23	Propionibacterium
3.1.3.18	Ruminiclostridium_1
3.1.3.83	Shewanella
3.1.3.82	Geothrix
3.1.3.82	Desulfovibrio
3.1.3.82	Variovorax
3.1.3.8	Silanimonas
3.1.3.8	Blastomonas
3.1.3.8	Phenylobacterium
3.1.3.81	Shewanella
3.1.3.83	Geothrix
3.1.3.83	Phenylobacterium
3.1.3.83	Desulfovibrio
3.1.3.83	Variovorax
3.1.3.82	Phenylobacterium
3.1.3.82	Shewanella
3.1.3.82	Pseudorhodoferax
3.1.3.82	Azospira
3.1.3.82	Smithella
3.1.3.82	Caulobacter
3.1.3.83	Pseudomonas
3.1.3.83	Acidovorax
3.1.3.83	Dechloromonas
3.1.3.83	Desulfobulbus
3.1.3.83	Propionivibrio
3.1.3.83	Achromobacter
3.1.3.83	Bradyrhizobium
3.1.3.83	Brevundimonas
3.1.3.83	Simplicispira
3.1.3.82	Simplicispira
3.1.3.82	Acidovorax
3.1.3.82	Dechloromonas
3.1.3.48	Gelria
3.1.3.82	Desulfobulbus
3.1.3.82	Propionivibrio
3.1.3.82	Achromobacter
3.1.3.82	Bradyrhizobium
3.1.3.82	Brevundimonas
3.1.3.48	Geothrix
3.1.3.73	Gelria
3.1.3.73	Pseudorhodoferax
3.1.3.7	Erysipelothrix
3.1.3.7	Geothrix
3.1.3.7	Gelria
3.1.3.7	Desulfotomaculum
3.1.3.7	Smithella
3.1.3.27	Desulfobulbus
3.2.1.52	Ruminiclostridium_1
3.1.3.83	Caulobacter
3.1.3.83	Azospira
3.1.3.27	Caulobacter
3.1.3.26	Caulobacter
3.1.3.27	Geothrix
3.2.1.24	Ruminiclostridium_1
3.2.1.22	Ruminiclostridium_1
3.2.1.23	Ruminiclostridium_1
3.2.1.23	Pseudorhodoferax
3.2.1.25	Ruminiclostridium_1
3.2.1.55	Blastomonas
3.2.1.51	Geothrix
3.2.1.52	Smithella
3.1.3.45	Simplicispira
3.1.3.16	Gelria
3.1.3.16	Pseudorhodoferax
3.1.3.16	Propionibacterium
3.1.3.16	Geothrix
3.1.3.16	Methylocystis
3.1.3.16	Caulobacter
3.1.3.16	Azospira
3.1.3.3	Geothrix
3.1.3.37	Blastomonas
3.1.3.37	Bradyrhizobium
3.1.3.37	Sphingomonas
3.1.3.37	Sphingopyxis
3.1.3.37	Caulobacter
3.1.3.37	Novosphingobium
3.1.3.4	Shewanella
3.1.3.37	Methylocystis
3.1.3.37	Paracoccus
3.1.3.37	Phenylobacterium
6.3.2.32	Shewanella
6.3.2.32	Acetobacterium
6.3.2.4	Ruminiclostridium_1
6.3.2.5	Ruminiclostridium_1
6.3.1.5	Pseudomonas
6.3.1.5	Dechloromonas
6.3.1.5	Silanimonas
6.3.1.5	Propionivibrio
6.3.1.5	Blastomonas
6.3.1.5	Azospira
6.3.1.5	Geothrix
6.3.1.5	Methylocystis
6.3.2.35	Erysipelothrix
6.3.2.10	Ruminiclostridium_1
6.4.1.2	Dechloromonas
6.4.1.2	Silanimonas
6.4.1.2	Simplicispira
6.4.1.2	Blastomonas
6.4.1.2	Ruminiclostridium_1
6.4.1.2	Pseudoxanthomonas
6.4.1.2	Desulfovibrio
6.3.5.9	Nitrospira
6.3.5.9	Acetobacterium
6.3.5.9	Gelria
6.3.5.9	Desulfotomaculum
6.3.5.9	Pseudorhodoferax
6.3.5.9	Ruminiclostridium_1
6.3.5.9	Silanimonas
6.3.5.9	Propionivibrio
6.3.5.9	Simplicispira
6.3.5.7	Pseudoxanthomonas
6.3.5.9	Azospira
6.4.1.1	Pseudomonas
6.4.1.1	Propionivibrio
6.3.5.9	Desulfobulbus
6.3.2.17	Ruminiclostridium_1
6.4.1.2	Methylocystis
6.4.1.2	Azospira
6.4.1.2	Propionibacterium
6.4.1.2	Geothrix
6.4.1.2	Gelria
6.3.2.8	Ruminiclostridium_1
6.3.4.15	Geothrix
6.3.4.19	Ruminiclostridium_1
6.3.4.15	Ruminiclostridium_1
6.3.2.6	Ruminiclostridium_1
6.3.2.9	Ruminiclostridium_1
6.3.2.12	Nitrospira
6.3.2.12	Desulfovibrio
6.3.2.12	Desulfobulbus
6.3.2.12	Ruminiclostridium_1
6.3.2.12	Erysipelothrix
6.3.2.12	Acetobacterium
6.3.2.12	Gelria
6.3.2.12	Micrococcus
6.3.2.12	Desulfotomaculum
6.3.2.13	Acetobacterium
6.3.2.12	Propionibacterium
6.3.2.12	Smithella
6.3.2.12	Geothrix
6.3.2.13	Ruminiclostridium_1
6.3.2.13	Erysipelothrix
6.3.4.13	Ruminiclostridium_1
6.3.3.3	Propionibacterium
6.3.4.14	Gelria
6.3.5.3	Erysipelothrix
6.3.5.3	Streptococcus
6.3.5.4	Ruminiclostridium_1
6.3.5.4	Gelria
6.3.5.10	Pseudomonas
6.3.5.10	Simplicispira
6.3.5.10	Acidovorax
6.3.5.10	Dechloromonas
6.3.5.10	Desulfobulbus
6.3.5.10	Propionivibrio
6.3.5.2	Ruminiclostridium_1
6.3.4.21	Ruminiclostridium_1
6.3.4.21	Simplicispira
6.3.4.20	Gelria
6.3.5.3	Ruminiclostridium_1
5.4.99.60	Desulfobulbus
5.4.99.5	Desulfovibrio
5.4.99.60	Dechloromonas
5.99.1.2	Methylocystis
5.99.1.2	Azospira
5.99.1.2	Novosphingobium
5.99.1.2	Propionibacterium
5.99.1.3	Simplicispira
5.99.1.3	Acidovorax
5.99.1.3	Dechloromonas
5.99.1.3	Silanimonas
5.99.1.3	Propionivibrio
5.99.1.3	Ruminiclostridium_1
5.99.1.3	Achromobacter
5.99.1.3	Caulobacter
5.99.1.3	Pseudoxanthomonas
5.99.1.3	Erysipelothrix
5.99.1.3	Geothrix
5.99.1.3	Acetobacterium
5.99.1.3	Shewanella
5.99.1.3	Gelria
5.99.1.3	Pseudorhodoferax
5.99.1.3	Propionibacterium
5.99.1.3	Methylocystis
5.99.1.3	Azospira
5.99.1.3	Smithella
5.99.1.3	Sphingopyxis
5.99.1.3	Desulfotomaculum
5.99.1.3	Blastomonas
5.99.1.3	Bradyrhizobium
5.4.99.5	Geothrix
5.5.1.19	Variovorax
5.5.1.19	Blastomonas
5.4.99.5	Nitrospira
5.99.1.3	Desulfovibrio
5.4.99.9	Pseudorhodoferax
5.4.99.62	Gelria
5.4.99.62	Propionibacterium
5.4.99.9	Ruminiclostridium_1
5.4.99.61	Azospira
5.4.99.60	Paracoccus
5.4.99.5	Desulfobulbus
5.4.99.29	Propionibacterium
5.4.99.29	Methylocystis
5.4.99.29	Caulobacter
5.4.99.60	Propionivibrio
5.4.99.60	Ruminiclostridium_1
5.4.99.5	Ruminiclostridium_1
5.99.1.3	Nitrospira
6.3.5.11	Pseudorhodoferax
6.3.5.11	Propionibacterium
6.3.5.11	Methylocystis
6.3.5.11	Gelria
6.3.5.10	Bradyrhizobium
6.3.5.11	Ruminiclostridium_1
6.3.5.11	Bradyrhizobium
6.3.5.11	Paracoccus
6.3.5.10	Gelria
6.3.5.10	Sphingomonas
6.3.5.10	Brevundimonas
6.3.5.11	Silanimonas
6.3.4.6	Silanimonas
6.3.5.10	Ruminiclostridium_1
6.3.5.10	Blastomonas
6.3.5.10	Bacillus
6.3.5.1	Ruminiclostridium_1
5.99.1.3	Paracoccus
6.3.5.10	Paracoccus
5.99.1.2	Dechloromonas
5.99.1.2	Desulfobulbus
5.99.1.2	Propionivibrio
5.99.1.2	Blastomonas
5.99.1.2	Bradyrhizobium
5.99.1.2	Sphingomonas
5.99.1.2	Phenylobacterium
5.99.1.2	Pseudoxanthomonas
5.99.1.2	Geothrix
5.99.1.2	Acetobacterium
5.99.1.2	Gelria
5.99.1.2	Desulfovibrio
5.99.1.2	Simplicispira
5.99.1.2	Acidovorax
5.99.1.2	Desulfotomaculum
5.99.1.2	Pseudorhodoferax
5.5.1.4	Geothrix
5.99.1.2	Ruminiclostridium_1
5.99.1.2	Silanimonas
6.3.5.10	Acetobacterium
6.3.5.10	Shewanella
6.3.5.10	Desulfotomaculum
6.3.5.10	Pseudorhodoferax
6.3.5.10	Phenylobacterium
6.3.5.10	Variovorax
6.3.5.10	Nitrospira
6.3.5.10	Novosphingobium
6.3.5.11	Pseudomonas
6.3.5.11	Simplicispira
6.3.5.10	Caulobacter
6.3.5.10	Methylocystis
6.3.5.10	Azospira
6.6.1.1	Propionibacterium
6.4.1.4	Blastomonas
6.6.1.1	Gelria
6.6.1.1	Geothrix
6.4.1.4	Pseudorhodoferax
6.4.1.4	Azospira
6.4.1.4	Silanimonas
6.5.1.7	Caulobacter
6.6.1.2	Propionivibrio
6.6.1.2	Simplicispira
6.5.1.3	Desulfobulbus
6.5.1.3	Silanimonas
6.5.1.3	Nitrospira
6.5.1.3	Gelria
6.5.1.3	Smithella
6.5.1.3	Caulobacter
6.5.1.7	Propionivibrio
6.5.1.7	Sphingomonas
6.5.1.7	Brevundimonas
6.5.1.7	Paracoccus
6.5.1.7	Phenylobacterium
6.5.1.7	Shewanella
6.5.1.7	Pseudorhodoferax
6.5.1.7	Methylocystis
6.5.1.7	Azospira
6.5.1.7	Sphingopyxis
6.5.1.7	Novosphingobium
6.6.1.2	Gelria
6.5.1.1	Azospira
6.5.1.2	Ruminiclostridium_1
6.4.1.3	Desulfotomaculum
6.4.1.3	Geothrix
6.4.1.4	Simplicispira
6.5.1.1	Dechloromonas
6.5.1.1	Silanimonas
6.5.1.1	Propionivibrio
6.3.5.5	Ruminiclostridium_1
6.3.5.6	Simplicispira
6.3.5.6	Desulfovibrio
6.3.5.6	Pseudoxanthomonas
6.3.5.6	Erysipelothrix
6.3.5.6	Geothrix
6.3.5.6	Acetobacterium
6.3.5.6	Gelria
6.3.5.6	Micrococcus
6.3.5.6	Desulfotomaculum
6.3.5.6	Brevundimonas
6.3.5.7	Ruminiclostridium_1
6.3.5.6	Methylocystis
6.3.5.6	Propionibacterium
6.3.5.6	Pseudorhodoferax
6.3.5.6	Nitrospira
6.3.5.6	Achromobacter
6.3.5.6	Blastomonas
6.5.1.6	Caulobacter
6.5.1.6	Novosphingobium
6.5.1.7	Simplicispira
6.5.1.7	Dechloromonas
6.5.1.6	Dechloromonas
6.5.1.6	Simplicispira
6.5.1.6	Sphingopyxis
6.5.1.7	Blastomonas
6.5.1.6	Azospira
6.5.1.6	Pseudorhodoferax
6.5.1.6	Propionivibrio
6.5.1.6	Methylocystis
6.5.1.6	Blastomonas
6.5.1.6	Sphingomonas
6.5.1.6	Brevundimonas
6.5.1.6	Paracoccus
6.5.1.6	Phenylobacterium
6.5.1.6	Shewanella
6.3.5.6	Dechloromonas
6.3.5.6	Desulfobulbus
6.3.5.6	Ruminiclostridium_1
6.3.5.6	Azospira
6.3.5.6	Smithella
6.3.5.6	Sphingopyxis
6.3.5.6	Caulobacter
6.3.5.6	Staphylococcus
6.3.5.6	Propionivibrio
6.3.4.2	Ruminiclostridium_1
6.3.4.21	Smithella
6.3.4.3	Ruminiclostridium_1
6.3.4.21	Geothrix
6.3.4.4	Ruminiclostridium_1
6.3.4.5	Ruminiclostridium_1
4.1.1.37	Smithella
4.1.1.39	Pseudorhodoferax
4.1.1.37	Desulfotomaculum
4.1.1.48	Ruminiclostridium_1
4.1.1.49	Ruminiclostridium_1
4.1.1.45	Silanimonas
4.1.1.19	Pseudorhodoferax
4.1.1.19	Azospira
4.1.1.19	Propionivibrio
4.1.1.19	Gelria
3.8.1.3	Pseudorhodoferax
3.8.1.3	Methylocystis
3.8.1.5	Desulfobulbus
3.8.1.5	Silanimonas
4.1.1.19	Dechloromonas
4.1.1.17	Simplicispira
4.1.1.19	Simplicispira
4.1.1.44	Ruminiclostridium_1
4.1.1.44	Pseudorhodoferax
4.1.1.44	Methylocystis
4.1.1.44	Smithella
4.1.1.44	Phenylobacterium
4.1.1.44	Acetobacterium
4.1.1.18	Pseudorhodoferax
4.1.1.18	Simplicispira
4.1.1.17	Pseudorhodoferax
4.1.1.18	Gelria
3.5.1.44	Ruminiclostridium_1
3.5.1.54	Pseudorhodoferax
3.5.1.54	Methylocystis
3.5.1.42	Acetobacterium
3.5.1.42	Gelria
3.5.1.42	Desulfotomaculum
3.5.1.42	Streptococcus
3.5.1.42	Propionibacterium
3.5.1.42	Methylocystis
3.5.1.42	Smithella
3.5.1.42	Caulobacter
3.5.1.42	Pseudorhodoferax
3.5.1.68	Pseudorhodoferax
3.5.1.81	Propionivibrio
3.5.1.53	Silanimonas
3.5.1.42	Erysipelothrix
3.5.1.32	Dechloromonas
3.5.1.32	Propionivibrio
3.5.1.42	Geothrix
3.5.1.53	Desulfobulbus
3.5.1.81	Geothrix
3.5.1.81	Pseudorhodoferax
3.5.1.5	Methylocystis
3.5.1.32	Blastomonas
3.6.1.40	Pseudorhodoferax
3.5.1.87	Simplicispira
3.5.1.28	Geothrix
3.5.1.28	Gelria
3.5.1.38	Simplicispira
3.5.1.38	Dechloromonas
3.5.1.32	Desulfovibrio
3.5.1.32	Erysipelothrix
3.5.1.32	Acetobacterium
3.5.1.32	Pseudorhodoferax
3.5.1.32	Methylocystis
3.5.1.32	Simplicispira
3.5.1.32	Azospira
3.5.1.38	Pseudorhodoferax
3.5.1.42	Desulfovibrio
3.5.1.42	Simplicispira
3.5.1.42	Desulfobulbus
3.5.1.42	Silanimonas
3.5.1.42	Propionivibrio
3.5.1.42	Ruminiclostridium_1
3.5.1.42	Bacillus
3.5.1.42	Nitrospira
3.5.1.42	Blastomonas
4.1.1.31	Novosphingobium
4.1.1.36	Ruminiclostridium_1
4.1.3.17	Blastomonas
4.1.3.24	Methylocystis
4.1.3.1	Phenylobacterium
4.1.3.24	Desulfobulbus
4.1.2.52	Simplicispira
4.1.2.5	Desulfovibrio
4.1.2.5	Pseudoxanthomonas
4.1.2.5	Erysipelothrix
4.1.2.5	Geothrix
4.1.2.5	Gelria
4.1.2.5	Pseudorhodoferax
4.1.2.5	Methylocystis
4.1.2.5	Smithella
4.1.3.1	Novosphingobium
4.1.3.1	Paracoccus
4.1.2.25	Ruminiclostridium_1
4.1.2.25	Blastomonas
4.1.2.9	Bradyrhizobium
4.1.2.52	Pseudorhodoferax
4.1.2.52	Methylocystis
4.1.2.5	Blastomonas
4.1.3.1	Blastomonas
4.1.2.5	Paracoccus
4.1.1.9	Azospira
4.1.2.13	Smithella
4.1.1.74	Desulfovibrio
4.1.1.74	Nitrospira
4.1.1.73	Pseudorhodoferax
4.1.1.73	Simplicispira
4.1.1.73	Acidovorax
4.1.1.73	Propionivibrio
4.1.1.73	Achromobacter
4.1.1.73	Variovorax
4.1.2.50	Pseudoxanthomonas
4.1.2.50	Gelria
4.1.2.50	Silanimonas
4.1.1.77	Pseudoxanthomonas
4.1.2.14	Methylocystis
4.1.2.50	Achromobacter
4.1.1.81	Ruminiclostridium_1
4.1.1.81	Acetobacterium
4.1.1.81	Gelria
4.1.1.50	Pseudorhodoferax
4.1.1.65	Pseudomonas
4.1.1.68	Pseudorhodoferax
4.1.1.85	Propionibacterium
4.1.1.87	Pseudorhodoferax
4.1.1.9	Simplicispira
4.1.1.9	Dechloromonas
4.1.1.9	Achromobacter
4.1.1.9	Pseudorhodoferax
4.1.1.20	Geothrix
4.1.1.28	Geothrix
4.1.1.29	Desulfobulbus
4.1.1.3	Propionivibrio
4.1.1.3	Ruminiclostridium_1
4.1.1.3	Nitrospira
4.1.1.3	Gelria
4.1.1.3	Novosphingobium
4.1.1.3	Desulfovibrio
4.1.1.20	Ruminiclostridium_1
4.1.1.31	Silanimonas
4.1.2.5	Silanimonas
4.1.2.5	Propionivibrio
4.1.2.5	Ruminiclostridium_1
4.1.2.44	Pseudorhodoferax
4.1.2.41	Blastomonas
4.1.2.25	Pseudorhodoferax
4.1.2.25	Gelria
4.1.2.17	Geothrix
4.1.2.17	Gelria
4.1.2.17	Methylocystis
4.1.2.17	Ruminiclostridium_1
4.1.2.21	Methylocystis
4.1.2.17	Propionivibrio
4.1.2.17	Azospira
4.1.2.20	Propionivibrio
4.1.2.21	Propionivibrio
4.1.1.20	Streptococcus
4.1.1.23	Ruminiclostridium_1
4.1.2.4	Ruminiclostridium_1
3.6.1.22	Ruminiclostridium_1
3.6.1.11	Smithella
3.6.1.13	Silanimonas
3.6.1.13	Ruminiclostridium_1
3.6.1.13	Achromobacter
3.6.1.13	Blastomonas
3.6.1.23	Ruminiclostridium_1
3.6.1.11	Pseudorhodoferax
3.6.1.11	Desulfotomaculum
3.6.1.22	Silanimonas
3.6.1.13	Variovorax
3.6.1.13	Geothrix
3.6.1.13	Gelria
3.6.1.13	Desulfotomaculum
3.6.1.13	Pseudorhodoferax
3.6.1.13	Azospira
3.5.4.12	Propionivibrio
3.5.4.12	Ruminiclostridium_1
3.5.4.10	Ruminiclostridium_1
3.5.4.10	Desulfobulbus
3.5.4.10	Smithella
3.5.4.9	Ruminiclostridium_1
3.5.5.1	Propionivibrio
3.5.5.1	Simplicispira
3.5.5.1	Dechloromonas
3.6.1.27	Ruminiclostridium_1
3.6.1.40	Ruminiclostridium_1
3.6.1.40	Achromobacter
3.6.1.40	Blastomonas
3.6.1.40	Propionivibrio
3.6.1.40	Pseudoxanthomonas
3.6.1.40	Geothrix
3.6.1.40	Nitrospira
3.6.1.40	Silanimonas
3.6.1.40	Dechloromonas
3.6.1.31	Ruminiclostridium_1
3.6.1.40	Simplicispira
3.6.1.11	Gelria
3.5.4.19	Ruminiclostridium_1
3.5.4.31	Silanimonas
3.5.4.33	Ruminiclostridium_1
3.5.4.25	Silanimonas
3.5.4.25	Dechloromonas
3.5.4.25	Simplicispira
3.5.4.16	Gelria
3.5.4.25	Propionivibrio
3.5.4.12	Gelria
3.5.4.12	Desulfotomaculum
3.5.4.12	Smithella
3.5.4.12	Staphylococcus
3.5.4.13	Acetobacterium
3.5.4.16	Ruminiclostridium_1
3.5.4.1	Desulfovibrio
3.5.3.11	Gelria
3.5.4.13	Geothrix
3.5.4.13	Micrococcus
3.5.3.9	Methylocystis
3.5.3.9	Caulobacter
3.5.4.1	Silanimonas
3.5.3.7	Pseudorhodoferax
3.5.4.28	Silanimonas
3.5.3.12	Blastomonas
3.5.3.12	Desulfovibrio
3.5.3.12	Geothrix
3.5.3.1	Geothrix
3.5.3.13	Pseudorhodoferax
3.5.3.18	Silanimonas
3.5.3.18	Desulfovibrio
3.5.3.8	Caulobacter
3.4.23.43	Erysipelothrix
3.4.23.43	Geothrix
3.4.23.43	Gelria
3.4.23.43	Methylocystis
3.4.22.40	Propionibacterium
3.4.22.70	Ruminiclostridium_1
3.4.22.70	Erysipelothrix
3.4.22.70	Acetobacterium
3.4.23.43	Ruminiclostridium_1
3.5.1.28	Ruminiclostridium_1
3.4.24.25	Silanimonas
3.4.23.51	Gelria
3.4.24.20	Silanimonas
3.4.23.36	Ruminiclostridium_1
3.5.1.1	Erysipelothrix
3.5.1.1	Pseudorhodoferax
3.5.1.1	Smithella
3.4.24.71	Silanimonas
3.4.24.71	Geothrix
3.4.24.78	Ruminiclostridium_1
3.5.1.1	Simplicispira
3.5.1.1	Ruminiclostridium_1
3.4.25.2	Geothrix
3.4.24.26	Silanimonas
3.5.1.25	Gelria
3.5.1.16	Gelria
3.5.1.16	Geothrix
3.5.2.6	Silanimonas
3.5.2.18	Pseudorhodoferax
3.5.2.3	Ruminiclostridium_1
3.5.1.9	Gelria
3.5.1.97	Blastomonas
3.5.1.97	Caulobacter
3.5.2.10	Simplicispira
3.4.24.84	Simplicispira
3.4.24.84	Caulobacter
3.6.1.40	Gelria
3.4.24.84	Dechloromonas
3.4.24.84	Achromobacter
3.4.24.84	Blastomonas
3.4.24.84	Desulfovibrio
3.4.24.84	Gelria
3.4.24.84	Pseudorhodoferax
3.4.24.84	Azospira
3.4.24.84	Propionivibrio
3.5.1.87	Desulfovibrio
3.5.1.87	Pseudorhodoferax
3.5.1.87	Propionibacterium
3.5.1.87	Methylocystis
3.5.1.88	Pseudomonas
3.5.1.88	Ruminiclostridium_1
3.5.1.87	Bacillus
3.5.1.87	Propionivibrio
3.5.1.88	Bacillus
3.5.2.10	Pseudorhodoferax
3.5.2.10	Methylocystis
3.5.2.14	Blastomonas
3.5.2.14	Methylocystis
3.5.4.5	Methylocystis
3.5.4.4	Sphingopyxis
3.5.4.4	Pseudorhodoferax
3.5.4.5	Blastomonas
3.6.1.11	Geothrix
3.6.1.11	Blastomonas
3.6.1.11	Silanimonas
3.6.1.11	Ruminiclostridium_1
3.5.4.40	Geothrix
3.5.4.5	Ruminiclostridium_1
3.6.1.1	Gelria
3.5.5.1	Azospira
3.5.5.1	Pseudorhodoferax
3.5.4.4	Simplicispira
3.5.4.4	Propionivibrio
3.5.4.4	Achromobacter
3.5.4.4	Blastomonas
3.5.4.4	Paracoccus
3.5.99.10	Smithella
3.5.1.107	Blastomonas
3.5.1.10	Silanimonas
3.5.1.105	Methylocystis
3.5.1.25	Ruminiclostridium_1
3.5.1.28	Desulfobulbus
3.5.1.10	Methylocystis
3.5.1.24	Ruminiclostridium_1
3.5.1.25	Acidovorax
3.5.99.6	Gelria
3.5.1.11	Geothrix
3.5.99.6	Ruminiclostridium_1
3.5.99.10	Geothrix
3.5.99.10	Acetobacterium
3.5.99.10	Gelria
3.5.99.10	Desulfotomaculum
3.5.99.10	Ruminiclostridium_1
3.6.1.1	Ruminiclostridium_1
3.5.99.5	Silanimonas
3.5.5.7	Silanimonas
3.5.5.7	Pseudorhodoferax
3.5.99.10	Desulfobulbus
3.5.1.11	Silanimonas
3.5.1.118	Simplicispira
3.5.1.118	Dechloromonas
3.5.1.118	Propionivibrio
3.5.1.118	Paracoccus
