Acetobacterium,Achromobacter,Acidisoma,Acidovorax,Aestuariimicrobium,Afipia,Anoxybacillus,Azospira,Bacillus,Beta_proteobacterium,Blastomonas,Brachybacterium,Bradyrhizobium,Brevibacterium,Brevundimonas,Bulleidia,Candidatus_desulforudis,Caulobacter,Chryseobacterium,Clostridium,Clostridium_sensu_stricto_12,Corynebacterium,Cutibacterium,Dechloromonas,Desulfobacterium,Desulfobulbus,Desulfomicrobium,Desulfosporosinus,Desulfotomaculum,Desulfovibrio,Enhydrobacter,Enterococcus,Erysipelothrix,Flavisolibacter,Gallionella,Gelria,Geothrix,Halomonas,Herbaspirillum,Hydrogenophaga,Legionella,Methylocystis,Micrococcus,Mycobacterium,Mycoplana,Neisseria,Nitrospira,Novosphingobium,Oerskovia,Opitutus,Oxalobacteraceae_unclassified,Oxobacter,Paracoccus,Phenylobacterium,Phreatobacter,Porphyrobacter,Prevotella,Propionibacterium,Propionivibrio,Psb-m-3,Pseudarthrobacter,Pseudoalteromonas,Pseudomonas,Pseudorhodoferax,Pseudoxanthomonas,Ralstonia,Ruminiclostridium_1,Sediminibacterium,Shewanella,Silanimonas,Simplicispira,Smithella,Sphingobium,Sphingomonas,Sphingopyxis,Staphylococcus,Streptococcus,Syntrophus,Tepidimonas,Tessaracoccus,Thermincola,Thiobacillus,Treponema,Variovorax,Wchb1-05
0.0375700787332653,0.0224986453013634,0.0032737345756736,10500.0,0.0143465592305152,0.0143345126265706,3000.0,10000.0,0.0267991858004591,0.0043280108720206,0.0220126843530291,0.0147923456355148,0.0147712724219104,0.0153419226957383,0.0326375437974099,0.0114815153315358,0.1737218489135133,0.0277418297463417,0.0199427233418176,0.0409185449297508,0.003041651913355,0.0278250016378752,0.0012585542358216,0.0360906179098274,0.0193019442492386,0.0077932580965334,0.0308023404126908,0.0353406094783094,0.0268710877738383,0.0370187111031444,0.0122551237493491,0.0116279069767441,0.0254940137826653,0.0395515352190323,0.0063951531470885,0.0184709894998277,0.0272888739467553,0.0077929910030011,2000.0,0.0291910836130637,0.0282591055901749,4000.0,0.0267408777047376,0.0131751334741602,0.0277162659611181,0.0095542850210042,0.0171465468279968,1500.0,0.02158143187555,0.0187131504742373,0.0162396071438769,0.0087916958315008,0.0242359347752929,0.0361170461430708,3000.0,0.0063254823612368,0.0215074504508848,1500.0,0.0163618478600486,0.0394675798784393,0.0177599541678602,0.0121111596839102,0.0529072120785344,7500.0,5000.0,0.0183046415341032,0.0161811810606425,0.0489855846235985,0.0088774447753986,0.030478284220575,0.0425749185028082,4000.0,0.0221918174880898,0.0225575369608291,0.0200408244538993,0.0312402089333155,0.0161997682006142,0.0234989486866129,0.0309798220568359,0.0146343482384288,750.0,0.010057942494807,0.0376097631594434,0.038352873542525,0.0419254458138894
