Kingdom,Phylum,Class,Order,Familia,Genera,GID
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Leadbetterella,406
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Leeia,407
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,408
Bacteria,,,,,Legionella-like amoebal pathogen HT99,409
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Leifsonia,410
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Leptolinea,411
Bacteria,Cyanobacteria,Cyanobacteria,Synechococcales,Leptolyngbyaceae,Leptolyngbya,412
Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,Leptonema,413
Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira,414
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Leptospirillum,415
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Leptothrix,416
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,417
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Leucobacter,418
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Levilinea,419
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter,420
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,421
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Longilinea,422
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Luteibacter,423
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,424
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Lutispora,425
Bacteria,Cyanobacteria,Cyanobacteria,Oscillatoriales,Oscillatoriaceae,Lyngbya,426
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,427
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Lysinimonas,428
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,429
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,430
Bacteria,,,,,marine group,431
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,432
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,433
Bacteria,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,434
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Marisediminicola,435
Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,436
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,437
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,438
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium sp. B7,439
Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,440
Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,441
Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosaetaceae,Methanosaeta,442
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Methylibium,443
Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylobacter,444
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,445
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocapsa,446
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Methyloceanibacter,447
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocella,448
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylocystis,449
Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,450
Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas,451
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,452
Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylophilus,453
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylosinus,454
Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,455
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Methyloversatilis,456
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylovirgula,457
Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria Incertae Sedis,Unknown Family,Micavibrio,458
Bacteria,Proteobacteria,Alphaproteobacteria,,,Micavibrio sp. EPC2,459
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium,460
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microcella,461
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Micrococcus,462
Bacteria,Cyanobacteria,Cyanobacteria,Chroococcales,Microcystaceae,Microcystis,463
Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Microlunatus,464
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,465
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mobilitalea,466
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,467
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,MSBL7,468
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,MWH-UniP1 aquatic group,469
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,470
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Mycoplana,471
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Natranaerovirga,472
Bacteria,,,,,Naxibacter,473
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,474
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Neomegalonema,475
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Neorhizobium,476
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Nesterenkonia,477
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Nevskia,478
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Nibribacter,479
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Nitratireductor,480
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Nitrobacter,481
Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Nitrosococcus,482
Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,483
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,484
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospirae bacterium,485
Bacteria,,,,,Nitrotoga,486
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Nocardia,487
Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,488
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,Nordella,489
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,490
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,491
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,NS10 marine group,492
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicola,493
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceaniovalibus,494
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,495
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,496
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Cellulomonadaceae,Oerskovia,497
Bacteria,Proteobacteria,Oligoflexia,Oligoflexales,Oligoflexaceae,Oligoflexus,498
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Oligotropha,499
Bacteria,Proteobacteria,Gammaproteobacteria,,,OM27 clade,500
Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,OM43 clade,501
Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,OM60(NOR5) clade,502
Bacteria,PVC group,Verrucomicrobia,Opitutales,Opitutaceae,Opitutus,503
Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halobacteroidaceae,Orenia,504
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Oribacterium,505
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Orientia,506
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Ornatilinea,507
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,508
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,509
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,510
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalicibacterium,511
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Oxobacter,512
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Paenarthrobacter,513
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,514
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Paeniglutamicibacter,515
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Paenisporosarcina,516
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Paenochrobactrum,517
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Paludibacter,518
Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae (Subgroup 3),Paludibaculum,519
Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Sinobacteraceae,Panacagrimonas,520
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,521
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pannonibacter,522
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Erwiniaceae,Pantoea,523
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,524
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Parablastomonas,525
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,526
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Parapusillimonas,527
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,528
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Parvibaculum,529
Bacteria,Proteobacteria,Alphaproteobacteria,Parvularculales,Parvularculaceae,Parvularcula,530
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Paucibacter,531
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paucimonas,532
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,533
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,534
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Pelobacteraceae,Pelobacter,535
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Pelolinea,536
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Pelomonas,537
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Sporomusaceae,Pelosinus,538
Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,Pelospora,539
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Pelotomaculum,540
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,541
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Peptococcus,542
Bacteria,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Peptoniphilus,543
Bacteria,Proteobacteria,Oligoflexia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,544
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Petrimonas,545
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Phaeospirillum,546
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Phascolarctobacterium,547
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Phaselicystidaceae,Phaselicystis,548
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,549
Bacteria,Proteobacteria,Alphaproteobacteria,Burkholderiales,Alcaligenaceae,Phreatobacter,550
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Phycicoccus,551
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pigmentiphaga,552
Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Pilimelia,553
Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4 lineage,554
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Piscinibacter,555
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,556
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planomicrobium,557
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Plantibacter,558
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Pleomorphomonas,559
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pluralibacter,560
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,561
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Polymorphobacter,562
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Polynucleobacter,563
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Porphyrobacter,564
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,565
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,566
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella 2,567
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella 6,568
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella 7,569
Bacteria,Cyanobacteria,Cyanobacteria,Synechococcales,Prochloraceae,Prochlorococcus,570
Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Prolixibacteraceae,Prolixibacter,571
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,572
Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionicicella,573
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Propionicimonas,574
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Propionivibrio,575
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Propionivibrio sp. TPP412,576
Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,577
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Proteiniclasticum,578
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Proteiniphilum,579
Bacteria,Proteobacteria,,,,Proteobacterium,580
Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,PSB-M-3,581
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Pseudacidovorax,582
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Pseudarthrobacter,583
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Pseudoalteromonadaceae,Pseudoalteromonas,584
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Pseudoclavibacter,585
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys,586
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,587
Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,588
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Pseudorhodoferax,589
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Pseudospirillum,590
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,591
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,592
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pusillimonas,593
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Qipengyuania,594
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Azonexaceae,Quatrionicoccus,595
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Ralstonia,596
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,597
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Rehaibacterium,598
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales Incertae Sedis,Reyranella,599
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Chromatiaceae,Rheinheimera,600
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Rhizobacter,601
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,602
Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,Rhizomicrobium,603
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhapis,604
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodanobacter,605
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,606
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,607
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Rhodocyclaceae bacterium,608
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Rhodocyclus,609
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Rhodocytophaga,610
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,611
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodomicrobium,612
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,613
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodopseudomonas,614
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Rhodovarius,615
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Rhodovastum,616
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,617
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae RC9 gut group,618
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Robiginitomaculum,619
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,620
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Roseateles,621
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,622
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseibacterium,623
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseicyclus,624
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseococcus,625
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,626
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,627
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,628
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,629
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Rubritepida,630
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rubrivivax,631
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Rugamonas,632
Bacteria,Firmicutes,Clostridia,Clostridiales,Hungateiclostridiaceae,Ruminiclostridium,633
Bacteria,Firmicutes,Clostridia,Clostridiales,Hungateiclostridiaceae,Ruminiclostridium 1,634
Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Ruminobacter,635
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-005,636
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-014,637
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,638
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,639
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Salimesophilobacter,640
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Salinibacterium,641
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,642
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sandaracinobacter,643
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Sarcina,644
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Schlesneria,645
Bacteria,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Sedimentibacter,646
Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Sediminibacterium,647
Bacteria,None specified,None specified,None specified,None specified,SEEP-SRB1,648
Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Segetibacter,649
Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halobacteroidaceae,Selenihalanaerobacter,650
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,651
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas 3,652
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas 4,653
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Yersiniaceae,Serratia,654
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,SHD-231,655
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,656
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Shinella,657
Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Sideroxydans,658
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Silanimonas,659
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Simplicispira,660
Bacteria,Spirochaetes,Leptospirae,Leptospirales,Sediment-4,SJA-88,661
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Skermanella,662
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,SMB53,663
Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Smithella,664
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Sodalis,665
Bacteria,None specified,None specified,None specified,None specified,soil bacterium,666
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,667
Bacteria,Bacteroidetes,Bacteroidia,bacteroidales,Rikenellaceae,SP3-e08,668
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Sphaerotilus,669
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,670
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,671
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,JG34-KF-161,Sphingomonadaceae bacterium Gsoil 690,672
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonadaceae bacterium YLT33,673
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,674
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas sp. SO11,675
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,676
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,677
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingosinicella,678
Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta,679
