Kingdom,Phylum,Class,Order,Familia,Genera,GID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,influencia
0,0,0,0,0,0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,0.0
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,587.0,5.277897457992245,3.4718269778030733,2.0623618954087894,1.4632963836304735,2.40750966316952,0.0,2.929550139444647,0.0,2.8194593307133498,0.0,1.8930672806344333,5.486419498089435,2.8185788011115522,1.2934654795901226,5.162128355623977,3.466555919284702,2.2763366860772893,13.76620108216937,0.0,0.057786766830395846,0.12655724737986948,45.072146025595266,2.687662511239095,0.21354787445371473,9.964351425942962,0.0013195745691589032,32.13057304172886,1.537739171264233,0.32623296872001534,0.5155563525508832,0.0,0.1382852627419992,0.27085590465872156,0.0,0.01447282726680657,0.2706848326265452,0.1728749429186509,5.463696723067038,4.465096017715178,2.062146892655367,0.0037513598679521326,0.5459890802183957,58.26763894363422,1.66,14.349050628646893,0.01724509592584609,0.24859790780000796,19.57010396178702,0.0,0.0,0.0,14.955645097071143,0.0,0.0,0.01395722111727555,0.9424286242727915,1.0948342328450271,1.4024975984630164,1.499491994534562,0.2491191857361472,0.8181480104127928,3.270824247710423,3.6754507628294033,2.85,0.43549265106151336,1.52,12.27281610318546,20.891335415233154,0.0,0.46,28.0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,572.0,4.782421370099095,21.305255169797004,19.629265897372942,24.968596425501907,19.979753359101785,0.0,4.927852552443312,0.0,5.442419911873288,0.0,20.64466615502686,0.7668078074976764,2.7788805081381502,26.17167814547287,32.90195323775618,2.3989837299066794,4.976177871889889,4.165093746067698,0.0033808830383512886,0.0,0.0,2.7303319227043286,12.437121819639863,0.2234803337306317,0.16386844526218952,0.0,1.4228697514439612,0.7160464843291466,5.488389944348493,0.9504169281807586,0.0,9.018174634531807,4.7670639219935,2.49,0.6006223315724727,1.6692231345303616,1.1677213125448496,0.9166845148854144,0.9317409034256603,0.3319209039548022,0.04126495854747346,3.2969340613187734,0.30547891210090655,0.0,3.6600320724459956,0.19831860314723002,6.847380772443419,0.09834223096375386,5.12,0.017261468087860873,78.83671019606416,0.0,0.0,0.08015267175572519,0.10991311629854494,6.607929515418502,0.5242868157286045,0.5187319884726225,1.138632939775076,1.9466884942524645,0.2045370026031982,0.15263846489315308,0.27739251040221913,6.99,1.5242242787152966,0.0,0.10748485440687902,0.0052929656486529406,0.0,0.0,27.0
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,110.0,26.928048255062475,1.859229747675963,3.0935428431131844,2.5739912290367366,2.709368672924719,0.0,2.1462349945434704,0.54,3.9031797070382277,0.0,0.10232796111537479,3.2453784983992566,0.5160778086542279,0.10078951789013943,0.07216395650918889,0.9942834807250697,0.31762837480148226,2.252422297722411,0.0,32.259462583068476,36.44453233142179,0.11726915821139039,0.08991276032174188,1.0379419944378228,5.197792088316467,0.04882425905887942,0.004867285352715945,0.48518996752357474,2.034158510842449,4.393436743477092,0.0,0.009877518767285657,0.027085590465872153,0.0,0.07236413633403285,0.1353424163132726,0.03098701807032422,7.04647676161919,49.595237230914435,0.0,47.38717785197134,7.685846283074338,2.9956641702798583,60.3,0.014823399409759188,0.5733994395343823,21.54846664810469,2.9221691486372574,4.74,0.0,0.023644101706012877,0.003981589131854306,0.0,2.3206106870229006,8.222547890714958,12.5592695967986,6.4302235929067075,0.6532180595581172,0.5920891286830396,1.5623331791166946,0.3532911863146151,0.5713039686000873,0.624133148404993,0.26,4.518236254763201,0.4,0.004885675200312683,0.0,1.47,1.72,27.0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,143.0,3.037483843171047,17.68165433504079,16.560274981586055,6.5694074090398225,10.092030185900976,0.0,3.3078695283133257,0.0,6.445754436108134,0.0,0.025581990278843697,0.17040173499948363,0.01984914648670107,0.0,0.00962186086789185,0.11481897688962722,0.05293806246691372,3.875676355857556,0.0002414916455965206,0.31782721756717713,0.10599169468064068,0.005098659052669148,0.004860149206580642,0.004966229638458482,2.3401563937442504,0.011876171122430128,27.07833084560971,2.1011855851625776,0.11514104778353484,0.19725634358468574,0.8118295158016816,28.832477281706836,9.452871072589382,0.84,0.021709240900209856,14.174862401876748,4.493117620197013,3.0006425358749196,1.4847351798743964,0.0,1.5830738642758,3.5699286014279714,12.219156484036263,0.0,14.146913363968357,0.12071567148092262,0.18296806014080585,12.82663669570104,0.0,0.015103784576878264,0.1073078462042123,0.00039815891318543056,0.066203243958954,0.028625954198473285,0.06978610558637775,0.0,0.2313030069390902,1.729106628242075,0.9529481834425254,0.08007402398661874,0.5392339159538861,0.4186655037069342,0.4160887656033287,0.0,0.16330974414806748,0.0,0.42505374242720345,0.0,0.0,0.0,20.0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,17.0,6.247307195174494,1.479795105293113,3.71961698993371,3.129338651739868,1.890300018406037,8.84,1.9303989329453135,0.0,2.5306657139454565,0.0,0.15349194167306215,0.24527522462046886,0.9527590313616514,0.03359650596337981,0.06254209564129704,0.3615576293545708,0.21175224986765487,3.057757644394111,0.0,1.1701820283155158,0.4113110539845758,0.056085249579360626,0.029160895239483852,1.956694477552642,0.9487120515179392,0.00395872370747671,0.00324485690181063,1.7764213327072818,0.1535213970447131,0.4752084640903793,16.671498985213105,0.7605689450809957,1.570964247020585,9.9,0.04341848180041971,1.3353785076242894,1.1856611651118794,1.5999143285500106,1.0890478091988238,0.1694915254237288,9.299621112653336,0.125997480050399,1.8328734726054396,1.66,0.013475817645235625,10.303944815693038,0.1690465773040054,41.753301489182356,4.68,0.0,0.003637554108617366,0.007166860437337751,0.0,2.6087786259541983,0.27739976970585156,0.10761004808824025,1.4494988434849654,2.785782901056676,1.8883789370423572,0.10142709704971707,0.7623651915210116,2.0322721325774094,1.9186315302820156,10.95,3.5383777898747955,12.14,1.9933554817275747,0.0052929656486529406,1.36,1.16,18.0
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,271.0,8.746230073244291,0.4932650350977045,0.748833783452001,1.6660422681093947,0.7601693355420578,1.94,0.681459924821147,12.27,1.2236513040371562,2.81,2.1488871834228704,1.3399772797686667,0.277888050813815,0.050394758945069715,0.1154623304147022,0.09283236429374114,0.15881418740074113,0.33975084937712347,0.0,0.0,0.07988926240854262,0.06628256768469892,0.45928410002187064,1.3955105284068337,3.079001839926403,0.0,0.0,3.333724615565207,0.28785261945883706,2.3222451358378913,0.0,0.10865270644014224,0.2979414951245937,0.0,0.01447282726680657,0.7158110018346416,0.8105551568921652,12.713643178410795,0.39205721131157656,0.0,0.0,5.270894582108357,0.27591643673630273,0.0,0.0,2.677301142487605,0.32616045503361046,0.35122225344197805,0.0,0.0,0.009093885271543414,0.0,0.0,0.0,0.0,0.7053502370783872,0.6630686198920586,3.8232468780019215,4.2462249938689,0.3096195594149258,2.2499070286351803,29.73397296118622,25.774387424872863,0.0,6.260206859009254,0.0,0.0,0.0,0.0,0.0,16.0
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,491.0,0.08616975441619991,0.07588692847656991,0.220967345936656,0.03966767305022368,0.09387078961899503,0.0,0.053352734327634294,2.31,0.22329403358342265,7.58,0.8697876694806856,0.30982133636269754,2.759031361651449,0.5543423483957669,1.3326277302030212,21.15600723115259,0.8470089994706195,0.36491757896061405,0.0,17.278243282288354,0.806802452046668,1.4556671595370418,1.8249860270710312,0.11918951132300357,0.4456071757129715,0.9870417777308595,0.0,1.1934108072152445,0.3646133179811936,0.636600017932395,0.0,1.353220071118135,3.14192849404117,57.39,2.9524567624285405,4.700893259947668,1.732011220562333,0.023559648747055045,0.09922435594922616,0.0,0.6902502157031924,0.46199076018479635,0.0,0.31,0.008085490587141374,6.3634403966372055,0.186945626665606,0.014048890137679125,1.1,0.05178440426358261,0.010912662325852097,0.009953972829635765,0.0,0.08587786259541985,3.389860078858299,7.341863671520328,1.4957594448727833,3.3621517771373677,2.2562449637389204,1.4698031958432685,0.7995537374488657,0.7283035324901875,0.9015256588072121,0.0,0.5443658138268916,0.0,1.3973031072894275,0.021171862594611762,0.0,3.2,15.0
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Dechloromonas,245.0,0.7109004739336493,4.249667994687915,0.3928308372207218,0.2644511536681579,0.5006442113013069,0.0,0.6450830605068509,1.18,0.7532452066214124,0.0,0.07674597083653108,2.230713621811422,0.03969829297340214,0.0,0.0,0.012214784775492257,0.0,0.6417516043790109,0.0,1.0979485697775209,0.17797112912794147,0.015295977158007444,0.029160895239483852,0.22844656336909017,0.12936982520699172,10.83898551107123,0.0,0.11738466956215518,1.7271157167530224,33.32287276965839,0.0,0.05926511260371395,0.6229685807150596,0.0,0.05789130906722628,0.18947938283858162,0.33922630308565466,0.9145427286356821,0.40294768940356485,0.0,2.554676070075402,3.359932801343973,0.029562475364603862,12.48,0.002695163529047125,20.875188618236688,4.190366333876934,0.0561955605507165,5.33,0.0,0.5674584409443091,0.0023889534791125835,0.0,26.227099236641223,14.403852193028369,0.9659683222920941,2.235929067077872,0.21133525456292027,0.14364292471008652,1.1868749777572156,0.03718854592785422,0.2660270388137811,0.16181229773462785,0.0,20.413718018508437,0.37,0.0,0.0,0.0,9.45,15.0
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Propionivibrio,575.0,0.043084877208099955,0.03794346423828496,0.061379818315737786,0.017630076911210525,0.04785569666850727,0.0,0.053352734327634294,0.0,0.08038585209003216,0.0,0.0,4.859031291954972,0.09924573243350536,0.0,0.0,0.007328870865295353,0.0,0.11325028312570783,0.0,0.08668015024559377,0.21989321732252326,0.007647988579003722,0.007290223809870963,3.0740961462058007,0.22424103035878565,0.19529703623551767,0.0,0.0626051570998161,3.8956054500095947,6.5632565229086355,0.0,0.0,0.0,0.0,0.0036182068167016426,0.0,0.0065235827516472045,23.936603127007924,27.036216889921466,0.0,0.15755711445398957,27.824443511129775,2.177769018525818,0.16,0.0,0.1940073291657685,39.06964718984925,2.6130935656083167,9.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0008407035006893769,4.872783346183501,0.09606147934678194,0.10160109308762219,2.7883554574895903,0.01859427296392711,0.13519406890536415,0.13869625520110956,1.82,4.3004899292324446,8.43,0.0,0.0,0.0,0.84,15.0
