4330770.0 k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nocardiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149,0.01405,0,0,0.01152,0,0,0,0
593162.0 k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04706,0,0.03185,0,0.02943,0.02678,0,0.01705,0
157567.0 k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424,0.01617,0.17218,0.01225,0.19229,0.09653,0.05587,0.14404,0.12735
338568.0 k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Cellulomonadaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02369,0,0,0.00756,0.01326,0,0,0
2714750.0 k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Anaerolineales,f__Anaerolinaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02825,0.02278,0,0,0,0,0,0
232138.0 k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Sinobacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02423,0,0,0,0,0,0,0
246903.0 k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Streptomycetaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01169,0,0,0,0,0,0
f__unspecific_Chlorophyta,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03479,0,0.05527,0,0,0,0
4466383.0 k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Alcanivoracaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03719,0.00546,0,0.05644,0.11086,0.03312,0
f__unspecific_Acidobacteria,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06006,0,0,0.0135,0,0,0
241541.0 k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Bogoriellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01007,0,0,0,0,0
687009.0 k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01709,0,0.00919,0,0.04009,0
f__unspecific_BD7-3,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00761,0,0,0.01262,0,0
2170526.0 k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01841,0,0,0,0,0
2203624.0 k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02893,0,0.09987,0.04505,0.01711,0
4365279.0 k__Bacteria,p__Thermotogae,c__Thermotogae,o__Thermotogales,f__Thermotogaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01269,0,0,0,0,0
578475.0 k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Piscirickettsiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01386,0,0,0,0,0
f__unspecific_TM7-1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01001,0,0,0,0,0
f__unspecific_WD2101,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605,0,0,0,0,0
279074.0 k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02926,0.00975,0,0.01532,0.01401,0
f__unspecific_Acidimicrobiales,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01187,0,0,0.01663,0
4421706.0 k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Brevibacteriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01405,0.00852,0.00897,0.01641,0.03212
292428.0 k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Jonesiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00744,0,0,0.05213,0
348543.0 k__Bacteria,p__Aquificae,c__Aquificae,o__Aquificales,f__Aquificaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02591,0,0,0,0
42256.0 k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00578,0,0.01126,0,0
f__unspecific_Spirobacillales,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00976,0,0,0,0
f__unspecific_Verrucomicrobia,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00885,0,0,0,0
2651333.0 k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Mycobacteriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00573,0,0,0
4396739.0 k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Helicobacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108,0,0,0
765491.0 k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00693,0.01709,0,0
f__unspecific_Myxococcales,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00181,0,0,0
164668.0 k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135,0,0,0
f__unspecific_Chlorobi,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01081,0,0,0
f__unspecific_FBP,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01889,0,0,0
4414004.0 k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01126,0,0
f__unspecific_d153,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01467,0,0
f__unspecific_Ellin6067,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00849,0,0
136336.0 k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01186,0,0
4334174.0 k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Coxiellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01094,0,0
f__unspecific_Sphingomonadales,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01489,0,0
516561.0 k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinosynnemataceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00348,0
f__unspecific_Actinomycetales,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01868,0
f__unspecific_EW055,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0076,0
f__unspecific_ZB2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02707,0
241899.0 k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Frankiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00693
34447.0 k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nakamurellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00694
660112.0 k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Thermoactinomycetaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08479
534610.0 k__Bacteria,p__Chloroflexi,c__Dehalococcoidetes,o__Dehalococcoidales,f__Dehalococcoidaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02002
f__unspecific_SC-I-84,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219
