,GID,Site_2,Site_5,Site_11,Site_12,Site_14,Site_23,Site_30,Site_32,Site_34,Site_36,Site_37,Site_41,Site_42,Site_43,Site_44,Site_45,Site_46,Site_47,Site_48,Site_49,Site_50,Site_51,Site_52,Site_53,Site_54,Site_55,Site_56,Site_61,Site_62,Site_63
205,206,0.0,0.0259,0.2211,0.0,0.0585,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.1121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4414,0.0,0.0,0.0,0.0,0.0,0.0,0.0044
208,209,0.0,0.0,0.0,0.0,0.0,0.0,0.0146,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,210,0.0,0.0086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0542,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044
211,212,0.021,0.1092,0.0,0.0,0.0,0.0,0.0024,0.0,0.009,0.1024,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0087
213,214,4.2629,0.0,3.2514,0.0,0.0,0.0,0.0,0.0,0.1928,0.0,0.0,0.0,0.5444,0.5633,0.0,0.0,0.0975,0.0774,0.0,0.0,0.0493,0.0,0.0,0.1264,0.0,0.0,0.0,0.0,0.0,0.0
215,216,0.0,0.0,0.0,0.0,0.0,0.0,0.0049,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.1035,0.0,0.0,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0186,0.0,0.0
216,217,0.0,0.0,0.0,0.0,0.0,0.0,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,223,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,224,0.0,0.0,0.0,0.7271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,226,0.924,0.0,0.0049,0.0,0.0,0.0,0.0097,0.0,0.5559,0.0,0.1896,0.1714,0.4355,0.0,0.0,0.0,0.4216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131
226,227,0.0,0.0,0.0462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0278,0.0,0.0,0.0,0.0061,0.0,0.0,0.0197,0.0,0.0,0.0281,0.0,0.0,0.0,0.0,0.0,0.0
228,229,1.008,0.0029,2.605,0.0,0.0,0.0,0.0,0.0,0.1748,0.0029,0.0,0.0,0.2722,0.0493,0.0,0.0,1.2529,0.19,0.0,0.0,0.1675,0.0,0.0,0.014,0.0,0.0,0.0057,0.0,0.0,0.0044
229,230,0.0,0.0057,0.0,0.0,0.0004,0.0,0.0752,0.0,0.0,3.8926,0.1354,0.0271,0.0,0.0,0.0,1.5078,0.0,0.0,0.0113,0.0144,0.0,0.0097,2.1075,0.0,0.5134,0.0,0.0,0.0,0.0,0.0044
230,231,0.0,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,232,0.0,0.0144,0.0,0.0,0.0,0.0,0.0024,0.0,0.0448,0.0,0.0271,0.018,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0218
234,235,0.0,0.0057,0.0,0.0,0.0068,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0218
235,236,0.0,0.0,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,237,0.0,0.092,0.0,0.0,0.0012,0.0,0.1334,0.0,0.0,0.0,0.3792,1.964,0.0,0.0,0.1164,0.0,0.0,0.0,0.0788,0.1589,0.0,0.0,0.0,0.0,0.0,0.174,0.0,0.0186,0.7397,0.7414
242,243,0.0,0.0,0.0146,0.0,0.0,0.0,0.0,0.0,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,245,3.3599,0.1294,0.0292,0.0,0.0024,0.0,0.6451,0.0,33.3229,0.0,0.623,0.1895,20.4137,0.9145,20.8752,0.5675,4.1904,0.4029,2.5547,1.0979,0.0296,0.0,0.0,0.0562,0.0027,0.0,26.2271,0.0372,0.1618,0.266
247,248,0.0,0.0029,0.0,0.0,0.0,0.0,0.0073,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0186,0.0,0.0131
249,250,0.0,0.0,0.2673,0.0,0.0,0.0,0.0,0.0,0.0314,0.0,0.0,0.0,0.5444,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,251,0.0,0.0029,0.0,0.0,0.0,0.0,0.2522,0.0,0.1524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0271,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0441,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,254,0.0,0.1725,0.0,0.0,0.0,0.0,0.2789,4.01,0.0045,0.0012,0.0271,0.1895,0.0,0.0,0.0345,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0552,0.0,0.0,0.029,0.0,0.0744,0.0231,0.048
254,255,0.0,0.0,0.0,0.0,0.0,0.0,0.1431,0.0,0.0,0.0,0.1896,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131
256,257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,259,0.0,0.0,0.017,0.0,0.0334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,260,0.0,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0271,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,263,0.0,0.0115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2167,0.1504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0693,0.0262
264,265,0.042,0.0086,0.0,0.0,0.0008,0.0,0.0461,0.0,0.0807,0.0,0.0,0.003,2.5585,0.0,0.0,0.0,0.0278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1156,0.1439
265,266,0.0,0.0144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,267,0.126,0.0172,0.1507,0.0,0.0,0.0,0.0267,0.0,0.139,0.0,2.0043,24.3346,3.1573,0.0,0.0,0.0,0.0716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,269,9.1138,0.046,1.4896,0.0,0.0008,0.0,0.0024,0.0,7.5944,0.0,0.0271,0.0,5.7703,0.0043,0.0,0.0,2.2871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0186,0.8091,0.9507
269,270,1.533,24.1864,33.7975,0.0,0.0,0.0,0.5311,1.38,0.9773,0.0,4.0628,2.0031,5.3892,0.4112,0.0,0.0,1.068,0.069,0.0,0.0,0.0197,0.0,0.0,0.0281,0.0,0.0,0.0,1.7851,15.4184,8.1683
270,271,5.2709,3.079,0.4593,0.0,0.0,2.81,0.6815,1.94,2.3222,0.0,0.2979,0.7158,6.2602,12.7136,2.6773,0.0091,0.3262,0.3921,0.0,0.0,0.2759,0.0,0.0,0.3512,0.0,0.0,0.0,2.2499,25.7744,29.734
271,272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,273,0.0,2.5213,0.0851,0.0,0.0,0.0,0.1358,0.0,0.0224,0.0,0.0,0.1173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0186,0.3699,0.3925
273,274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.6771,5.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2167,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,276,0.0,0.0,0.0,0.0,0.0,0.0,0.0194,1.19,0.0,0.0,0.5417,0.0541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,277,0.0,0.0,0.0,0.0,0.0,0.0,0.0073,6.54,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,279,0.0,0.0057,0.0,0.0,0.0004,0.0,0.017,0.0,0.0,0.0,0.0271,0.009,0.0,0.0,0.0259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044
280,281,0.0,0.0115,0.0,0.0,0.0,0.0,0.1237,0.0,0.0179,0.0,0.0,0.009,0.0544,0.0,0.0,0.0,0.004,0.0,0.0,0.0144,0.0,0.0,0.0,0.0,0.0,0.174,0.0,0.0,0.0,0.0131
281,282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131
283,284,0.042,0.0086,0.0,0.0,0.0,0.0,0.0146,0.0,0.0314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0024,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.0,0.0,0.0,0.0,0.0021,0.0,0.0,0.006,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,290,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,296,0.063,0.0,0.0292,0.0,0.0,0.0,0.0,0.0,0.0359,51.2308,0.0,0.0,0.0,0.0,0.9269,0.5074,0.6682,0.0,0.0038,0.0,0.0,0.0,0.6179,0.0,0.004,0.029,0.0019,0.0,0.0,0.0
298,299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0271,0.0902,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0186,0.0,0.0
299,300,0.021,0.0,0.1239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044
303,304,0.0,0.1955,0.0,0.0,0.0012,0.0,0.5311,0.0,0.0,0.0,0.0813,0.0571,0.0,0.0,0.0474,0.2292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5086,0.9333
304,305,0.0,0.0431,0.0122,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.4063,0.0872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.502,0.0462,0.0654
305,306,0.0,0.0029,0.0,0.0,0.0,0.0,0.3322,0.0,0.0,0.0002,0.3792,0.1293,0.0,0.0,0.0,0.0,0.0,0.0,0.0563,0.0,0.0,1.2493,0.0,0.0,0.0027,0.0,0.0,0.0186,0.0231,0.0044
306,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,308,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9017,0.0,0.0,0.0,0.6643,0.0,0.0,0.404,0.0,0.0,0.6884,0.0,0.0,0.0,0.0,0.0,0.0
313,314,0.0,0.0,0.0,0.0,0.0,0.0,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044
314,315,0.0,0.2472,0.0,0.0,0.0004,0.67,0.0728,0.0,0.0,0.0,0.0,0.003,0.0,0.0,12.8088,0.0,0.0,0.0,0.0263,0.0144,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0372,0.3699,0.4536
315,316,0.0,0.0172,0.0,0.0,0.0,0.0,0.0194,0.0,0.0,0.0,0.0,0.0391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0186,0.0231,0.0174
317,318,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,319,0.0,0.0805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0271,0.0632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0174
320,321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,322,0.063,0.0,0.8894,0.0,0.0,0.0,0.0,0.0,0.0314,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,323,0.441,0.0374,0.0802,0.0,0.0,0.0,0.1285,0.0,0.0672,0.0,0.0271,0.0391,0.1089,0.0,0.0,0.0,0.0656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0413,0.0462,0.0262
323,324,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0271,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,325,0.0,0.0,0.0,0.0,0.0275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,1.3291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,327,0.063,0.0201,0.0024,0.0129,0.0,0.0,0.0,0.0,0.0045,0.0,0.0,0.0,0.0,0.0064,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044
327,328,0.0,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044
328,329,0.294,0.0,0.0,0.0,0.0,0.0,0.0097,0.0,1.4705,0.0,0.0,0.0,0.2177,0.0,0.0,0.0,0.0776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,330,0.147,0.0,0.0,0.0,0.0,0.0,0.0073,0.0,0.0269,0.0,0.0,0.0,0.0544,0.0,0.0259,0.0,0.7199,0.0,0.0,0.0,0.0,0.1265,0.0221,0.0,0.0013,0.0,0.0,0.0,0.0,0.0
330,331,0.0,0.0029,0.0,0.0,0.0,0.0,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044
331,332,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0583,0.0,0.0542,0.0331,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0231,0.0131
333,334,0.0,0.0719,0.0,0.0,0.0,0.0,0.0146,0.0,0.0,0.0,0.0,0.0301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0231,0.048
334,335,0.0,0.0115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1482,0.0,0.0,0.0,0.0,0.0044
335,336,0.0,0.0,0.0583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0,0.0,0.3485,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0
336,337,0.0,0.0287,0.0,0.041,0.0,0.0,0.0097,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,339,1.365,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,8.5582,0.0,0.0271,0.0,0.5444,2.5916,0.0948,0.0,0.891,0.19,0.0,0.0,0.0296,0.0,0.0,0.0983,0.0,0.0,0.0,0.0,0.0231,0.048
340,341,0.0,0.0,0.4787,0.0,1.5883,0.0,0.0,0.0,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044
342,343,0.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0807,0.0,0.0,0.0,0.3266,0.0,0.0,0.0,0.0318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,344,0.378,0.2214,0.0049,0.0,0.0,0.0,0.0024,0.0,0.0359,0.0,0.0,0.0,0.1089,0.2185,18.2798,0.1892,0.0259,0.0678,11.9218,0.8235,0.0,0.0016,0.1324,0.0281,0.0013,0.0,0.0019,0.093,1.0633,1.8927
348,349,0.0,0.023,0.0,0.0,0.0,0.0,0.1892,0.0,0.0134,0.0,0.0,0.003,0.0,0.0021,0.0,0.0,0.002,0.0024,0.0,0.0,0.0099,0.1282,0.7613,0.0,0.9608,0.0,0.0,0.0186,0.0,0.0044
350,351,0.63,0.0661,0.0,0.0,0.0,0.0,0.3686,0.0,0.7263,0.0,0.0,0.003,0.4355,0.0278,0.0,0.2437,0.356,0.0339,0.0038,0.0,0.0197,0.0016,0.0,0.0,6.0048,0.0,0.0019,0.0,0.0,0.0131
351,352,0.0,0.0144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0542,0.0511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0372,0.0,0.0218
353,354,0.021,0.0,0.0024,0.0,0.0,0.0,0.0024,0.0,0.0134,0.0002,0.0,0.0,0.0,0.0,0.0172,0.0,0.0796,0.0036,0.0338,0.0,0.0099,5.1058,0.0,0.0,46.8662,0.0,0.0,0.0,0.0,0.0
355,356,0.0,0.0057,0.0,0.0,0.0,0.0,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,357,0.0,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,358,0.0,0.0,0.0024,0.0,0.0,0.0,0.0,0.0,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9812,0.0,0.0,0.002,1.7292,0.015,0.0,10.7607,0.4007,0.0,4.9171,1.8111,0.0,0.0057,0.0,0.0,0.0
361,362,0.0,0.0201,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.0,0.0,0.0925,0.0872
368,369,0.0,0.0029,0.0,0.0,0.0,0.0,0.0024,0.0,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,370,0.0,0.0029,0.0,0.0,0.0,0.0,0.0024,0.0,0.0,0.0,0.5959,0.3098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,371,0.084,0.9573,0.5784,0.0,0.0012,0.0,0.0073,0.0,0.0538,0.0,11.9989,1.6963,0.1089,0.0,0.0,0.0,0.0259,0.0012,0.0,0.0,0.0,0.0,0.0,0.0281,0.0,0.0,0.0,6.8799,1.1327,1.0728
372,373,0.0,0.0,0.0,0.0,0.0,0.0,0.0146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,375,0.0,0.069,0.0,0.0,0.0,0.0,0.696,0.0,0.0179,0.0,0.1354,0.1203,0.0,0.0,0.0,0.0,0.004,0.0,0.0075,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.5392,0.0231,0.0567
375,376,0.021,0.0086,0.0,0.0,0.0,0.0,0.0,0.0,0.0269,0.0,0.0,0.0,0.0544,0.0,0.0,0.0,0.0119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488,0.0,0.0044
377,378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,379,0.0,0.0,0.0,0.0,0.0,0.0,0.0315,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,384,0.0,0.0,0.0049,0.0,0.0,0.0,0.0,0.0,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036,0.0,0.0,0.0296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,386,0.0,0.0,0.0097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,387,0.0,0.0,0.0024,0.0,0.0,0.0,0.0,0.0,0.0269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0716,0.0121,0.0,0.0,0.0099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,388,0.0,0.0,0.0,0.0,0.0,0.0,0.0218,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,389,0.0,0.0,0.0243,0.0,0.0,0.0,0.0,0.0,0.0493,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.1253,0.1597,0.0,0.0,0.0,0.0,0.0,0.0281,0.0,0.0,0.0,0.0,0.0,0.0
