,GID,Site_2,Site_5,Site_11,Site_12,Site_14,Site_23,Site_30,Site_32,Site_34,Site_36,Site_37,Site_41,Site_42,Site_43,Site_44,Site_45,Site_46,Site_47,Site_48,Site_49,Site_50,Site_51,Site_52,Site_53,Site_54,Site_55,Site_56,Site_61,Site_62,Site_63
587,588,0.0,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0186,0.0,0.0044
588,589,0.0,2.113,0.0,0.0,0.0016,0.0,0.034,0.0,0.0,0.0,2.4919,2.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8408,12.3209,16.3541
589,590,0.0,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0186,0.0231,0.0131
590,591,0.084,7.2418,0.0,0.0,0.0008,0.0,4.5689,7.37,0.1569,0.0,0.0,0.0,0.1089,0.0,0.0517,0.0,0.0855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5392,0.393,0.4187
595,596,0.0,0.0,0.0024,0.0,0.0004,0.0,0.0,0.0,0.009,19.975,0.0,0.0,0.0,0.3448,0.0,1.4041,0.0,0.3364,0.0225,0.0433,0.4237,1.6484,0.651,3.7932,0.0013,0.145,0.0038,0.0186,0.0,0.0
596,597,0.0,0.0086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0372,0.0231,0.0
598,599,0.0,1.0551,0.0,0.0,0.0008,0.0,0.3565,0.0,0.0,0.0,0.1896,0.2707,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3983,1.0633,0.9376
599,600,0.168,0.0029,0.0,0.0,0.0004,0.0,0.0,0.0,0.1166,0.0,0.0,0.018,0.0544,0.0,0.0,0.0,0.1193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0186,0.0,0.0
600,601,0.0,0.0144,0.0,0.0,0.0,0.0,0.0024,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0372,0.0462,0.0611
601,602,0.0,0.0029,0.0,0.0,0.0139,0.0,0.017,0.0,0.0,0.0,0.0542,0.0301,0.0,0.0,0.0,0.4802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0186,0.0231,0.0044
604,605,0.0,0.3277,0.0,0.0,0.0008,0.0,0.4996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0558,0.1618,0.0654
605,606,0.483,0.0057,0.1118,0.0,0.0004,0.0,0.0,0.0,0.5111,0.0,0.0271,0.018,0.1633,0.0,0.0,0.0,0.181,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0231,0.0218
606,607,0.042,0.0,0.0,0.0,0.0,0.0,0.0218,0.0,0.0314,0.0,0.0,0.003,0.0544,0.0,0.0,0.0,0.3242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,609,2.5619,0.0,0.0122,0.0,0.0,0.0,0.0,0.0,1.8381,0.0,0.0,0.0,0.7077,4.6841,0.0,0.0,1.4319,1.0068,0.0,0.0,1.488,0.0,0.0,0.7165,0.0,0.0,0.0,0.0,0.0,0.0044
610,611,0.0,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.0,0.0,0.009,0.0,0.0,0.1681,0.0,0.002,0.0,0.0113,0.0,0.0,0.0,0.0,0.0,0.2628,0.087,0.2805,0.0186,0.0231,0.0
612,613,0.042,0.0057,0.051,0.1424,0.0,0.0,0.0,0.0,0.0269,0.0,0.0,0.4541,0.0,0.1135,0.0,0.0,0.006,0.1646,0.015,0.0722,0.0493,0.0,0.0,0.014,0.0,0.029,0.0,0.0,0.0,0.0
613,614,0.0,0.3019,0.0,0.0,0.0,0.0,0.0146,0.0,0.0,0.0,0.0,0.0241,0.0,0.0,0.6079,0.0855,0.0,0.0,1.7894,0.7657,0.0,1.0497,0.0,0.0,0.1846,4.929,2.0324,0.0372,0.0231,0.0131
614,615,0.105,0.0086,0.0,0.0,0.0,0.0,0.0,0.0,0.0269,0.0,0.0,0.0,0.0544,0.6618,0.5217,0.0,0.0457,0.1198,0.0,0.0,0.0887,0.0,0.0,0.0983,0.0,0.0,0.0,0.0186,0.0231,0.048
615,616,0.0,0.0115,0.0,0.0,0.0,0.0,0.0024,0.0,0.0,0.0,0.0542,0.0722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0186,0.0231,0.0044
616,617,0.0,0.0345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0186,0.1156,0.048
617,618,0.0,0.0,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1349,0.0,0.0,0.0,0.1416,0.0,0.0,0.069,0.0,0.0,0.0843,0.0,0.0,0.0,0.0,0.0,0.0
624,625,0.0,0.4312,0.0,0.0,0.0004,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.1633,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3161,0.393,0.4492
625,626,0.0,0.0,0.0,0.0,0.0,0.0,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627,628,0.0,0.0029,0.0073,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.2709,0.1774,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0081,0.6069,0.0,0.4973,0.0,0.0,0.0,0.0,0.0044
629,630,0.0,0.0029,0.0,0.0,0.0,0.0,0.1358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630,631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0087
631,632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0271,0.0361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,634,0.0,0.0144,0.0,0.0,0.0024,0.0,0.0024,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.4397,0.0564,0.0,0.0,17.924,11.9041,0.0,0.0032,0.0,0.0,0.0054,0.0,0.0,0.0186,0.0231,0.0087
640,641,0.0,0.0,0.0243,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643,644,0.0,0.0115,0.0,0.0,0.0,0.0,0.0243,0.0,0.0,0.0,0.0271,0.0241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
645,646,0.0,0.0,0.0146,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
646,647,1.533,1.4087,1.7278,0.0,0.0052,0.54,0.0,0.0,3.1875,0.0,0.1354,3.8407,1.3065,1.8505,0.1423,0.2273,0.7955,0.415,0.0,0.0578,0.1084,0.0,0.0,0.0702,0.0,0.029,0.0248,1.1528,0.1618,0.1221
647,648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0271,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
651,652,0.0,0.0115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
653,654,0.0,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
654,655,0.0,0.0,0.1482,0.0,0.0,0.0,0.0,0.0,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
655,656,0.0,0.0201,0.0,0.0,0.0557,0.0,0.1164,0.0,0.0,0.0,0.0271,0.0301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044
657,658,0.0,0.046,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0271,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0186,0.2312,0.4405
658,659,0.0,0.4485,0.0,0.0,0.0,0.0,0.08,1.49,0.0,0.0,3.7378,3.9731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6694,0.6935,0.5102
659,660,0.0,0.483,0.0,0.0,0.0,0.0,9.96,2.71,0.0,0.0,0.6501,0.6136,0.0,0.0,0.0862,0.0,0.0,0.0,0.1538,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.0019,0.0558,0.5317,0.58
660,661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,663,0.0,0.0,0.0437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0,0.0,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
663,664,0.0,0.5635,0.0,0.0,0.0008,0.0,47.3966,13.49,0.0,0.0,20.8559,6.7401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1673,0.1387,0.0959
667,668,0.0,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
668,669,0.0,0.0,0.0,0.0,0.0,0.0,0.0049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
669,670,0.0,0.0029,0.175,0.0,1.728,0.0,0.0049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044
670,671,2.373,0.0604,6.8018,71.4236,0.0486,0.79,0.0194,0.0,3.053,0.4294,0.0271,0.0331,3.3206,0.1478,0.0819,0.0018,1.5194,0.1779,0.0075,0.6501,2.4931,0.0,0.0,0.1826,0.0,0.0,0.0,0.1488,0.0693,0.0218
673,674,0.021,0.1121,0.0073,25.4909,0.096,0.94,0.3516,3.6,0.0359,17.1367,0.2709,0.5354,0.0544,0.0107,0.0948,0.0036,0.1173,0.0073,0.03,0.1445,0.0394,0.0,0.4965,0.0281,0.0013,8.4082,0.6908,0.4649,0.208,0.1177
675,676,0.021,1.7911,0.0024,0.0,23.5025,0.0,0.6233,0.0,0.0762,0.0007,0.0813,0.0361,0.0544,0.0,0.1035,0.0,0.0259,0.0,0.0525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9435,1.8955,1.3301
676,677,0.0,0.0374,0.0,0.0,0.0004,0.0,0.0049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488,0.0231,0.0262
677,678,0.021,0.0632,0.0194,0.0,0.0,0.57,0.0024,0.0,0.009,0.0,0.0,0.0211,0.0,0.0,0.0043,0.0,0.0,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0372,0.1387,0.0785
682,683,0.0,0.1265,1.1276,0.0324,0.0,0.0,0.7736,0.0,0.0045,0.0029,1.4897,0.7158,0.0,0.0021,0.0776,4.1559,0.008,0.0472,0.0263,0.0867,0.0099,0.2758,1.2799,0.0,0.5242,0.0,0.0038,0.0186,0.0462,0.0044
684,685,0.0,0.0431,0.0,0.0,0.0,0.0,0.3177,0.0,0.0224,0.0,0.0542,0.0,0.0,0.0,0.0043,0.0018,0.0159,0.0,0.0038,0.1878,0.0,0.0,0.0441,0.0,0.0,0.0,0.0534,0.0,0.0,0.0349
685,686,0.0,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0271,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044
686,687,5.6909,0.0086,7.8224,0.0,0.0,0.0,0.0412,0.0,0.7621,0.0,0.1083,0.1023,0.9799,0.0664,0.0517,0.2219,4.8805,0.0932,0.0075,0.0,0.0493,0.0876,1.1144,0.0421,0.9379,0.0,0.0019,0.0186,0.0,0.0044
687,688,0.0,0.0,0.0024,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.2167,0.1624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
690,691,0.0,0.0172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0813,0.0391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049,0.0,0.0,0.0108,0.0,0.0,0.0372,0.0,0.0436
693,694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
694,695,0.147,0.0086,0.1847,0.0,0.0004,0.0,0.0,0.0,0.1614,0.0002,0.1354,1.2361,2.123,0.0,0.0043,0.0,0.0358,0.0,0.1013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131
698,699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7239,0.0,0.0,0.0,0.7333,0.0,0.0,0.3547,0.0,0.0,0.8991,0.0,0.0,0.0,0.0,0.0,0.0
702,703,0.021,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.0179,0.0,0.0,0.003,0.4355,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
704,705,0.336,0.0115,4.7484,0.0,0.0,0.0,0.0,0.0,0.4573,0.0,0.0271,0.0211,1.6331,0.0,0.0086,0.0,0.181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0186,0.0,0.0087
705,706,0.0,0.0402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0693,0.0305
706,707,0.0,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708,709,0.0,0.0,0.0122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
711,712,0.0,1.1385,0.0122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0544,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.781,1.3638,1.6267
713,714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0542,0.0541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
714,715,0.0,0.0115,0.0,0.0,0.0036,0.0,0.0024,0.0,0.0045,0.0,0.0,0.0,0.0,0.0,7.5189,0.0,0.0119,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0027,0.0,0.0,0.0186,0.0231,0.0262
715,716,0.0,0.0086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0186,0.0231,0.0
716,717,0.0,0.0,0.0437,0.0,0.0,0.0,0.0,1.19,0.0134,0.0,0.0,0.0,0.0544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044
718,719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.01,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
719,720,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720,721,0.0,0.0029,0.0,0.0,0.0,0.0,0.3274,0.0,0.0,0.0,0.7584,0.4391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0174
723,724,0.0,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131
724,725,0.042,0.0029,0.0,0.0,0.0,0.0,0.468,0.0,0.0045,0.0,0.0,0.0,0.3266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0462,0.0
726,727,0.042,0.0144,0.0122,0.0,0.0,0.46,0.0,0.0,0.0179,0.0,0.0813,0.1444,0.0,0.0043,0.0,0.0,0.0418,0.0218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0174
727,728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
728,729,0.021,0.0,0.0705,0.0,0.0,0.0,0.0,0.0,0.0807,0.0,0.0,0.0,0.0544,0.0,0.0,0.0,0.0378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
730,731,0.903,0.0,1.4678,0.0,0.0,0.0,0.0,0.0,6.5588,0.0,0.0,0.0,1.0887,0.0021,0.0,0.0,1.241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
731,732,0.0,0.0,0.0,0.0,0.0,0.0,0.0364,0.0,0.0,0.0,0.0542,0.0331,0.0,0.0,0.0172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,733,0.0,0.0,0.0243,0.0,0.0904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
735,736,0.0,0.0,0.0,0.0,0.0,2.08,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
736,737,0.0,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
738,739,0.0,0.0,0.0,0.0,0.8871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
739,740,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
740,741,0.0,0.0,0.0,0.0,0.0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
741,742,0.0,0.0,0.0,1.573,0.0044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
745,746,0.0,0.0,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
746,747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
750,751,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
751,752,0.0,0.0,0.0,0.0,0.0028,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
760,761,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
765,766,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
766,767,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
767,768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
769,770,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
770,771,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784,785,0.0,0.0,0.0,0.0,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
786,787,0.0,0.0,0.0,0.0,0.0111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
788,789,0.0,0.0,0.0,0.0,0.0068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
793,794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
799,800,0.0,0.0,0.0,0.0022,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,801,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
803,804,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
808,809,0.0,0.0,0.0,0.0,0.0183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
811,812,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
