EC	Genus
EC:1.1.1.1	Acidovorax
EC:1.1.1.1	Dechloromonas
EC:1.1.1.1	Silanimonas
EC:1.1.1.1	Propionivibrio
EC:1.1.1.1	Ruminiclostridium_1
EC:1.1.1.1	Achromobacter
EC:1.1.1.1	Blastomonas
EC:1.1.1.1	Bacillus
EC:1.1.1.1	Bradyrhizobium
EC:1.1.1.1	Sphingomonas
EC:1.1.1.1	Brevundimonas
EC:1.1.1.1	Variovorax
EC:1.1.1.1	Phenylobacterium
EC:1.1.1.1	Pseudoxanthomonas
EC:1.1.1.1	Geothrix
EC:1.1.1.1	Shewanella
EC:1.1.1.1	Gelria
EC:1.1.1.1	Sphingopyxis
EC:1.1.1.1	Caulobacter
EC:1.1.1.1	Novosphingobium
EC:1.1.1.100	Ruminiclostridium_1
EC:1.1.1.103	Pseudorhodoferax
EC:1.1.1.11	Pseudorhodoferax
EC:1.1.1.122	Pseudorhodoferax
EC:1.1.1.122	Caulobacter
EC:1.1.1.125	Propionivibrio
EC:1.1.1.130	Propionivibrio
EC:1.1.1.133	Ruminiclostridium_1
EC:1.1.1.136	Geothrix
EC:1.1.1.137	Streptococcus
EC:1.1.1.14	Propionivibrio
EC:1.1.1.14	Ruminiclostridium_1
EC:1.1.1.14	Geothrix
EC:1.1.1.14	Propionibacterium
EC:1.1.1.157	Simplicispira
EC:1.1.1.157	Dechloromonas
EC:1.1.1.157	Propionivibrio
EC:1.1.1.157	Ruminiclostridium_1
EC:1.1.1.157	Gelria
EC:1.1.1.157	Azospira
EC:1.1.1.169	Ruminiclostridium_1
EC:1.1.1.17	Bacillus
EC:1.1.1.173	Caulobacter
EC:1.1.1.203	Pseudorhodoferax
EC:1.1.1.205	Ruminiclostridium_1
EC:1.1.1.206	Silanimonas
EC:1.1.1.215	Simplicispira
EC:1.1.1.215	Pseudorhodoferax
EC:1.1.1.219	Desulfovibrio
EC:1.1.1.22	Ruminiclostridium_1
EC:1.1.1.23	Ruminiclostridium_1
EC:1.1.1.25	Ruminiclostridium_1
EC:1.1.1.25	Erysipelothrix
EC:1.1.1.25	Geothrix
EC:1.1.1.26	Propionivibrio
EC:1.1.1.26	Blastomonas
EC:1.1.1.26	Geothrix
EC:1.1.1.261	Propionibacterium
EC:1.1.1.262	Geothrix
EC:1.1.1.262	Pseudorhodoferax
EC:1.1.1.262	Smithella
EC:1.1.1.264	Propionivibrio
EC:1.1.1.264	Pseudorhodoferax
EC:1.1.1.267	Ruminiclostridium_1
EC:1.1.1.27	Ruminiclostridium_1
EC:1.1.1.27	Bacillus
EC:1.1.1.27	Gelria
EC:1.1.1.271	Ruminiclostridium_1
EC:1.1.1.276	Silanimonas
EC:1.1.1.276	Sphingopyxis
EC:1.1.1.28	Silanimonas
EC:1.1.1.28	Ruminiclostridium_1
EC:1.1.1.28	Paracoccus
EC:1.1.1.28	Caulobacter
EC:1.1.1.284	Silanimonas
EC:1.1.1.284	Methylocystis
EC:1.1.1.29	Dechloromonas
EC:1.1.1.29	Propionivibrio
EC:1.1.1.29	Ruminiclostridium_1
EC:1.1.1.29	Azospira
EC:1.1.1.298	Blastomonas
EC:1.1.1.3	Silanimonas
EC:1.1.1.3	Ruminiclostridium_1
EC:1.1.1.30	Silanimonas
EC:1.1.1.303	Paracoccus
EC:1.1.1.303	Staphylococcus
EC:1.1.1.304	Blastomonas
EC:1.1.1.304	Pseudorhodoferax
EC:1.1.1.31	Propionivibrio
EC:1.1.1.31	Nitrospira
EC:1.1.1.31	Erysipelothrix
EC:1.1.1.312	Blastomonas
EC:1.1.1.312	Pseudorhodoferax
EC:1.1.1.336	Blastomonas
EC:1.1.1.343	Desulfobulbus
EC:1.1.1.343	Propionivibrio
EC:1.1.1.343	Paracoccus
EC:1.1.1.343	Nitrospira
EC:1.1.1.343	Erysipelothrix
EC:1.1.1.343	Geothrix
EC:1.1.1.343	Shewanella
EC:1.1.1.343	Gelria
EC:1.1.1.343	Micrococcus
EC:1.1.1.343	Streptococcus
EC:1.1.1.343	Propionibacterium
EC:1.1.1.343	Methylocystis
EC:1.1.1.343	Staphylococcus
EC:1.1.1.346	Propionibacterium
EC:1.1.1.35	Simplicispira
EC:1.1.1.35	Silanimonas
EC:1.1.1.35	Achromobacter
EC:1.1.1.35	Blastomonas
EC:1.1.1.35	Geothrix
EC:1.1.1.35	Pseudorhodoferax
EC:1.1.1.35	Methylocystis
EC:1.1.1.35	Azospira
EC:1.1.1.35	Staphylococcus
EC:1.1.1.350	Propionivibrio
EC:1.1.1.36	Silanimonas
EC:1.1.1.363	Simplicispira
EC:1.1.1.363	Acidovorax
EC:1.1.1.363	Desulfobulbus
EC:1.1.1.363	Silanimonas
EC:1.1.1.363	Propionivibrio
EC:1.1.1.363	Blastomonas
EC:1.1.1.363	Bacillus
EC:1.1.1.363	Bradyrhizobium
EC:1.1.1.363	Sphingomonas
EC:1.1.1.363	Brevundimonas
EC:1.1.1.363	Paracoccus
EC:1.1.1.363	Variovorax
EC:1.1.1.363	Nitrospira
EC:1.1.1.363	Phenylobacterium
EC:1.1.1.363	Pseudoxanthomonas
EC:1.1.1.363	Erysipelothrix
EC:1.1.1.363	Shewanella
EC:1.1.1.363	Gelria
EC:1.1.1.363	Streptococcus
EC:1.1.1.363	Pseudorhodoferax
EC:1.1.1.363	Propionibacterium
EC:1.1.1.363	Sphingopyxis
EC:1.1.1.363	Caulobacter
EC:1.1.1.363	Novosphingobium
EC:1.1.1.363	Staphylococcus
EC:1.1.1.369	Paracoccus
EC:1.1.1.369	Propionibacterium
EC:1.1.1.377	Caulobacter
EC:1.1.1.378	Caulobacter
EC:1.1.1.38	Ruminiclostridium_1
EC:1.1.1.38	Geothrix
EC:1.1.1.38	Gelria
EC:1.1.1.38	Desulfotomaculum
EC:1.1.1.381	Desulfobulbus
EC:1.1.1.4	Paracoccus
EC:1.1.1.40	Silanimonas
EC:1.1.1.40	Propionivibrio
EC:1.1.1.40	Azospira
EC:1.1.1.40	Smithella
EC:1.1.1.41	Geothrix
EC:1.1.1.41	Gelria
EC:1.1.1.42	Ruminiclostridium_1
EC:1.1.1.44	Geothrix
EC:1.1.1.44	Gelria
EC:1.1.1.44	Methylocystis
EC:1.1.1.49	Silanimonas
EC:1.1.1.49	Gelria
EC:1.1.1.53	Blastomonas
EC:1.1.1.56	Pseudorhodoferax
EC:1.1.1.57	Propionivibrio
EC:1.1.1.57	Ruminiclostridium_1
EC:1.1.1.57	Blastomonas
EC:1.1.1.57	Propionibacterium
EC:1.1.1.58	Propionivibrio
EC:1.1.1.58	Ruminiclostridium_1
EC:1.1.1.6	Ruminiclostridium_1
EC:1.1.1.60	Simplicispira
EC:1.1.1.60	Dechloromonas
EC:1.1.1.60	Propionivibrio
EC:1.1.1.60	Pseudorhodoferax
EC:1.1.1.60	Azospira
EC:1.1.1.69	Propionivibrio
EC:1.1.1.69	Ruminiclostridium_1
EC:1.1.1.76	Blastomonas
EC:1.1.1.76	Paracoccus
EC:1.1.1.76	Pseudorhodoferax
EC:1.1.1.77	Ruminiclostridium_1
EC:1.1.1.79	Simplicispira
EC:1.1.1.79	Propionivibrio
EC:1.1.1.79	Methylocystis
EC:1.1.1.81	Simplicispira
EC:1.1.1.81	Dechloromonas
EC:1.1.1.81	Propionivibrio
EC:1.1.1.81	Desulfovibrio
EC:1.1.1.81	Geothrix
EC:1.1.1.81	Azospira
EC:1.1.1.85	Ruminiclostridium_1
EC:1.1.1.86	Ruminiclostridium_1
EC:1.1.1.86	Gelria
EC:1.1.1.90	Blastomonas
EC:1.1.1.93	Simplicispira
EC:1.1.1.93	Acidovorax
EC:1.1.1.93	Propionivibrio
EC:1.1.1.93	Achromobacter
EC:1.1.1.93	Pseudorhodoferax
EC:1.1.1.94	Ruminiclostridium_1
EC:1.1.1.94	Gelria
EC:1.1.1.95	Ruminiclostridium_1
EC:1.1.1.95	Gelria
EC:1.1.2.3	Simplicispira
EC:1.1.2.3	Propionivibrio
EC:1.1.2.8	Silanimonas
EC:1.1.2.8	Pseudorhodoferax
EC:1.1.3.15	Simplicispira
EC:1.1.3.15	Dechloromonas
EC:1.1.3.15	Desulfobulbus
EC:1.1.3.15	Geothrix
EC:1.1.3.15	Gelria
EC:1.1.3.15	Desulfotomaculum
EC:1.1.3.15	Pseudorhodoferax
EC:1.1.3.15	Methylocystis
EC:1.1.3.15	Azospira
EC:1.1.3.46	Pseudorhodoferax
EC:1.1.3.48	Desulfobulbus
EC:1.1.5.2	Pseudorhodoferax
EC:1.1.5.3	Propionivibrio
EC:1.1.5.3	Ruminiclostridium_1
EC:1.1.5.3	Geothrix
EC:1.1.5.3	Gelria
EC:1.1.5.3	Pseudorhodoferax
EC:1.1.9.1	Blastomonas
EC:1.1.9.1	Phenylobacterium
EC:1.1.9.1	Pseudorhodoferax
EC:1.1.99.1	Blastomonas
EC:1.1.99.1	Pseudorhodoferax
EC:1.1.99.1	Methylocystis
EC:1.1.99.28	Caulobacter
EC:1.10.2.2	Simplicispira
EC:1.10.2.2	Acidovorax
EC:1.10.2.2	Dechloromonas
EC:1.10.2.2	Silanimonas
EC:1.10.2.2	Propionivibrio
EC:1.10.2.2	Achromobacter
EC:1.10.2.2	Blastomonas
EC:1.10.2.2	Bradyrhizobium
EC:1.10.2.2	Brevundimonas
EC:1.10.2.2	Paracoccus
EC:1.10.2.2	Variovorax
EC:1.10.2.2	Phenylobacterium
EC:1.10.2.2	Pseudoxanthomonas
EC:1.10.2.2	Pseudorhodoferax
EC:1.10.2.2	Methylocystis
EC:1.10.2.2	Azospira
EC:1.10.2.2	Sphingopyxis
EC:1.10.2.2	Caulobacter
EC:1.10.2.2	Novosphingobium
EC:1.10.3.11	Silanimonas
EC:1.10.3.12	Bacillus
EC:1.10.3.12	Staphylococcus
EC:1.11.1.10	Silanimonas
EC:1.11.1.10	Pseudorhodoferax
EC:1.11.1.10	Caulobacter
EC:1.11.1.15	Simplicispira
EC:1.11.1.15	Dechloromonas
EC:1.11.1.15	Desulfobulbus
EC:1.11.1.15	Silanimonas
EC:1.11.1.15	Propionivibrio
EC:1.11.1.15	Ruminiclostridium_1
EC:1.11.1.15	Blastomonas
EC:1.11.1.15	Geothrix
EC:1.11.1.15	Gelria
EC:1.11.1.15	Desulfotomaculum
EC:1.11.1.15	Pseudorhodoferax
EC:1.11.1.15	Methylocystis
EC:1.11.1.15	Azospira
EC:1.11.1.5	Simplicispira
EC:1.11.1.5	Dechloromonas
EC:1.11.1.5	Pseudorhodoferax
EC:1.11.1.5	Azospira
EC:1.11.1.6	Silanimonas
EC:1.11.1.9	Simplicispira
EC:1.11.1.9	Acidovorax
EC:1.11.1.9	Dechloromonas
EC:1.11.1.9	Silanimonas
EC:1.11.1.9	Propionivibrio
EC:1.11.1.9	Achromobacter
EC:1.11.1.9	Blastomonas
EC:1.11.1.9	Bradyrhizobium
EC:1.11.1.9	Sphingomonas
EC:1.11.1.9	Brevundimonas
EC:1.11.1.9	Variovorax
EC:1.11.1.9	Phenylobacterium
EC:1.11.1.9	Pseudoxanthomonas
EC:1.11.1.9	Geothrix
EC:1.11.1.9	Acetobacterium
EC:1.11.1.9	Shewanella
EC:1.11.1.9	Pseudorhodoferax
EC:1.11.1.9	Methylocystis
EC:1.11.1.9	Azospira
EC:1.11.1.9	Novosphingobium
EC:1.12.1.2	Dechloromonas
EC:1.12.1.2	Desulfobulbus
EC:1.12.1.2	Propionivibrio
EC:1.12.1.2	Azospira
EC:1.12.1.3	Gelria
EC:1.12.1.3	Desulfotomaculum
EC:1.12.5.1	Shewanella
EC:1.12.7.2	Dechloromonas
EC:1.12.7.2	Propionivibrio
EC:1.12.98.1	Blastomonas
EC:1.12.99.6	Gelria
EC:1.12.99.6	Desulfotomaculum
EC:1.13.11.2	Nitrospira
EC:1.13.11.2	Pseudorhodoferax
EC:1.13.11.2	Methylocystis
EC:1.13.11.27	Pseudorhodoferax
EC:1.13.11.3	Pseudorhodoferax
EC:1.13.11.4	Pseudorhodoferax
EC:1.13.11.49	Bacillus
EC:1.13.11.49	Geothrix
EC:1.13.11.49	Micrococcus
EC:1.13.11.49	Staphylococcus
EC:1.13.11.5	Geothrix
EC:1.13.11.52	Nitrospira
EC:1.13.11.57	Pseudorhodoferax
EC:1.13.11.79	Simplicispira
EC:1.13.12.16	Simplicispira
EC:1.13.12.16	Dechloromonas
EC:1.13.12.16	Silanimonas
EC:1.13.12.16	Propionivibrio
EC:1.13.12.16	Blastomonas
EC:1.13.12.16	Desulfovibrio
EC:1.13.12.16	Pseudoxanthomonas
EC:1.13.12.16	Shewanella
EC:1.13.12.16	Micrococcus
EC:1.13.12.16	Pseudorhodoferax
EC:1.13.12.16	Methylocystis
EC:1.13.12.16	Azospira
EC:1.14.11.17	Blastomonas
EC:1.14.11.17	Pseudorhodoferax
EC:1.14.11.2	Blastomonas
EC:1.14.11.2	Pseudorhodoferax
EC:1.14.11.33	Simplicispira
EC:1.14.11.33	Pseudorhodoferax
EC:1.14.11.33	Methylocystis
EC:1.14.11.33	Azospira
EC:1.14.11.47	Simplicispira
EC:1.14.11.47	Silanimonas
EC:1.14.11.47	Blastomonas
EC:1.14.11.47	Pseudorhodoferax
EC:1.14.12.10	Achromobacter
EC:1.14.12.17	Blastomonas
EC:1.14.13.1	Simplicispira
EC:1.14.13.1	Blastomonas
EC:1.14.13.1	Paracoccus
EC:1.14.13.1	Methylocystis
EC:1.14.13.127	Blastomonas
EC:1.14.13.127	Pseudorhodoferax
EC:1.14.13.127	Caulobacter
EC:1.14.13.129	Blastomonas
EC:1.14.13.129	Variovorax
EC:1.14.13.129	Sphingopyxis
EC:1.14.13.129	Caulobacter
EC:1.14.13.129	Novosphingobium
EC:1.14.13.142	Novosphingobium
EC:1.14.13.165	Bacillus
EC:1.14.13.165	Staphylococcus
EC:1.14.13.172	Pseudorhodoferax
EC:1.14.13.2	Methylocystis
EC:1.14.13.40	Pseudorhodoferax
EC:1.14.13.82	Achromobacter
EC:1.14.13.82	Blastomonas
EC:1.14.13.82	Pseudoxanthomonas
EC:1.14.13.82	Pseudorhodoferax
EC:1.14.13.9	Silanimonas
EC:1.14.14.5	Blastomonas
EC:1.14.15.7	Simplicispira
EC:1.14.15.7	Silanimonas
EC:1.14.15.7	Variovorax
EC:1.14.16.1	Geothrix
EC:1.14.18.1	Caulobacter
EC:1.14.19.1	Silanimonas
EC:1.14.19.1	Geothrix
EC:1.14.19.1	Pseudorhodoferax
EC:1.14.19.1	Azospira
EC:1.14.19.9	Silanimonas
EC:1.14.19.9	Caulobacter
EC:1.14.99.50	Nitrospira
EC:1.15.1.1	Ruminiclostridium_1
EC:1.15.1.2	Ruminiclostridium_1
EC:1.15.1.2	Gelria
EC:1.16.3.1	Simplicispira
EC:1.16.3.1	Dechloromonas
EC:1.16.3.1	Propionivibrio
EC:1.16.3.1	Geothrix
EC:1.16.3.1	Pseudorhodoferax
EC:1.16.3.2	Propionibacterium
EC:1.17.1.1	Simplicispira
EC:1.17.1.1	Dechloromonas
EC:1.17.1.1	Propionivibrio
EC:1.17.1.1	Achromobacter
EC:1.17.1.1	Nitrospira
EC:1.17.1.1	Pseudorhodoferax
EC:1.17.1.1	Azospira
EC:1.17.1.2	Simplicispira
EC:1.17.1.2	Acidovorax
EC:1.17.1.2	Dechloromonas
EC:1.17.1.2	Desulfobulbus
EC:1.17.1.2	Silanimonas
EC:1.17.1.2	Propionivibrio
EC:1.17.1.2	Ruminiclostridium_1
EC:1.17.1.2	Achromobacter
EC:1.17.1.2	Blastomonas
EC:1.17.1.2	Bradyrhizobium
EC:1.17.1.2	Brevundimonas
EC:1.17.1.2	Paracoccus
EC:1.17.1.2	Variovorax
EC:1.17.1.2	Nitrospira
EC:1.17.1.2	Desulfovibrio
EC:1.17.1.2	Phenylobacterium
EC:1.17.1.2	Pseudoxanthomonas
EC:1.17.1.2	Erysipelothrix
EC:1.17.1.2	Geothrix
EC:1.17.1.2	Acetobacterium
EC:1.17.1.2	Shewanella
EC:1.17.1.2	Gelria
EC:1.17.1.2	Micrococcus
EC:1.17.1.2	Desulfotomaculum
EC:1.17.1.2	Pseudorhodoferax
EC:1.17.1.2	Methylocystis
EC:1.17.1.2	Azospira
EC:1.17.1.2	Smithella
EC:1.17.1.2	Sphingopyxis
EC:1.17.1.2	Caulobacter
EC:1.17.1.2	Novosphingobium
EC:1.17.1.4	Blastomonas
EC:1.17.1.4	Geothrix
EC:1.17.1.4	Pseudorhodoferax
EC:1.17.1.4	Methylocystis
EC:1.17.1.8	Ruminiclostridium_1
EC:1.17.2.1	Pseudorhodoferax
EC:1.17.4.2	Ruminiclostridium_1
EC:1.17.4.2	Gelria
EC:1.17.4.2	Propionibacterium
EC:1.17.7.1	Simplicispira
EC:1.17.7.1	Dechloromonas
EC:1.17.7.1	Desulfobulbus
EC:1.17.7.1	Silanimonas
EC:1.17.7.1	Propionivibrio
EC:1.17.7.1	Ruminiclostridium_1
EC:1.17.7.1	Achromobacter
EC:1.17.7.1	Blastomonas
EC:1.17.7.1	Paracoccus
EC:1.17.7.1	Nitrospira
EC:1.17.7.1	Desulfovibrio
EC:1.17.7.1	Pseudoxanthomonas
EC:1.17.7.1	Erysipelothrix
EC:1.17.7.1	Geothrix
EC:1.17.7.1	Acetobacterium
EC:1.17.7.1	Shewanella
EC:1.17.7.1	Gelria
EC:1.17.7.1	Pseudorhodoferax
EC:1.17.7.1	Azospira
EC:1.17.7.1	Smithella
EC:1.17.7.1	Novosphingobium
EC:1.17.7.3	Ruminiclostridium_1
EC:1.17.99.1	Variovorax
EC:1.17.99.6	Geothrix
EC:1.17.99.6	Gelria
EC:1.18.1.1	Propionivibrio
EC:1.18.1.2	Ruminiclostridium_1
EC:1.18.1.2	Gelria
EC:1.18.1.2	Desulfotomaculum
EC:1.18.1.2	Smithella
EC:1.18.1.3	Simplicispira
EC:1.18.1.3	Blastomonas
EC:1.18.1.3	Pseudorhodoferax
EC:1.18.1.3	Methylocystis
EC:1.2.1.10	Erysipelothrix
EC:1.2.1.11	Ruminiclostridium_1
EC:1.2.1.12	Simplicispira
EC:1.2.1.12	Acidovorax
EC:1.2.1.12	Desulfobulbus
EC:1.2.1.12	Silanimonas
EC:1.2.1.12	Propionivibrio
EC:1.2.1.12	Ruminiclostridium_1
EC:1.2.1.12	Achromobacter
EC:1.2.1.12	Blastomonas
EC:1.2.1.12	Variovorax
EC:1.2.1.12	Nitrospira
EC:1.2.1.12	Phenylobacterium
EC:1.2.1.12	Pseudoxanthomonas
EC:1.2.1.12	Acetobacterium
EC:1.2.1.12	Gelria
EC:1.2.1.12	Desulfotomaculum
EC:1.2.1.12	Pseudorhodoferax
EC:1.2.1.12	Propionibacterium
EC:1.2.1.12	Azospira
EC:1.2.1.12	Smithella
EC:1.2.1.16	Simplicispira
EC:1.2.1.16	Blastomonas
EC:1.2.1.16	Azospira
EC:1.2.1.18	Simplicispira
EC:1.2.1.18	Dechloromonas
EC:1.2.1.18	Propionivibrio
EC:1.2.1.18	Achromobacter
EC:1.2.1.18	Blastomonas
EC:1.2.1.18	Bacillus
EC:1.2.1.18	Bradyrhizobium
EC:1.2.1.18	Paracoccus
EC:1.2.1.18	Pseudoxanthomonas
EC:1.2.1.18	Shewanella
EC:1.2.1.18	Micrococcus
EC:1.2.1.18	Pseudorhodoferax
EC:1.2.1.18	Propionibacterium
EC:1.2.1.18	Methylocystis
EC:1.2.1.18	Azospira
EC:1.2.1.18	Caulobacter
EC:1.2.1.2	Simplicispira
EC:1.2.1.2	Propionivibrio
EC:1.2.1.2	Geothrix
EC:1.2.1.2	Gelria
EC:1.2.1.2	Desulfotomaculum
EC:1.2.1.2	Pseudorhodoferax
EC:1.2.1.2	Methylocystis
EC:1.2.1.2	Azospira
EC:1.2.1.20	Simplicispira
EC:1.2.1.20	Dechloromonas
EC:1.2.1.20	Desulfobulbus
EC:1.2.1.20	Blastomonas
EC:1.2.1.20	Pseudorhodoferax
EC:1.2.1.20	Propionibacterium
EC:1.2.1.20	Methylocystis
EC:1.2.1.20	Azospira
EC:1.2.1.20	Caulobacter
EC:1.2.1.20	Staphylococcus
EC:1.2.1.27	Propionivibrio
EC:1.2.1.28	Pseudorhodoferax
EC:1.2.1.3	Ruminiclostridium_1
EC:1.2.1.32	Simplicispira
EC:1.2.1.32	Silanimonas
EC:1.2.1.38	Ruminiclostridium_1
EC:1.2.1.38	Gelria
EC:1.2.1.39	Blastomonas
EC:1.2.1.39	Pseudorhodoferax
EC:1.2.1.4	Blastomonas
EC:1.2.1.4	Caulobacter
EC:1.2.1.41	Ruminiclostridium_1
EC:1.2.1.43	Propionivibrio
EC:1.2.1.43	Nitrospira
EC:1.2.1.43	Gelria
EC:1.2.1.43	Desulfotomaculum
EC:1.2.1.60	Pseudorhodoferax
EC:1.2.1.68	Simplicispira
EC:1.2.1.68	Acidovorax
EC:1.2.1.68	Silanimonas
EC:1.2.1.68	Blastomonas
EC:1.2.1.68	Paracoccus
EC:1.2.1.68	Phenylobacterium
EC:1.2.1.68	Shewanella
EC:1.2.1.68	Novosphingobium
EC:1.2.1.70	Ruminiclostridium_1
EC:1.2.1.70	Gelria
EC:1.2.1.72	Dechloromonas
EC:1.2.1.72	Propionivibrio
EC:1.2.1.72	Azospira
EC:1.2.1.75	Blastomonas
EC:1.2.1.79	Simplicispira
EC:1.2.1.79	Dechloromonas
EC:1.2.1.79	Desulfobulbus
EC:1.2.1.79	Blastomonas
EC:1.2.1.79	Pseudorhodoferax
EC:1.2.1.79	Propionibacterium
EC:1.2.1.79	Methylocystis
EC:1.2.1.79	Azospira
EC:1.2.1.79	Caulobacter
EC:1.2.1.8	Azospira
EC:1.2.1.81	Propionivibrio
EC:1.2.1.85	Silanimonas
EC:1.2.1.87	Simplicispira
EC:1.2.1.87	Acidovorax
EC:1.2.1.87	Acetobacterium
EC:1.2.1.87	Propionibacterium
EC:1.2.1.9	Nitrospira
EC:1.2.1.91	Paracoccus
EC:1.2.3.3	Variovorax
EC:1.2.4.1	Geothrix
EC:1.2.4.1	Gelria
EC:1.2.4.1	Smithella
EC:1.2.4.2	Geothrix
EC:1.2.7.1	Propionivibrio
EC:1.2.7.1	Ruminiclostridium_1
EC:1.2.7.1	Erysipelothrix
EC:1.2.7.1	Geothrix
EC:1.2.7.11	Desulfobulbus
EC:1.2.7.11	Propionivibrio
EC:1.2.7.11	Geothrix
EC:1.2.7.11	Acetobacterium
EC:1.2.7.11	Gelria
EC:1.2.7.11	Desulfotomaculum
EC:1.2.7.11	Propionibacterium
EC:1.2.7.11	Smithella
EC:1.2.7.3	Propionivibrio
EC:1.2.7.3	Geothrix
EC:1.2.7.3	Acetobacterium
EC:1.2.7.3	Gelria
EC:1.2.7.3	Propionibacterium
EC:1.2.7.4	Gelria
EC:1.2.7.5	Gelria
EC:1.2.7.8	Simplicispira
EC:1.2.7.8	Silanimonas
EC:1.2.99.2	Acidovorax
EC:1.2.99.2	Desulfobulbus
EC:1.2.99.2	Geothrix
EC:1.2.99.2	Gelria
EC:1.2.99.2	Desulfotomaculum
EC:1.2.99.2	Pseudorhodoferax
EC:1.2.99.2	Methylocystis
EC:1.2.99.2	Smithella
EC:1.2.99.5	Desulfovibrio
EC:1.2.99.5	Gelria
EC:1.2.99.5	Desulfotomaculum
EC:1.2.99.7	Desulfobulbus
EC:1.20.4.1	Silanimonas
EC:1.20.4.1	Ruminiclostridium_1
EC:1.20.4.1	Desulfovibrio
EC:1.20.4.1	Geothrix
EC:1.20.4.1	Gelria
EC:1.20.4.1	Azospira
EC:1.20.4.1	Smithella
EC:1.21.98.1	Geothrix
EC:1.21.98.1	Gelria
EC:1.3.1.10	Simplicispira
EC:1.3.1.10	Acidovorax
EC:1.3.1.10	Dechloromonas
EC:1.3.1.10	Silanimonas
EC:1.3.1.10	Propionivibrio
EC:1.3.1.10	Achromobacter
EC:1.3.1.10	Blastomonas
EC:1.3.1.10	Brevundimonas
EC:1.3.1.10	Paracoccus
EC:1.3.1.10	Nitrospira
EC:1.3.1.10	Desulfovibrio
EC:1.3.1.10	Phenylobacterium
EC:1.3.1.10	Pseudoxanthomonas
EC:1.3.1.10	Geothrix
EC:1.3.1.10	Pseudorhodoferax
EC:1.3.1.10	Propionibacterium
EC:1.3.1.10	Methylocystis
EC:1.3.1.10	Azospira
EC:1.3.1.10	Smithella
EC:1.3.1.10	Sphingopyxis
EC:1.3.1.10	Caulobacter
EC:1.3.1.106	Acetobacterium
EC:1.3.1.106	Gelria
EC:1.3.1.106	Desulfotomaculum
EC:1.3.1.12	Simplicispira
EC:1.3.1.12	Propionivibrio
EC:1.3.1.12	Ruminiclostridium_1
EC:1.3.1.12	Erysipelothrix
EC:1.3.1.12	Geothrix
EC:1.3.1.12	Gelria
EC:1.3.1.12	Pseudorhodoferax
EC:1.3.1.12	Azospira
EC:1.3.1.12	Smithella
EC:1.3.1.14	Desulfobulbus
EC:1.3.1.14	Ruminiclostridium_1
EC:1.3.1.14	Paracoccus
EC:1.3.1.14	Desulfovibrio
EC:1.3.1.14	Erysipelothrix
EC:1.3.1.14	Geothrix
EC:1.3.1.14	Acetobacterium
EC:1.3.1.14	Gelria
EC:1.3.1.14	Desulfotomaculum
EC:1.3.1.14	Propionibacterium
EC:1.3.1.14	Smithella
EC:1.3.1.25	Acidovorax
EC:1.3.1.31	Propionibacterium
EC:1.3.1.32	Pseudorhodoferax
EC:1.3.1.34	Silanimonas
EC:1.3.1.43	Blastomonas
EC:1.3.1.43	Paracoccus
EC:1.3.1.43	Methylocystis
EC:1.3.1.44	Pseudoxanthomonas
EC:1.3.1.44	Shewanella
EC:1.3.1.54	Gelria
EC:1.3.1.64	Achromobacter
EC:1.3.1.76	Silanimonas
EC:1.3.1.76	Propionivibrio
EC:1.3.1.76	Ruminiclostridium_1
EC:1.3.1.76	Gelria
EC:1.3.1.76	Methylocystis
EC:1.3.1.76	Azospira
EC:1.3.1.83	Desulfobulbus
EC:1.3.1.83	Blastomonas
EC:1.3.1.84	Blastomonas
EC:1.3.1.9	Ruminiclostridium_1
EC:1.3.1.9	Gelria
EC:1.3.1.9	Desulfotomaculum
EC:1.3.1.98	Ruminiclostridium_1
EC:1.3.3.4	Desulfobulbus
EC:1.3.3.4	Nitrospira
EC:1.3.3.4	Geothrix
EC:1.3.3.4	Propionibacterium
EC:1.3.5.1	Geothrix
EC:1.3.5.1	Smithella
EC:1.3.5.4	Simplicispira
EC:1.3.5.4	Dechloromonas
EC:1.3.5.4	Desulfobulbus
EC:1.3.5.4	Silanimonas
EC:1.3.5.4	Propionivibrio
EC:1.3.5.4	Blastomonas
EC:1.3.5.4	Brevundimonas
EC:1.3.5.4	Nitrospira
EC:1.3.5.4	Phenylobacterium
EC:1.3.5.4	Pseudoxanthomonas
EC:1.3.5.4	Erysipelothrix
EC:1.3.5.4	Geothrix
EC:1.3.5.4	Micrococcus
EC:1.3.5.4	Desulfotomaculum
EC:1.3.5.4	Pseudorhodoferax
EC:1.3.5.4	Propionibacterium
EC:1.3.5.4	Methylocystis
EC:1.3.5.4	Azospira
EC:1.3.5.4	Caulobacter
EC:1.3.5.4	Staphylococcus
EC:1.3.8.1	Simplicispira
EC:1.3.8.1	Geothrix
EC:1.3.8.1	Gelria
EC:1.3.8.1	Pseudorhodoferax
EC:1.3.8.1	Methylocystis
EC:1.3.8.12	Paracoccus
EC:1.3.8.12	Pseudorhodoferax
EC:1.3.8.12	Methylocystis
EC:1.3.8.12	Caulobacter
EC:1.3.8.6	Geothrix
EC:1.3.8.6	Methylocystis
EC:1.3.8.7	Simplicispira
EC:1.3.8.7	Blastomonas
EC:1.3.8.7	Pseudorhodoferax
EC:1.3.8.7	Methylocystis
EC:1.3.8.7	Smithella
EC:1.3.8.8	Blastomonas
