EC	Genus
EC:4.2.3.12	Pseudomonas
EC:4.2.3.12	Acidovorax
EC:4.2.3.12	Dechloromonas
EC:4.2.3.12	Desulfobulbus
EC:4.2.3.12	Silanimonas
EC:4.2.3.12	Propionivibrio
EC:4.2.3.12	Achromobacter
EC:4.2.3.12	Bacillus
EC:4.2.3.12	Bradyrhizobium
EC:4.2.3.12	Brevundimonas
EC:4.2.3.12	Paracoccus
EC:4.2.3.12	Variovorax
EC:4.2.3.12	Nitrospira
EC:4.2.3.12	Desulfovibrio
EC:4.2.3.12	Phenylobacterium
EC:4.2.3.12	Pseudoxanthomonas
EC:4.2.3.12	Geothrix
EC:4.2.3.12	Gelria
EC:4.2.3.12	Desulfotomaculum
EC:4.2.3.12	Methylocystis
EC:4.2.3.12	Azospira
EC:4.2.3.12	Smithella
EC:4.2.3.12	Caulobacter
EC:4.2.3.3	Ruminiclostridium_1
EC:4.2.3.4	Pseudomonas
EC:4.2.3.4	Ruminiclostridium_1
EC:4.2.3.4	Erysipelothrix
EC:4.2.3.4	Geothrix
EC:4.2.3.5	Ruminiclostridium_1
EC:4.2.99.18	Ruminiclostridium_1
EC:4.2.99.21	Simplicispira
EC:4.2.99.21	Acidovorax
EC:4.2.99.21	Achromobacter
EC:4.2.99.21	Blastomonas
EC:4.2.99.21	Sphingomonas
EC:4.2.99.21	Brevundimonas
EC:4.2.99.21	Paracoccus
EC:4.2.99.21	Phenylobacterium
EC:4.2.99.21	Sphingopyxis
EC:4.2.99.21	Caulobacter
EC:4.3.1.1	Propionivibrio
EC:4.3.1.1	Gelria
EC:4.3.1.12	Propionivibrio
EC:4.3.1.12	Azospira
EC:4.3.1.17	Pseudomonas
EC:4.3.1.17	Ruminiclostridium_1
EC:4.3.1.17	Geothrix
EC:4.3.1.18	Pseudorhodoferax
EC:4.3.1.19	Silanimonas
EC:4.3.1.19	Ruminiclostridium_1
EC:4.3.1.19	Smithella
EC:4.3.1.3	Silanimonas
EC:4.3.2.1	Ruminiclostridium_1
EC:4.3.2.2	Ruminiclostridium_1
EC:4.3.2.3	Dechloromonas
EC:4.3.2.3	Pseudorhodoferax
EC:4.3.3.7	Ruminiclostridium_1
EC:4.4.1.1	Geothrix
EC:4.4.1.11	Geothrix
EC:4.4.1.16	Simplicispira
EC:4.4.1.16	Acidovorax
EC:4.4.1.16	Dechloromonas
EC:4.4.1.16	Silanimonas
EC:4.4.1.16	Blastomonas
EC:4.4.1.16	Bacillus
EC:4.4.1.16	Bradyrhizobium
EC:4.4.1.16	Sphingomonas
EC:4.4.1.16	Brevundimonas
EC:4.4.1.16	Paracoccus
EC:4.4.1.16	Phenylobacterium
EC:4.4.1.16	Pseudoxanthomonas
EC:4.4.1.16	Erysipelothrix
EC:4.4.1.16	Geothrix
EC:4.4.1.16	Pseudorhodoferax
EC:4.4.1.16	Propionibacterium
EC:4.4.1.16	Methylocystis
EC:4.4.1.16	Azospira
EC:4.4.1.16	Sphingopyxis
EC:4.4.1.16	Caulobacter
EC:4.4.1.16	Novosphingobium
EC:4.4.1.16	Staphylococcus
EC:4.4.1.19	Gelria
EC:4.4.1.21	Ruminiclostridium_1
EC:4.4.1.25	Phenylobacterium
EC:4.4.1.25	Caulobacter
EC:4.4.1.5	Silanimonas
EC:4.4.1.5	Ruminiclostridium_1
EC:4.4.1.5	Blastomonas
EC:4.4.1.5	Methylocystis
EC:4.4.1.8	Dechloromonas
EC:4.4.1.8	Propionivibrio
EC:4.4.1.8	Ruminiclostridium_1
EC:4.4.1.8	Desulfovibrio
EC:4.4.1.8	Erysipelothrix
EC:4.4.1.8	Geothrix
EC:4.4.1.8	Acetobacterium
EC:4.4.1.8	Propionibacterium
EC:4.4.1.8	Azospira
EC:4.4.1.8	Smithella
EC:4.6.1.1	Simplicispira
EC:4.6.1.1	Dechloromonas
EC:4.6.1.1	Desulfobulbus
EC:4.6.1.1	Silanimonas
EC:4.6.1.1	Propionivibrio
EC:4.6.1.1	Blastomonas
EC:4.6.1.1	Geothrix
EC:4.6.1.1	Pseudorhodoferax
EC:4.6.1.1	Methylocystis
EC:4.6.1.1	Azospira
EC:4.6.1.12	Ruminiclostridium_1
EC:4.7.1.1	Methylocystis
EC:4.99.1.1	Simplicispira
EC:4.99.1.1	Acidovorax
EC:4.99.1.1	Dechloromonas
EC:4.99.1.1	Silanimonas
EC:4.99.1.1	Propionivibrio
EC:4.99.1.1	Achromobacter
EC:4.99.1.1	Blastomonas
EC:4.99.1.1	Paracoccus
EC:4.99.1.1	Variovorax
EC:4.99.1.1	Nitrospira
EC:4.99.1.1	Phenylobacterium
EC:4.99.1.1	Pseudoxanthomonas
EC:4.99.1.1	Geothrix
EC:4.99.1.1	Shewanella
EC:4.99.1.1	Pseudorhodoferax
EC:4.99.1.1	Propionibacterium
EC:4.99.1.1	Methylocystis
EC:4.99.1.1	Azospira
EC:4.99.1.1	Sphingopyxis
EC:4.99.1.3	Simplicispira
EC:4.99.1.3	Dechloromonas
EC:4.99.1.3	Propionivibrio
EC:4.99.1.3	Ruminiclostridium_1
EC:4.99.1.3	Gelria
EC:4.99.1.3	Desulfotomaculum
EC:4.99.1.3	Pseudorhodoferax
EC:4.99.1.3	Azospira
EC:4.99.1.4	Pseudomonas
EC:4.99.1.4	Desulfobulbus
EC:4.99.1.4	Silanimonas
EC:4.99.1.4	Propionivibrio
EC:4.99.1.4	Ruminiclostridium_1
EC:4.99.1.4	Blastomonas
EC:4.99.1.4	Sphingomonas
EC:4.99.1.4	Nitrospira
EC:4.99.1.4	Phenylobacterium
EC:4.99.1.4	Geothrix
EC:4.99.1.4	Acetobacterium
EC:4.99.1.4	Shewanella
EC:4.99.1.4	Gelria
EC:4.99.1.4	Desulfotomaculum
EC:4.99.1.4	Methylocystis
EC:4.99.1.4	Azospira
EC:4.99.1.4	Smithella
EC:4.99.1.4	Sphingopyxis
EC:4.99.1.4	Caulobacter
EC:4.99.1.4	Novosphingobium
EC:5.1.1.1	Ruminiclostridium_1
EC:5.1.1.13	Silanimonas
EC:5.1.1.13	Propionivibrio
EC:5.1.1.13	Pseudorhodoferax
EC:5.1.1.3	Ruminiclostridium_1
EC:5.1.1.7	Ruminiclostridium_1
EC:5.1.1.7	Erysipelothrix
EC:5.1.1.8	Pseudorhodoferax
EC:5.1.2.3	Dechloromonas
EC:5.1.2.3	Silanimonas
EC:5.1.2.3	Pseudorhodoferax
EC:5.1.2.3	Methylocystis
EC:5.1.2.3	Azospira
EC:5.1.2.3	Caulobacter
EC:5.1.3.1	Ruminiclostridium_1
EC:5.1.3.13	Ruminiclostridium_1
EC:5.1.3.13	Geothrix
EC:5.1.3.13	Gelria
EC:5.1.3.13	Propionibacterium
EC:5.1.3.14	Ruminiclostridium_1
EC:5.1.3.14	Propionibacterium
EC:5.1.3.15	Silanimonas
EC:5.1.3.2	Silanimonas
EC:5.1.3.2	Ruminiclostridium_1
EC:5.1.3.2	Gelria
EC:5.1.3.24	Acidovorax
EC:5.1.3.29	Propionivibrio
EC:5.1.3.29	Pseudorhodoferax
EC:5.1.3.3	Ruminiclostridium_1
EC:5.1.3.3	Micrococcus
EC:5.1.3.3	Pseudorhodoferax
EC:5.1.3.4	Ruminiclostridium_1
EC:5.1.3.5	Phenylobacterium
EC:5.1.3.6	Acidovorax
EC:5.1.3.6	Dechloromonas
EC:5.1.3.6	Desulfobulbus
EC:5.1.3.6	Silanimonas
EC:5.1.3.6	Propionivibrio
EC:5.1.3.6	Blastomonas
EC:5.1.3.6	Nitrospira
EC:5.1.3.6	Acetobacterium
EC:5.1.3.6	Pseudorhodoferax
EC:5.1.3.6	Methylocystis
EC:5.1.3.6	Azospira
EC:5.1.3.6	Caulobacter
EC:5.1.3.7	Propionivibrio
EC:5.1.3.7	Ruminiclostridium_1
EC:5.1.3.9	Ruminiclostridium_1
EC:5.1.3.9	Gelria
EC:5.1.99.1	Gelria
EC:5.1.99.3	Blastomonas
EC:5.1.99.3	Paracoccus
EC:5.1.99.3	Pseudorhodoferax
EC:5.1.99.4	Acidovorax
EC:5.1.99.4	Blastomonas
EC:5.1.99.4	Paracoccus
EC:5.1.99.4	Pseudorhodoferax
EC:5.1.99.6	Ruminiclostridium_1
EC:5.2.1.1	Blastomonas
EC:5.2.1.2	Pseudorhodoferax
EC:5.2.1.4	Simplicispira
EC:5.2.1.4	Pseudorhodoferax
EC:5.2.1.4	Propionibacterium
EC:5.2.1.4	Methylocystis
EC:5.2.1.4	Sphingopyxis
EC:5.2.1.8	Ruminiclostridium_1
EC:5.3.1.1	Pseudomonas
EC:5.3.1.1	Ruminiclostridium_1
EC:5.3.1.12	Ruminiclostridium_1
EC:5.3.1.13	Simplicispira
EC:5.3.1.13	Dechloromonas
EC:5.3.1.13	Propionivibrio
EC:5.3.1.13	Desulfovibrio
EC:5.3.1.13	Geothrix
EC:5.3.1.13	Pseudorhodoferax
EC:5.3.1.13	Methylocystis
EC:5.3.1.13	Azospira
EC:5.3.1.16	Desulfobulbus
EC:5.3.1.16	Ruminiclostridium_1
EC:5.3.1.22	Propionivibrio
EC:5.3.1.22	Blastomonas
EC:5.3.1.22	Pseudorhodoferax
EC:5.3.1.22	Methylocystis
EC:5.3.1.24	Ruminiclostridium_1
EC:5.3.1.25	Propionivibrio
EC:5.3.1.28	Simplicispira
EC:5.3.1.28	Ruminiclostridium_1
EC:5.3.1.4	Ruminiclostridium_1
EC:5.3.1.5	Propionivibrio
EC:5.3.1.6	Ruminiclostridium_1
EC:5.3.1.6	Geothrix
EC:5.3.1.6	Gelria
EC:5.3.1.8	Simplicispira
EC:5.3.1.8	Acidovorax
EC:5.3.1.8	Dechloromonas
EC:5.3.1.8	Desulfobulbus
EC:5.3.1.8	Silanimonas
EC:5.3.1.8	Propionivibrio
EC:5.3.1.8	Achromobacter
EC:5.3.1.8	Desulfovibrio
EC:5.3.1.8	Pseudoxanthomonas
EC:5.3.1.8	Erysipelothrix
EC:5.3.1.8	Geothrix
EC:5.3.1.8	Gelria
EC:5.3.1.8	Desulfotomaculum
EC:5.3.1.8	Pseudorhodoferax
EC:5.3.1.8	Methylocystis
EC:5.3.1.8	Azospira
EC:5.3.1.8	Smithella
EC:5.3.1.9	Ruminiclostridium_1
EC:5.3.1.9	Geothrix
EC:5.3.2.6	Simplicispira
EC:5.3.2.6	Dechloromonas
EC:5.3.2.6	Desulfobulbus
EC:5.3.2.6	Silanimonas
EC:5.3.2.6	Propionivibrio
EC:5.3.2.6	Brevundimonas
EC:5.3.2.6	Paracoccus
EC:5.3.2.6	Desulfovibrio
EC:5.3.2.6	Pseudoxanthomonas
EC:5.3.2.6	Desulfotomaculum
EC:5.3.2.6	Pseudorhodoferax
EC:5.3.2.6	Azospira
EC:5.3.2.6	Caulobacter
EC:5.3.2.6	Novosphingobium
EC:5.3.2.6	Staphylococcus
EC:5.3.2.8	Blastomonas
EC:5.3.3.1	Simplicispira
EC:5.3.3.10	Simplicispira
EC:5.3.3.10	Dechloromonas
EC:5.3.3.10	Propionivibrio
EC:5.3.3.10	Pseudorhodoferax
EC:5.3.3.10	Azospira
EC:5.3.3.14	Simplicispira
EC:5.3.3.14	Silanimonas
EC:5.3.3.14	Paracoccus
EC:5.3.3.17	Nitrospira
EC:5.3.3.17	Methylocystis
EC:5.3.3.18	Simplicispira
EC:5.3.3.18	Propionivibrio
EC:5.3.3.18	Blastomonas
EC:5.3.3.18	Pseudorhodoferax
EC:5.3.3.18	Methylocystis
EC:5.3.3.18	Caulobacter
EC:5.3.3.8	Pseudorhodoferax
EC:5.3.4.1	Simplicispira
EC:5.3.4.1	Acidovorax
EC:5.3.4.1	Dechloromonas
EC:5.3.4.1	Silanimonas
EC:5.3.4.1	Propionivibrio
EC:5.3.4.1	Variovorax
EC:5.3.4.1	Pseudoxanthomonas
EC:5.3.4.1	Shewanella
EC:5.3.4.1	Pseudorhodoferax
EC:5.3.4.1	Azospira
EC:5.3.4.1	Novosphingobium
EC:5.3.99.10	Staphylococcus
EC:5.4.1.3	Pseudorhodoferax
EC:5.4.2.10	Ruminiclostridium_1
EC:5.4.2.12	Pseudomonas
EC:5.4.2.12	Simplicispira
EC:5.4.2.12	Ruminiclostridium_1
EC:5.4.2.12	Achromobacter
EC:5.4.2.12	Blastomonas
EC:5.4.2.12	Pseudorhodoferax
EC:5.4.2.12	Propionibacterium
EC:5.4.2.12	Methylocystis
EC:5.4.2.12	Caulobacter
EC:5.4.2.2	Silanimonas
EC:5.4.2.2	Ruminiclostridium_1
EC:5.4.2.2	Pseudoxanthomonas
EC:5.4.2.2	Geothrix
EC:5.4.2.2	Gelria
EC:5.4.2.2	Azospira
EC:5.4.2.6	Gelria
EC:5.4.2.7	Ruminiclostridium_1
EC:5.4.2.8	Propionivibrio
EC:5.4.2.8	Geothrix
EC:5.4.2.8	Gelria
EC:5.4.2.8	Desulfotomaculum
EC:5.4.2.8	Methylocystis
EC:5.4.2.8	Azospira
EC:5.4.2.8	Smithella
EC:5.4.3.2	Gelria
EC:5.4.3.5	Propionibacterium
EC:5.4.3.8	Ruminiclostridium_1
EC:5.4.3.8	Gelria
EC:5.4.99.12	Ruminiclostridium_1
EC:5.4.99.15	Variovorax
EC:5.4.99.15	Pseudorhodoferax
EC:5.4.99.15	Methylocystis
EC:5.4.99.16	Methylocystis
EC:5.4.99.17	Desulfovibrio
EC:5.4.99.18	Ruminiclostridium_1
EC:5.4.99.19	Simplicispira
EC:5.4.99.19	Dechloromonas
EC:5.4.99.19	Silanimonas
EC:5.4.99.19	Propionivibrio
EC:5.4.99.19	Ruminiclostridium_1
EC:5.4.99.19	Bacillus
EC:5.4.99.19	Brevundimonas
EC:5.4.99.19	Variovorax
EC:5.4.99.19	Phenylobacterium
EC:5.4.99.19	Pseudoxanthomonas
EC:5.4.99.19	Erysipelothrix
EC:5.4.99.19	Shewanella
EC:5.4.99.19	Gelria
EC:5.4.99.19	Azospira
EC:5.4.99.19	Caulobacter
EC:5.4.99.2	Silanimonas
EC:5.4.99.2	Geothrix
EC:5.4.99.2	Gelria
EC:5.4.99.2	Desulfotomaculum
EC:5.4.99.20	Simplicispira
EC:5.4.99.20	Acidovorax
EC:5.4.99.20	Dechloromonas
EC:5.4.99.20	Silanimonas
EC:5.4.99.20	Blastomonas
EC:5.4.99.20	Variovorax
EC:5.4.99.20	Pseudoxanthomonas
EC:5.4.99.20	Shewanella
EC:5.4.99.20	Azospira
EC:5.4.99.20	Sphingopyxis
EC:5.4.99.20	Novosphingobium
EC:5.4.99.21	Silanimonas
EC:5.4.99.21	Ruminiclostridium_1
EC:5.4.99.21	Nitrospira
EC:5.4.99.22	Simplicispira
EC:5.4.99.22	Acidovorax
EC:5.4.99.22	Dechloromonas
EC:5.4.99.22	Desulfobulbus
EC:5.4.99.22	Silanimonas
EC:5.4.99.22	Propionivibrio
EC:5.4.99.22	Achromobacter
EC:5.4.99.22	Blastomonas
EC:5.4.99.22	Bradyrhizobium
EC:5.4.99.22	Sphingomonas
EC:5.4.99.22	Brevundimonas
EC:5.4.99.22	Paracoccus
EC:5.4.99.22	Variovorax
EC:5.4.99.22	Nitrospira
EC:5.4.99.22	Desulfovibrio
EC:5.4.99.22	Phenylobacterium
EC:5.4.99.22	Pseudoxanthomonas
EC:5.4.99.22	Erysipelothrix
EC:5.4.99.22	Geothrix
EC:5.4.99.22	Acetobacterium
EC:5.4.99.22	Gelria
EC:5.4.99.22	Desulfotomaculum
EC:5.4.99.22	Pseudorhodoferax
EC:5.4.99.22	Propionibacterium
EC:5.4.99.22	Methylocystis
EC:5.4.99.22	Azospira
EC:5.4.99.22	Smithella
EC:5.4.99.22	Sphingopyxis
EC:5.4.99.22	Caulobacter
EC:5.4.99.22	Novosphingobium
EC:5.4.99.23	Simplicispira
EC:5.4.99.23	Acidovorax
EC:5.4.99.23	Dechloromonas
EC:5.4.99.23	Desulfobulbus
EC:5.4.99.23	Silanimonas
EC:5.4.99.23	Propionivibrio
EC:5.4.99.23	Ruminiclostridium_1
EC:5.4.99.23	Achromobacter
EC:5.4.99.23	Brevundimonas
EC:5.4.99.23	Paracoccus
EC:5.4.99.23	Variovorax
EC:5.4.99.23	Nitrospira
EC:5.4.99.23	Phenylobacterium
EC:5.4.99.23	Pseudoxanthomonas
EC:5.4.99.23	Geothrix
EC:5.4.99.23	Shewanella
EC:5.4.99.23	Gelria
EC:5.4.99.23	Micrococcus
EC:5.4.99.23	Desulfotomaculum
EC:5.4.99.23	Pseudorhodoferax
EC:5.4.99.23	Propionibacterium
EC:5.4.99.23	Methylocystis
EC:5.4.99.23	Azospira
EC:5.4.99.23	Smithella
EC:5.4.99.23	Caulobacter
EC:5.4.99.24	Simplicispira
EC:5.4.99.24	Acidovorax
EC:5.4.99.24	Silanimonas
EC:5.4.99.24	Propionivibrio
EC:5.4.99.24	Ruminiclostridium_1
EC:5.4.99.24	Achromobacter
EC:5.4.99.24	Blastomonas
EC:5.4.99.24	Bradyrhizobium
EC:5.4.99.24	Paracoccus
EC:5.4.99.24	Phenylobacterium
EC:5.4.99.24	Acetobacterium
EC:5.4.99.24	Shewanella
EC:5.4.99.24	Pseudorhodoferax
EC:5.4.99.24	Methylocystis
EC:5.4.99.24	Azospira
EC:5.4.99.24	Caulobacter
EC:5.4.99.25	Ruminiclostridium_1
EC:5.4.99.26	Propionivibrio
EC:5.4.99.28	Desulfobulbus
EC:5.4.99.28	Silanimonas
EC:5.4.99.28	Blastomonas
EC:5.4.99.28	Paracoccus
EC:5.4.99.28	Desulfovibrio
EC:5.4.99.28	Pseudoxanthomonas
EC:5.4.99.28	Propionibacterium
EC:5.4.99.28	Methylocystis
EC:5.4.99.28	Caulobacter
EC:5.4.99.29	Desulfobulbus
EC:5.4.99.29	Silanimonas
EC:5.4.99.29	Blastomonas
EC:5.4.99.29	Paracoccus
EC:5.4.99.29	Desulfovibrio
EC:5.4.99.29	Pseudoxanthomonas
EC:5.4.99.29	Propionibacterium
EC:5.4.99.29	Methylocystis
EC:5.4.99.29	Caulobacter
EC:5.4.99.5	Desulfobulbus
EC:5.4.99.5	Ruminiclostridium_1
EC:5.4.99.5	Nitrospira
EC:5.4.99.5	Desulfovibrio
EC:5.4.99.5	Geothrix
EC:5.4.99.60	Dechloromonas
EC:5.4.99.60	Desulfobulbus
EC:5.4.99.60	Propionivibrio
EC:5.4.99.60	Ruminiclostridium_1
EC:5.4.99.60	Paracoccus
EC:5.4.99.60	Acetobacterium
EC:5.4.99.60	Gelria
EC:5.4.99.60	Desulfotomaculum
EC:5.4.99.60	Propionibacterium
EC:5.4.99.60	Methylocystis
EC:5.4.99.60	Azospira
EC:5.4.99.61	Dechloromonas
EC:5.4.99.61	Propionivibrio
EC:5.4.99.61	Ruminiclostridium_1
EC:5.4.99.61	Gelria
EC:5.4.99.61	Azospira
EC:5.4.99.62	Gelria
EC:5.4.99.62	Propionibacterium
EC:5.4.99.9	Ruminiclostridium_1
EC:5.4.99.9	Pseudorhodoferax
EC:5.5.1.19	Blastomonas
EC:5.5.1.19	Variovorax
EC:5.5.1.4	Geothrix
EC:5.99.1.2	Simplicispira
EC:5.99.1.2	Acidovorax
EC:5.99.1.2	Dechloromonas
EC:5.99.1.2	Desulfobulbus
EC:5.99.1.2	Silanimonas
EC:5.99.1.2	Propionivibrio
EC:5.99.1.2	Ruminiclostridium_1
EC:5.99.1.2	Blastomonas
EC:5.99.1.2	Bradyrhizobium
EC:5.99.1.2	Sphingomonas
EC:5.99.1.2	Desulfovibrio
EC:5.99.1.2	Phenylobacterium
EC:5.99.1.2	Pseudoxanthomonas
EC:5.99.1.2	Geothrix
EC:5.99.1.2	Acetobacterium
EC:5.99.1.2	Gelria
EC:5.99.1.2	Desulfotomaculum
EC:5.99.1.2	Pseudorhodoferax
EC:5.99.1.2	Propionibacterium
EC:5.99.1.2	Methylocystis
EC:5.99.1.2	Azospira
EC:5.99.1.2	Novosphingobium
EC:5.99.1.3	Simplicispira
EC:5.99.1.3	Acidovorax
EC:5.99.1.3	Dechloromonas
EC:5.99.1.3	Silanimonas
EC:5.99.1.3	Propionivibrio
EC:5.99.1.3	Ruminiclostridium_1
EC:5.99.1.3	Achromobacter
EC:5.99.1.3	Blastomonas
EC:5.99.1.3	Bradyrhizobium
EC:5.99.1.3	Paracoccus
EC:5.99.1.3	Nitrospira
EC:5.99.1.3	Desulfovibrio
EC:5.99.1.3	Pseudoxanthomonas
EC:5.99.1.3	Erysipelothrix
EC:5.99.1.3	Geothrix
EC:5.99.1.3	Acetobacterium
EC:5.99.1.3	Shewanella
EC:5.99.1.3	Gelria
EC:5.99.1.3	Desulfotomaculum
EC:5.99.1.3	Pseudorhodoferax
EC:5.99.1.3	Propionibacterium
EC:5.99.1.3	Methylocystis
EC:5.99.1.3	Azospira
EC:5.99.1.3	Smithella
EC:5.99.1.3	Sphingopyxis
EC:5.99.1.3	Caulobacter
EC:5.99.1.3	Novosphingobium
EC:6.1.1.1	Ruminiclostridium_1
EC:6.1.1.1	Bacillus
EC:6.1.1.10	Ruminiclostridium_1
EC:6.1.1.11	Ruminiclostridium_1
EC:6.1.1.12	Simplicispira
EC:6.1.1.12	Propionivibrio
EC:6.1.1.12	Ruminiclostridium_1
EC:6.1.1.12	Blastomonas
EC:6.1.1.12	Paracoccus
EC:6.1.1.12	Desulfovibrio
EC:6.1.1.12	Gelria
EC:6.1.1.12	Desulfotomaculum
EC:6.1.1.12	Pseudorhodoferax
EC:6.1.1.12	Propionibacterium
EC:6.1.1.12	Methylocystis
EC:6.1.1.12	Azospira
EC:6.1.1.12	Smithella
EC:6.1.1.12	Sphingopyxis
EC:6.1.1.13	Variovorax
EC:6.1.1.14	Ruminiclostridium_1
EC:6.1.1.15	Ruminiclostridium_1
EC:6.1.1.16	Ruminiclostridium_1
EC:6.1.1.17	Ruminiclostridium_1
EC:6.1.1.18	Ruminiclostridium_1
EC:6.1.1.19	Ruminiclostridium_1
EC:6.1.1.2	Ruminiclostridium_1
EC:6.1.1.20	Ruminiclostridium_1
EC:6.1.1.21	Ruminiclostridium_1
EC:6.1.1.22	Ruminiclostridium_1
EC:6.1.1.24	Erysipelothrix
EC:6.1.1.24	Acetobacterium
EC:6.1.1.24	Desulfotomaculum
EC:6.1.1.24	Staphylococcus
EC:6.1.1.3	Ruminiclostridium_1
EC:6.1.1.4	Ruminiclostridium_1
EC:6.1.1.5	Ruminiclostridium_1
EC:6.1.1.6	Ruminiclostridium_1
EC:6.1.1.7	Ruminiclostridium_1
EC:6.1.1.9	Ruminiclostridium_1
EC:6.2.1.1	Gelria
EC:6.2.1.14	Propionibacterium
EC:6.2.1.16	Methylocystis
EC:6.2.1.17	Methylocystis
EC:6.2.1.25	Pseudorhodoferax
EC:6.2.1.26	Pseudorhodoferax
EC:6.2.1.3	Desulfobulbus
EC:6.2.1.3	Ruminiclostridium_1
EC:6.2.1.3	Blastomonas
EC:6.2.1.3	Gelria
EC:6.2.1.30	Blastomonas
EC:6.2.1.30	Gelria
EC:6.2.1.30	Methylocystis
EC:6.2.1.32	Pseudorhodoferax
EC:6.2.1.34	Blastomonas
EC:6.2.1.34	Pseudorhodoferax
EC:6.2.1.36	Blastomonas
EC:6.3.1.1	Ruminiclostridium_1
EC:6.3.1.10	Simplicispira
EC:6.3.1.10	Acidovorax
EC:6.3.1.10	Dechloromonas
EC:6.3.1.10	Desulfobulbus
EC:6.3.1.10	Propionivibrio
EC:6.3.1.10	Ruminiclostridium_1
EC:6.3.1.10	Blastomonas
EC:6.3.1.10	Bacillus
EC:6.3.1.10	Bradyrhizobium
EC:6.3.1.10	Sphingomonas
EC:6.3.1.10	Brevundimonas
EC:6.3.1.10	Paracoccus
EC:6.3.1.10	Variovorax
EC:6.3.1.10	Nitrospira
EC:6.3.1.10	Desulfovibrio
EC:6.3.1.10	Phenylobacterium
EC:6.3.1.10	Acetobacterium
EC:6.3.1.10	Gelria
EC:6.3.1.10	Desulfotomaculum
EC:6.3.1.10	Pseudorhodoferax
EC:6.3.1.10	Propionibacterium
EC:6.3.1.10	Methylocystis
EC:6.3.1.10	Azospira
EC:6.3.1.10	Smithella
EC:6.3.1.10	Caulobacter
EC:6.3.1.10	Novosphingobium
EC:6.3.1.2	Ruminiclostridium_1
EC:6.3.1.5	Pseudomonas
EC:6.3.1.5	Dechloromonas
EC:6.3.1.5	Silanimonas
EC:6.3.1.5	Propionivibrio
EC:6.3.1.5	Blastomonas
EC:6.3.1.5	Geothrix
EC:6.3.1.5	Methylocystis
EC:6.3.1.5	Azospira
EC:6.3.2.10	Ruminiclostridium_1
EC:6.3.2.12	Desulfobulbus
EC:6.3.2.12	Ruminiclostridium_1
EC:6.3.2.12	Nitrospira
EC:6.3.2.12	Desulfovibrio
EC:6.3.2.12	Erysipelothrix
EC:6.3.2.12	Geothrix
EC:6.3.2.12	Acetobacterium
EC:6.3.2.12	Gelria
EC:6.3.2.12	Micrococcus
EC:6.3.2.12	Desulfotomaculum
EC:6.3.2.12	Propionibacterium
EC:6.3.2.12	Smithella
EC:6.3.2.13	Ruminiclostridium_1
EC:6.3.2.13	Erysipelothrix
EC:6.3.2.13	Acetobacterium
EC:6.3.2.17	Ruminiclostridium_1
EC:6.3.2.32	Acetobacterium
EC:6.3.2.32	Shewanella
EC:6.3.2.35	Erysipelothrix
EC:6.3.2.4	Ruminiclostridium_1
EC:6.3.2.5	Ruminiclostridium_1
EC:6.3.2.6	Ruminiclostridium_1
EC:6.3.2.8	Ruminiclostridium_1
EC:6.3.2.9	Ruminiclostridium_1
EC:6.3.2.9	Pseudoxanthomonas
EC:6.3.3.1	Ruminiclostridium_1
EC:6.3.3.2	Ruminiclostridium_1
EC:6.3.3.2	Smithella
EC:6.3.3.3	Propionibacterium
EC:6.3.4.13	Ruminiclostridium_1
EC:6.3.4.14	Gelria
EC:6.3.4.15	Ruminiclostridium_1
EC:6.3.4.15	Geothrix
EC:6.3.4.19	Ruminiclostridium_1
EC:6.3.4.2	Ruminiclostridium_1
EC:6.3.4.20	Gelria
EC:6.3.4.21	Simplicispira
EC:6.3.4.21	Ruminiclostridium_1
EC:6.3.4.21	Geothrix
EC:6.3.4.21	Smithella
EC:6.3.4.3	Ruminiclostridium_1
EC:6.3.4.4	Ruminiclostridium_1
EC:6.3.4.5	Ruminiclostridium_1
EC:6.3.4.6	Silanimonas
EC:6.3.5.1	Ruminiclostridium_1
EC:6.3.5.10	Pseudomonas
EC:6.3.5.10	Simplicispira
EC:6.3.5.10	Acidovorax
EC:6.3.5.10	Dechloromonas
EC:6.3.5.10	Desulfobulbus
EC:6.3.5.10	Propionivibrio
EC:6.3.5.10	Ruminiclostridium_1
EC:6.3.5.10	Blastomonas
EC:6.3.5.10	Bacillus
EC:6.3.5.10	Bradyrhizobium
EC:6.3.5.10	Sphingomonas
EC:6.3.5.10	Brevundimonas
EC:6.3.5.10	Paracoccus
EC:6.3.5.10	Variovorax
EC:6.3.5.10	Nitrospira
EC:6.3.5.10	Phenylobacterium
EC:6.3.5.10	Acetobacterium
EC:6.3.5.10	Shewanella
EC:6.3.5.10	Gelria
EC:6.3.5.10	Desulfotomaculum
EC:6.3.5.10	Pseudorhodoferax
EC:6.3.5.10	Methylocystis
EC:6.3.5.10	Azospira
EC:6.3.5.10	Caulobacter
EC:6.3.5.10	Novosphingobium
EC:6.3.5.11	Pseudomonas
EC:6.3.5.11	Simplicispira
EC:6.3.5.11	Silanimonas
EC:6.3.5.11	Ruminiclostridium_1
EC:6.3.5.11	Bradyrhizobium
EC:6.3.5.11	Paracoccus
EC:6.3.5.11	Gelria
EC:6.3.5.11	Pseudorhodoferax
EC:6.3.5.11	Propionibacterium
EC:6.3.5.11	Methylocystis
EC:6.3.5.2	Ruminiclostridium_1
EC:6.3.5.3	Ruminiclostridium_1
