pathway	site_1	site_2	site_3	site_4	site_5	site_6	site_7	site_8	site_9	site_10	site_11	site_12	site_13	site_14	site_15	site_16	site_17	site_18	site_19	site_20	site_21	site_22	site_23	site_24	site_25	site_26	site_27	site_28	site_29	site_30	site_31	site_32	site_33	site_34	site_35	site_36	site_37	site_38	site_39	site_40	site_41	site_42	site_43	site_44	site_45	site_46	site_47	site_48	site_49	site_50	site_51	site_52	site_53	site_54	site_55	site_56	site_57	site_58	site_59	site_60	site_61	site_62	site_63	site_64	site_65	site_66	site_67	site_68	site_69	site_70
HISTSYN-PWY	690792.4804702591	692686.7814307528	689970.157426311	533188.8979523856	522438.9284184173	494870.5664684661	669262.1613361187	494857.6189751819	724386.6266965604	529383.5111368661	578054.8982693084	459684.7753002596	705278.9292554685	512026.8562990781	708544.1793212205	831430.2109830221	694100.1317476045	767666.3691010245	543622.720078667	853718.3617007621	518948.37613890367	434938.86668999936	733094.0349506072	700224.0278576857	817673.8352649602	507438.44395044405	823082.3305340562	659950.911880239	790903.9495006267	453603.9022999524	966819.1034842262	661459.9873139793	750846.8362611132	825682.7760039023	454252.8135601793	713680.993836421	742847.1773230699	617351.2356567974	922333.9867982232	949148.2626587308	973244.0306366765	707731.6410186752	554805.6130922611	906377.4015981059	804065.3524105853	551878.8652012653	828431.5419042085	836898.6420051602	711065.4745797022	1060924.2252519052	915378.4257720463	785225.4926867628	918973.4458558678	666257.4780752879	675410.5357576149	641634.7951747546	780084.4515470128	760236.2978951791	803738.9111501883	364734.6101507295	735058.4348508298	698344.2810144674	701699.650914185	756416.1202991327	496548.78249046445	443631.3585439804	136675.39255780098	584816.8234146967	164501.36120644448	151637.58004984385
HOMOSER-METSYN-PWY	189281.44030724178	456651.14776774705	421189.7761734143	464236.2964851808	407153.9572722925	227116.28389372615	228067.0904071803	243115.00785458152	257175.26223356303	122928.65812030644	330846.31304190384	144209.40768718853	142958.01125611094	306654.3569105091	281472.9518000503	374476.9550213256	349484.785556286	853479.8632165362	6520.834511725665	445549.66484749183	73818.24506444497	218505.9660528416	383729.38437486347	165855.85037274857	561776.969734536	217965.55284839473	708583.2267601317	257469.05762510543	653954.9492852767	141737.44473146106	179026.9729530492	440216.44233533466	304382.71601519646	773069.858464458	127587.56996441321	298442.4947076026	345338.8921712645	126044.21030667768	35071.759137937	179486.86747090064	252026.9661838446	205871.45134389284	176524.79396133675	102254.29580889853	202205.3358974054	333201.70532431215	158763.1092682913	194812.2142251239	358975.22844717186	906069.4922560162	222935.6563983094	8398.954802147087	146387.76144261958	2693.889323030973	51768.535631594925	263017.1074144848	450294.67715836724	250548.13853092867	233702.1291008656	186508.95858126317	420739.14669243013	221891.58649118248	306404.1898531805	314630.6254087332	219690.8386840035	157957.2248946842	40137.861869110726	302275.9947552608	12035.672209026128	63729.16666666667
HSERMETANA-PWY	808975.5309105746	894962.95176338	932219.7327854511	583367.3853610104	652081.3561253274	435288.767635877	612059.1738431857	461434.0195078777	818708.1145411364	560763.0613906275	378055.8362862523	306239.2973011378	620974.1757602801	366504.8548942722	463817.530611537	653065.683631518	448146.4876622375	950993.950373093	764093.0501968318	870823.0875315234	632108.9664166268	413481.7557730563	462775.05265808146	579644.3747876227	759979.5802468287	538882.7918410854	1947637.2681469084	698165.0801763379	684788.6374524793	435841.73258112627	1226867.3118952618	1100901.019781353	818403.427114742	1001919.0468835843	390290.004163918	926296.5055124182	662760.772016135	763753.5465283414	1082358.0859822112	187351.7451628374	957407.4656008581	761909.098526137	872777.3641301901	910229.7096550824	1012440.5638487474	457157.3496102148	921310.7630429511	1371295.4487459678	885478.5081799167	1164546.8148498652	223441.95170785973	1114013.91920249	927290.2557459779	621157.6756684453	617554.8965957456	658909.6992155301	791170.3302517141	746918.6545224522	746609.580083865	217715.9702385078	743134.7898270532	800417.1354747576	729451.3606992979	852996.9437512604	482394.1030364933	562015.8480107016	177468.40957194738	632674.3101474439	170936.9788948615	145106.52822633824
ILEUSYN-PWY	1121335.2570787144	1414323.5882295875	1376114.7787270725	974528.6298293784	1033720.1668057939	1040901.8585957452	1492117.086705989	1106438.4593012144	1514621.5394917212	1264280.1370675021	852269.2637335296	689190.9018748627	1108627.0884036794	678400.9056622917	891203.6812065312	1479600.9306385096	849204.2595189259	1101067.2918592715	704342.2834641633	1352168.293160649	738145.0998874285	833417.64608659	1046301.3038337525	1064236.6424542754	1224922.2759465678	840542.185949552	1997614.9985788949	1077492.5428210325	997577.7202642502	637989.3333745942	1445087.6069323206	1431562.040068542	1422733.3610389016	1243480.9350605006	756796.441893172	1607226.303022251	1541648.870908802	1066626.044534018	1144883.1934101714	1311277.6758962893	1306292.6163341864	1060303.5951358976	949143.4096635509	1101673.2410291955	1810181.9899291717	901864.8937512683	1047839.3471452348	1317270.7850439658	1288841.5413684775	1383830.3005812997	1024764.9282189455	1983576.5939249303	1261210.5548841357	1084280.501717107	1219507.055432996	1155517.482327666	1302358.388560519	1212579.1311997266	1203077.8616816802	469649.12872642913	1347223.368325082	1429173.5479977264	1338092.2392815868	1144669.3696088805	798897.5265293934	809324.100819198	210827.46528607752	1131759.8381739648	281477.804212063	229585.0212760339
KDO-NAGLIPASYN-PWY	956.0788365622819	1177.3035916001202	1196.4859938144348	11345.524443778198	1466.5497530419252	0.0	1033.3763769139941	0.0	1768.3833092130321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	894.0469116748261	0.0	0.0	0.0	0.0	0.0	0.0	178.57295000597622	0.0	0.0	381.9913950596607	0.0	0.0	0.0	0.0	240.7856492974251	0.0	0.0	267.4030657290435	159.08157055861722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	494.7108391719986	0.0	0.0	0.0	0.0	0.0	341.19243233151866	310.99392031609193	0.0	0.0	39.117750517773764	0.0	0.0	0.0	0.0	43.504399371458426	47.11500909056845	0.0	0.0
KETOGLUCONMET-PWY	95622.34893596213	176263.74496306936	171065.3272293083	160064.87608710263	158123.14414111365	0.0	108864.30686007085	0.0	156826.8337720164	0.0	17622.776464355255	37910.5874989343	28807.57563234135	7391.788025942082	27779.465022832777	23585.82198665428	14258.402774682107	148435.8116757545	0.0	15619.660276154049	9300.40311903915	89398.62147934885	24072.11726770776	23096.802236871736	105428.99629976234	9931.306185129024	149999.65205997686	127672.06281653148	5762.946577664187	15475.770032438557	29594.830632882382	89663.36104343283	229710.20261611525	69999.55182072829	6874.0094684955	135879.49843885828	107497.82040958894	89524.59038515	73262.6707830899	12246.714152765699	39646.448848457694	8543.602747950357	332278.41285640054	5878.216560509554	92695.78942059203	11878.171998889056	6935.359267798124	373507.0933137187	82456.57593487663	0.0	507.844852110991	72078.78036363029	0.0	1248.0518977634176	2631.1873469102106	21888.399375857374	43512.942533314126	78199.53949591663	87690.10358298851	4028.080838087841	37354.89130339358	49744.51690902864	52943.176688284824	68390.99871053617	43884.75556573811	7465.736866573687	40359.32313188553	105.96479293602661	0.0	18261.207928442134
LACTOSECAT-PWY	8567.314285714283	31265.828571428567	21296.914285714283	94708.8	27097.600000000002	0.0	8943.133874943482	0.0	8925.761586168563	0.0	4335.463609530735	1727.258797999811	2697.5441963263247	40093.81654796462	5031.520333186863	2453.403445930035	27371.426764041687	5608.914285714286	33.14285714285714	990.8571428571428	1.8285714285714285	2999.4944532721593	31306.148417964876	6277.485714285715	1465.3714285714286	0.0	3352.2285714285713	1386.1549541624224	3991.7714285714287	1793.3714285714289	0.0	43912.91428571429	17272.685714285715	10285.714285714284	2795.2	8414.400000000001	7470.171428571429	175.77142857142857	752.4571428571429	1248.4586664319077	317.7142857142857	13084.858247678158	225.82857142857142	0.0	8134.628571428571	1005.0285714285714	11254.203489636968	96.22857142857143	0.0	370.28571428571433	48003.200000000004	0.0	17174.628571428573	47.77142857142857	103.31428571428572	7888.0	1092.5714285714287	1142.1714285714288	2722.514285714285	2133.6954320308205	255.08571428571426	76.11228070175437	528.0	0.0	2239.7714285714283	0.0	0.0	0.0	0.0	0.0
LEU-DEG2-PWY	675673.6621965533	578683.7356081366	616313.2726163522	339207.77638193296	414499.48621178523	377004.7740544806	463118.99851186277	173739.04205660283	645384.0609218566	526088.5682694467	284606.1426457948	230593.5983352537	480882.625352607	98969.7210733123	158087.89391666613	725454.2032585931	294175.624585154	818970.317717486	557366.5070463299	696548.1648915033	497445.8630842408	553543.4425053265	193366.06448093808	271188.83457214385	630594.8534292842	507942.0217069126	1061926.7789708138	575265.6027527782	271104.8421161916	401757.9769018574	1067426.1015764303	584446.7351229474	547021.4892809454	932275.2094257151	273001.65007595206	458108.8247324802	352973.6763048785	456333.644719429	921413.3793557478	146895.4863764334	896419.579245772	446260.9065916231	742876.5202229853	898280.0593955133	1027505.2634652103	536053.6131476565	642846.2026031325	1081978.2163945867	485448.85589536873	481584.2898168387	51366.38309361626	1117848.6080931409	46816.66659755008	555212.6353215268	585384.1886114641	657906.6505282714	572592.4650343617	616967.5826635705	570558.8226795308	119258.66006839949	815976.0392655357	531859.1192127498	472224.4114592033	296351.23680932156	381885.89740166755	416483.58281048405	171627.70993793136	697487.7625534816	158857.89908995587	151182.11642538934
MET-SAM-PWY	317434.83721554006	604666.5452325816	571780.9817940677	545945.51036498	504257.26777921425	350436.18618632556	377039.421714553	352012.7666784441	396932.47955727705	215961.88643047644	435690.5621333363	226013.19823042024	269145.16239098087	384234.71351000835	370521.50466958014	555596.1735421553	473406.9903718756	857883.0628533366	14952.514998231596	564045.8860245246	112465.92998824545	309153.33283482195	490989.7351496198	252708.4032924404	663201.1488549437	310339.3746307827	775709.8433915449	385459.7598432877	738571.0257410026	218317.90951629478	332859.612059199	559358.3517284254	467083.2940298621	785365.7449805738	180170.33495753858	477542.21376281383	505813.01543850277	230040.21289539867	74098.24013494741	255585.39462520301	375144.8917737244	332698.406671721	288817.7703466398	158995.86783984434	348857.695061941	401300.7316090694	247295.4253914365	349363.5349526731	464352.6516205937	910467.4783945984	305245.38574642874	19320.499559903357	209644.49142301476	6248.962170050824	108598.80308124653	379359.09967162146	579813.4089664737	394266.55064664996	382009.7609785808	235825.90630604335	523738.53980901354	373204.4226876318	462844.3994996062	416235.83053235593	340485.42101030017	273440.8772445837	68515.62722147463	414622.9950560748	25605.503467723855	95907.86211741624
METH-ACETATE-PWY	44590.760291490325	2054.522603385914	2693.498851753878	2124.3786948806082	2582.6122152717903	54622.96904887999	4264.5437498182955	283099.15476893855	8440.174624751176	0.0	11710.060978723093	107976.1537823871	7715.103664875886	81904.01979921055	19856.301622801628	19528.453471167955	12330.015405463408	4169.678722012212	0.0	0.0	22615.154444014417	6415.309375147839	10700.452775060434	240481.8859334048	15234.950924847055	1894.3396384763178	0.0	46593.40585324995	47630.60099358036	70092.61099956806	0.0	13448.58252612256	31724.189550195442	0.0	206559.8119542457	25606.13970145383	117537.43842328731	294150.3424771753	29032.333259298925	14305.153575524422	0.0	127486.49385761094	14407.58869199141	0.0	0.0	513.2525505962332	22980.21293220163	25562.3619727465	105765.9330052645	0.0	0.0	3.9999874956019297	0.0	0.0	0.0	95099.63417013547	33798.81105034593	12070.83117636495	9154.453111525383	235726.70597839428	185.47439341569145	81178.59680585188	64797.25525689098	20198.308842406557	124183.41828128422	424351.3371333247	0.0	0.0	14550.070330143648	28440.78210959634
METHGLYUT-PWY	16378.875402763415	18954.30431642151	11355.604563085597	8855.504797699765	13253.860162010385	0.0	12732.860722419748	0.0	12806.558551644679	0.0	4978.94545841249	1573.7930699424014	3934.439497874086	7126.741120628587	25590.900406386354	6800.000866326927	9801.040630461745	12990.46080131057	0.0	342.16421069997364	638.6659432270943	8035.689738217448	13584.586239075403	1264.1798387517397	4356.081383816182	7.22218251878076	52297.65072041286	4190.037630995173	1818.5662407389361	1949.2982221696307	0.0	859.843647638892	1653.9639256383805	0.0	90.36322080066074	1614.1036192522129	1044.1001136225598	9276.048096556617	8529.677014950328	11103.030841819038	23.63471623901039	1604.1858196604499	10847.812363179451	0.0	15155.958504567798	104.58955434986626	887.2477516333536	66621.85806003472	0.0	0.0	0.0	19.99764898467455	0.0	0.0	81.23214265558134	5269.718555564299	5084.463706073197	4325.186156726063	7826.846069943107	1296.1936157700186	1892.298588423773	1368.3479393672505	1666.850200943988	0.0	0.0	0.0	0.0	0.0	0.0	0.0
METHYLGALLATE-DEGRADATION-PWY	98286.25887250234	36678.243320227695	83678.2288490099	61920.324908350696	44388.92752780498	105787.27842443179	40040.74909923897	38368.634296763485	56292.96470292791	110793.16430450612	35643.852185897194	54658.46492316339	64785.7958607375	12924.201774994957	27443.834743793363	286441.0396633072	19162.507779518335	67554.18881486582	7072.078473013523	262717.17935732385	21352.608315383837	37774.13701962273	116766.66386037522	41424.589908655675	86783.27517173062	203598.0314445968	79.9918794397231	150411.41712821348	139506.3986390497	74678.75278033619	162019.01648917526	92369.86587407807	259429.5994444884	750479.8606574141	47376.792228778584	164043.05956871551	161802.08876707623	41537.74349026193	32438.050813854872	8094.603556919202	133319.04097619053	69110.4145970238	90877.7756819501	36265.15556215669	539.2473667291858	206605.43392772874	45098.30783203643	413919.8568652528	118020.01475917552	798926.4173635747	1642.4040809481937	1226.4528240683806	0.0	58502.08591598782	81046.84490526149	120779.65046955297	331160.0512875295	155849.22203672532	128922.20250618072	57993.778564958484	115877.8441367835	254954.78049134384	212061.9389281311	152208.3527725411	113171.7475241453	194215.91860518995	64219.997295551664	151133.0791342193	27497.8102189781	59639.04645970814
NAD-BIOSYNTHESIS-II	125867.48499438234	46658.25542261501	90590.81278001642	75675.85651609379	62574.174303421576	146689.328683844	175670.59866319143	0.0	81238.14612501017	0.0	11133.224604661686	10127.36529796513	19710.692434508772	1006.7970154012853	11421.442441847017	10944.310817120162	4181.447753834298	103261.26912023094	392223.1537326138	23827.418973796706	9728.047017914865	5092.91570629858	12344.124950762489	38718.42792357337	83049.37146860584	233817.20715947173	132723.59299446683	183502.50802940663	4002.9937690515294	11191.707280078635	235326.23104821253	63333.64830867981	243751.8177593665	187052.15919526122	19899.31412495473	107646.31770419943	180823.08963409756	72179.61142565825	59212.73946845153	106595.51015740777	150856.02647631327	5223.704455535564	204663.4198013311	41783.91622512794	604653.22781216	167705.75661087874	12095.656349305593	332228.7813867072	102419.15094642046	0.0	32575.766036513964	207.97839642431708	18998.835122488807	49493.353829154155	5949.458553919642	329004.9892127228	29870.075320157142	136093.71473418063	121469.64894386147	3031.4907264202534	166834.55925519226	277260.77225276106	227029.18869160916	212117.25608195688	65639.55180209038	255255.49094087016	67002.5390547127	389143.2525300337	44730.689478023705	26801.045826972197
NADSYN-PWY	102651.43910277139	102015.49916843156	115259.98648677126	82111.72834954619	116080.98490412626	171219.78579954393	127430.3418012898	0.0	135708.5338487828	0.0	40220.102507722455	16023.70645800355	96108.46652914982	25931.88312237416	22900.247109902484	103722.5468682816	34440.6066219534	479692.2418383624	348801.91111603583	1677.4177509622307	9599.630482151557	140134.81099364406	37289.79568963196	595.3082191310942	192087.05415296712	1733.1473972295169	60909.682834743115	73219.49953830955	11163.52055361303	11808.105538410824	5748.49743535987	28387.979529955846	39254.910472727584	0.0	568.3554500117376	44342.27617264879	22905.491825516096	13156.441874056352	12291.020073396969	0.0	16614.078093626173	9443.87966911323	16422.360370332073	0.0	103.9692683730958	2053.0672439914547	6553.358094506587	127296.76075737324	29083.61098568629	70.39144672747312	34343.028748229415	598115.3971586267	17002.368541093827	151.8800386349317	553.6680199670797	26034.180402450264	36738.236439588116	27249.89552707953	34888.475925955376	23404.133725149815	44716.11118711632	24851.749784816966	23481.89619080818	0.0	4249.256837358606	0.0	4880.468930196102	2932.975349066814	0.0	0.0
NAGLIPASYN-PWY	602560.6631816456	403470.63852869644	375300.0394109252	249017.9764126009	305477.8373846321	610325.0	773239.2286591689	493551.12997581414	611402.4739001315	442784.9960282771	257526.94878827094	379323.8466487821	658757.883284569	92448.47706420363	124838.73989576241	593507.9722643094	294839.73695299774	622339.7009957248	327844.0	359193.0305978013	389106.2079912481	354480.40360358305	152737.15466936544	483115.44404993206	414308.7722170177	377267.1745649237	712307.7252907922	517922.47451749764	142278.8670965323	332813.42609008343	747593.4820051017	384510.59287145495	553406.6951432356	187904.6483400845	257093.2491822725	606114.4431713767	630397.1639330937	555705.2541638167	841528.1822676491	81860.27548440681	723743.8199800482	502026.6630548996	482058.4128713936	812076.6171108682	696552.6807209712	402291.3566094652	654098.0039073329	755587.3331390597	324085.13604069996	173.0	26409.537864663867	491594.80950959603	26374.53493955534	597696.5035398226	573522.1317918714	419297.5861182648	417019.1839946185	595642.2603356547	644684.2227250338	92533.9276112619	475321.20692228246	653590.2387076203	556826.5057290792	172003.93449595917	334544.62967220676	277885.0836761975	105533.82658514679	351622.09668643464	157809.37129300117	84077.50383390351
NONMEVIPP-PWY	699527.6550061116	749821.9188578824	718479.5483568086	563279.6442852694	580637.22302895	687946.6834615524	868445.1645726266	637733.3300000001	714339.1318032397	506449.99999999994	720071.838306487	696229.0553459785	703455.5917608312	535638.3646850543	699920.4437641021	789871.6950952633	539822.2800493934	747430.2746219302	503569.07109617663	928450.638775189	587906.7755555739	418702.2818286713	759252.0026665251	881570.4281445604	786965.8967507672	506949.56041571015	771335.5263483955	618130.0293484303	754708.1915581698	497249.42352648225	941205.693151186	643874.2071208694	763554.4754713019	805867.8483928259	439132.94132805476	754879.3343115165	882796.6291911264	697071.2585750612	862713.5228993855	875542.8744670353	961302.567531364	712822.0020227447	524198.3527241859	849299.0450098414	753292.105800816	563776.8387540005	815273.4322617673	778739.7653962199	794432.3182988577	970533.122023249	844007.4378984834	725617.9123563813	911672.9082972521	613681.784953973	614224.9116589961	629201.3355027935	770373.735410656	726897.6181045983	773562.7623102916	360848.6758653473	691364.8919355578	788469.5346368547	769876.5385994591	868489.8820175736	667736.8967426125	872083.6778091124	117279.6853498299	579348.1362876656	173650.0	188313.42951017787
NONOXIPENT-PWY	985970.519358777	1162356.3751435103	1081453.0169248336	836713.3811572002	859727.1287049458	895716.3128667041	1139463.8680616796	896404.079558957	998847.8115351322	621744.4372559981	872062.6251566265	1036816.4521246091	1009775.1538539538	683432.564393627	802946.7610761918	1065626.2307354568	1049781.3292586098	896168.2315315609	505751.08255056257	1197657.5900967252	790782.2630543497	573378.9647392121	920720.3101410929	1283427.6971093526	962088.6633664571	708357.6626236959	1186387.9518432182	839566.9161984673	1018309.4016399253	834851.4589749958	1088375.3537289468	1100418.5300618005	1127695.3112362032	903818.4977716915	554419.244702638	1047527.9929112815	1236134.9965732722	1615618.5833592617	1846776.0703837525	1298529.8200922962	1303821.1903484396	1696876.2038801303	847968.037683657	1130297.1437271663	982476.5473223019	793850.0065848222	2040467.9861815693	1195575.3484922133	1377692.1774492147	1232156.343561472	951260.3491183982	1154562.16098556	1157337.2452175636	693149.5164593714	704830.0271372121	791505.2391350865	1157017.6127266297	961757.0172694713	1023763.5573093276	567251.9996587384	825376.3267036239	1323015.400368436	1243575.4354425315	1349080.0842166725	1048734.627791086	1453388.685011805	177585.20615951033	715065.1359398592	235762.367999087	268490.23520578956
OANTIGEN-PWY	728005.8684468424	723415.7942752634	652529.2843956287	512910.27810605336	548977.3920468782	707487.694250437	868066.2028458894	542486.7483583436	723760.3942207509	538563.0700188607	625849.7423486221	572323.436100952	419593.6713061365	457581.21656232176	609801.8251732276	630247.6758483187	573453.2149305356	788584.6133589405	448019.070187205	827081.0281915385	575468.6757660862	393859.78492816933	648559.192485554	736868.7750927827	691021.5664798188	502665.8404260248	728517.0197508178	598719.6119746428	458525.94151223195	483588.524524076	978890.5435350239	644684.2012800295	756227.8476649519	837855.3169300953	411431.9241161553	762099.5052675487	869817.250563352	748242.6524424974	895641.0457844614	885092.0004070646	874426.4609223085	736176.870482375	570489.67690125	866954.6025568887	838036.0916824754	609788.2624179893	826297.2967308594	831613.1721334406	740638.6144260413	970561.3785674284	184706.39435519758	623782.850207261	1012472.049787522	670367.1465017527	686966.0364232596	660587.7271635964	699747.0370216749	690222.3271842219	738406.6590010042	305433.13033421815	389658.16782959655	829232.2686211205	787723.0514492121	686100.0532042102	640849.8935484793	804164.8635492261	128962.02416450132	631645.2170316823	182872.54539578018	197813.05908339235
P101-PWY	39935.78921700391	142297.24236557205	156122.99477114252	60722.32146197302	75957.77413146477	0.0	34241.79973087541	0.0	50476.18328914305	13041.43732638251	50764.31076413949	47718.036179417926	56761.94264544844	55984.94547393279	54456.00595482402	74800.01100340916	26867.69536232253	41274.09386315618	10525.78493340823	12189.57905228463	5521.056747080324	133390.03322720947	138957.06375262575	464.65444700746053	45692.61891707773	172393.07964105436	127653.67402134479	42060.000075029326	153284.21998710104	54279.80758600669	0.0	136143.10249172602	52920.860398383804	54198.23625659179	21227.26036945152	35856.15785017409	22083.792746549087	6423.048445940019	7544.003592033663	131282.425322194	12448.056813839365	50928.439954012276	59275.310640013246	11218.039408278584	617124.2605324425	4524.709676336151	37436.39724067307	4882.8039081776005	27318.03456198098	798881.1795507655	23170.95738200443	759077.7590826297	12529.52433757534	89.80481880336903	361.85374578161463	322245.58899526985	398599.0365575122	56712.817259352094	63599.83706397452	34748.184697396944	267661.82005150913	30918.548846566046	41152.48978566361	0.0	61752.68914392942	0.0	26270.659181905317	572492.9154672674	0.0	0.0
P105-PWY	886572.4515222923	1051314.9357599092	1013803.9199670119	744966.9936315308	779702.7588720724	772031.9794497452	1003204.1494473927	464900.03227570327	866575.9808005912	643127.8989953911	586112.3753797073	464305.70412130444	591361.446323002	366962.9269342327	812342.3752078773	904593.1487766226	862507.9114375655	1044399.6243933553	738556.9920861945	1120965.8247932312	700816.141998688	509580.54521351564	923914.3246680263	643424.9852551186	1017755.9936067547	719325.5625396185	1126537.1281998982	801977.2150927113	938098.296604636	534602.5237166916	1309957.804614091	990490.3826542352	1062888.1633361087	1114711.3875882598	435599.2512862454	824859.3558891502	1073687.5233406043	562517.3897996696	1063864.70710576	138968.8408493976	1064605.474804938	682179.466411603	669756.0553135424	1055302.411511379	1087240.373841569	680462.632017606	856580.1093459247	1190192.3014813634	909691.0738907134	1258172.4084931763	380085.3569268228	1207580.0075435583	445121.91726464627	791337.5886261163	822736.8403182939	813609.3239515799	892120.9277180346	903600.3720356355	920684.8442793487	302188.56783127907	890552.8941740941	786479.8300063075	805900.2031446883	797213.629149018	604778.1872286323	442908.33310099033	168000.62438163994	784666.0659016672	212383.22812558498	190000.71938474884
P108-PWY	410194.10526450496	1004043.9424600687	941910.3808022549	831532.6038866276	793062.2934882246	688676.1435660634	944253.8819458336	483232.6708713627	802702.216315297	388493.98857246805	801472.2296491242	528426.0910325315	826996.0410470408	648581.3909567312	1004254.186166991	977567.6920864685	689590.0267651824	416860.86105752	501624.2638488318	1074423.4901496056	646300.9401508601	345718.12849977345	851944.5111752433	702306.5769362185	537353.9347870412	500432.33233406645	850305.1469911934	489719.4615539662	928908.625379907	390268.809606006	692714.7605180625	796192.3630376863	805270.0214779631	912422.8762093892	353962.72289903054	619333.0008206649	900316.043956066	486887.50740224746	621204.2925930012	55734.908004756595	359541.7641843298	676738.2524502696	328588.9694447151	362857.00922462385	369438.0474182271	567702.8300328715	822631.2135209617	430354.4647983069	1059317.5194497323	1164821.110819657	1298473.9081419047	401194.42690591566	1468994.1615207084	405298.2030073414	551998.4643691612	474443.1248226329	855560.2378676467	503364.8735506453	450945.75957397575	241198.44847154536	752517.6800639936	249581.7543402582	260385.0716958897	1131533.7580082272	355194.99291590735	176054.5685936044	86405.29786070103	418369.2237411424	177093.16806448787	120346.82003061516
P122-PWY	108686.05030232175	293378.6927543421	323964.8653830583	207823.6967396458	257086.2109728106	0.0	116452.90737852843	59594.60387678891	183548.53286830458	0.0	2678.033878349591	34288.74328462449	27416.23110899318	36800.1586567115	5187.1730001054475	8531.214570287631	1847.358826169571	141693.84112989332	6.999912844916989	23319.15428721517	5858.092790280207	3278.0189422016483	5318.8557993228105	10025.109377170502	77900.36558902512	3984.8164532037035	101358.60186687163	69765.66257656891	36714.631473174435	234576.32213400898	27597.661525202202	323524.04080776364	242295.57045468607	28576.581806152288	2913.8355338428323	278249.8862286214	136611.70229591106	101456.7472144077	55146.288331843505	4379.377838130193	73224.76397780537	140328.81892324006	120426.56103112525	76170.06787898691	23497.277301853712	178849.14135818373	68461.99531670143	209532.11483202488	58863.53177538105	1056.1688246264644	54574.26198073775	328.4369964526605	26169.86430568466	17296.150307915443	22283.258845063927	20920.51391069722	44789.39297611516	60861.0057872313	37497.76490489867	18709.244170006496	23585.993829954856	18590.377605718673	19694.515541182165	0.0	192724.95439461665	4300.63154564967	18511.877714589875	1109.7766742386066	0.0	75508.48888799327
P124-PWY	129523.68270106018	499499.6176339374	398098.7857595977	226951.11128202087	300342.476051367	0.0	132428.74909839063	68592.14847538002	220904.45046347397	0.0	3056.7645692314727	39687.69389409764	30725.946348100213	41244.26504596667	5914.425417494977	9672.332656645776	2110.9537362139167	147130.3846618252	7.999878671136183	26579.72087359942	6685.791950901593	3739.4208495436255	6089.542514709839	11478.021381639945	88534.72574149963	117860.98057111257	746064.9623564223	78389.09134828788	42171.58543637304	245827.80616630046	31622.538171405526	574493.8260255147	314341.10425225797	31357.66977869445	3357.1019266847097	382665.7767393543	176569.13426684344	113382.91325200777	56802.091694481576	5062.445316367572	88849.1217155526	152199.8050073375	293816.52542017837	129028.86425995424	390792.51019314554	203896.08439333815	72930.26001131687	345640.0567313029	65985.19409438893	1207.0790100442762	57092.3448260129	375.33898789112266	29721.81683708274	249824.93523384575	159566.88265694183	23839.561533063523	51277.64747636467	69330.09530946285	42939.424683665835	21612.162720795157	26054.74199853312	21542.59125049678	22836.176129671312	0.0	221353.2043461773	4916.495230884374	20503.769026959497	307658.2675988486	0.0	85791.71214841769
P125-PWY	65489.109640526105	72838.55354735255	45693.64496365657	120158.8833894014	53005.86123671738	0.0	37439.64681654721	33015.48810584046	39535.65545677442	90469.16612384806	35367.58657377766	79494.91706188089	60027.55150212045	42557.06148239588	101863.8108755674	282828.8215812557	39366.35560238163	133737.1243468803	37.28558217449573	206676.89914798448	10810.629753640038	413100.0519837841	65259.76395735935	11265.432155248578	96593.13707495894	11857.110813500629	296235.8007199084	32369.051997439718	472267.00825922977	52453.676700170945	0.0	62676.54844212718	58125.21964581252	708129.7202090856	42931.49865841227	67294.02215736662	32054.547896031898	59387.733725371974	42110.90858158023	41606.27940671732	9215.050003994198	65384.48658764891	509949.67666199844	18641.121838871073	136221.817261226	76840.57748671046	28971.39394816962	174752.27760490755	33045.916449147866	1010.3463041215573	50403.063648333904	134153.51282356965	15806.394983768228	1076.3170304349983	40801.04910463716	108046.13981028588	52023.45722475436	55539.241487460575	52634.852054332085	56361.73472947961	19150.229213008308	47199.351466521315	53841.78422985056	25586.517252359172	53118.107384729294	16630.335998753824	122815.32426517094	185447.7936831071	0.0	41950.39097626774
