pathway	site_1	site_2	site_3	site_4	site_5	site_6	site_7	site_8	site_9	site_10	site_11	site_12	site_13	site_14	site_15	site_16	site_17	site_18	site_19	site_20	site_21	site_22	site_23	site_24	site_25	site_26	site_27	site_28	site_29	site_30	site_31	site_32	site_33	site_34	site_35	site_36	site_37	site_38	site_39	site_40	site_41	site_42	site_43	site_44	site_45	site_46	site_47	site_48	site_49	site_50	site_51	site_52	site_53	site_54	site_55	site_56	site_57	site_58	site_59	site_60	site_61	site_62	site_63	site_64	site_65	site_66	site_67	site_68	site_69	site_70
PWY0-1241	166753.12580106594	262645.43230072706	228225.2778828135	122926.04529165491	161373.86159001503	438015.92331422365	576042.3772546161	219429.26527613713	155918.49526886235	274152.60036587977	240525.6485278097	158718.28186628176	551183.7978048207	38557.55729438072	84382.45836176167	488530.40191691177	106323.99695665957	156023.47979773217	10.810576795396832	30590.104301140043	27775.556872308316	272651.10265962407	142235.35879752252	403262.8614522832	215402.86243173652	198441.2698550286	677607.7491393992	292074.7211250847	81745.7577456195	111062.2332534329	42301.16692279477	331998.6742812047	385397.3183412019	39421.76093199836	122509.73930241913	370388.73547233164	511825.3882365807	137925.5473532778	74175.43580548797	61285.367233377794	260429.5581424669	141431.4993635803	335974.7784864447	267793.56568798865	657490.2914259366	238932.90411314502	47092.37892120673	281087.40786814794	138426.60008807157	163.47309136420526	12160.500990311868	93770.55128923767	4003.545793318045	308014.3988431411	356558.6034755625	323154.8557242655	297239.45794985996	292848.81733290845	251275.74236102434	27707.314602858452	339716.1251506055	165575.10427270478	152222.45624096488	15233.05483130867	130660.62126535586	9192.279004957656	58938.974383199515	358558.97762438236	98918.73774253285	26721.66266461083
PWY0-1261	417821.9132003893	726726.5014838009	699368.1453722154	576338.3176841708	570900.8441741405	147180.2906154126	418253.12010881415	96209.04908312998	511321.7204743081	66587.51184213921	588922.8273614168	397030.4545230918	606376.7753746186	392561.8933564357	632630.5791936564	861781.1954097967	816014.7138071634	565373.6996013424	504.85039027243255	98746.6568369242	166126.23418587423	423727.0923830947	728552.1456430455	891848.1120069843	816812.2670702897	40375.98734026184	177813.40694793154	373248.3359290171	581579.5664428915	304258.0230711049	4041.040618241753	684379.0698518717	565020.4306086815	347145.3059045771	100779.26699724587	498132.72031176963	620018.2895703262	407583.62593641935	154815.14574755737	688000.617836617	562488.3681349226	388835.42438187	86262.08589287299	303861.5874832426	310612.8987085587	445410.3641382928	278341.5839005227	64263.926606419496	439974.47224261425	4522.629082543704	192908.9870222492	951.0655350634624	84746.21248943682	15671.948814995148	20901.711983317608	389264.0750446751	699019.5679336184	371234.31176373234	415330.48530318734	215323.12833319185	313673.3508011735	509492.8962818019	620862.8145159276	269420.83431577246	510590.87311292783	374010.1346401544	86453.61566995912	430790.310082868	140935.53929852147	132645.53781751648
PWY0-1277	19073.41858810395	53750.571379645145	11357.499624254815	7806.209269136735	14357.657414429714	0.0	16274.293514688974	17616.186812941203	20331.644079195754	0.0	2778.209952831356	28323.765936003263	1553.5363348901162	0.0	0.0	486.5741100608356	0.0	18684.143778071906	0.0	20312.111420502184	4991.263904638716	602.9981505543651	1138.4098600500442	4218.416597918276	4116.536265366182	125564.43738798975	0.0	3346.2660300297966	32409.46247149093	147026.3905426344	0.0	1860.5248703144277	14326.313617990076	0.0	1153.3504904549395	6025.5078845049575	7549.215068348811	13761.512339444287	6292.089485804327	0.0	42974.8513465021	42515.9233535713	584.0335794587626	64692.045242724336	70.97682266984802	173512.4077764704	36065.2733894875	1121.938699148123	62092.208724504104	0.0	7553.05241264342	79.84948795540551	0.0	135154.9259357751	97674.24664805402	24674.97570337851	31513.974342468548	5276.136905968368	4167.153508909723	19230.428817235406	1056.4424513496547	6778.815835750816	4059.276430984747	0.0	139172.37182564696	7178.559286232315	0.0	0.0	0.0	68003.75627273967
PWY0-1296	126230.0987238661	320912.62962809054	287687.24206195335	287642.6923053781	243119.56747040633	104350.1640113528	144358.98189330316	256088.08546669237	181176.14931828715	60535.713938671	128774.90320307328	278331.4706487774	186759.40627976178	258258.4208969975	452459.1329517935	173142.70903145726	612668.1225877942	120638.08496660784	64.50544237681957	222161.0245655057	157859.32133912767	80075.11016919817	594321.8828528185	627006.2276266515	386520.67553950916	653.0632298413977	106369.35911754223	117849.26526275642	668183.9823080378	154235.58691649826	26321.652756833377	347265.71175918274	320330.3120908725	81947.69978450298	210816.40033915034	312446.08019165485	395880.97246772004	205895.49729796613	30118.54671436857	1181237.5488002107	265494.23000820767	258768.6155603747	21010.701346238166	0.0	554527.1805320245	23930.018371278085	129329.43392890196	19708.359521747614	54993.79895470362	564.7238810850264	141675.25423704903	342.1236937512775	53510.84292262614	792.7514780091852	1501.4718457886509	334602.46781559347	128543.45464759384	104713.36789889954	115483.20084490422	279042.4775246094	63293.22149631628	239323.50645978528	345507.81975564413	362696.41845264187	354987.47360441997	694120.0000000001	42404.423147124544	372025.52470078156	45299.64123194606	94100.5504587156
PWY0-1297	182900.73519425292	300591.7443522837	270879.3970914101	269554.5157360485	224495.7206168636	120057.43140928613	161941.2063326826	264499.8928174954	150375.76178515077	88982.67723838471	143561.22994851225	272657.69767815	190510.72202993534	313769.7004069115	430343.41470138315	318804.87886741204	534241.0905013755	139455.71321363936	129.2838417815724	260635.92056522923	147472.6839325138	99807.8483103657	537473.6108026783	560992.8028054038	351419.9893186109	14250.898205768457	95455.71174273014	130404.21760778847	589803.8082224426	205178.3850330333	172869.32334278978	292207.465521386	277446.0720664529	128789.12767776768	207870.64797455745	197369.47752037202	329062.86184178886	207617.076808801	31880.25958265575	1023021.1943081712	260363.558152478	246970.6683763768	23706.017694049282	135607.32072697583	544574.635593893	325736.97164623736	135321.87313724356	27905.309816492765	252741.5565138966	566.8786184914726	124357.63807175984	623.7565924509156	45871.02914950045	2036.531362309085	2542.343972169136	335329.67534793605	162726.53673776545	127026.312200014	142361.49341069083	271223.8753220764	93837.48537186392	278365.96181084646	359523.6001002237	510037.43664407486	352384.2920799146	691945.1211134949	47920.30232156567	368387.45035008586	55957.109478532504	91884.323154549
PWY0-1298	89528.61427352786	133543.87364055877	169642.9107443684	150023.4790036982	141134.14988972424	59858.74349982983	78403.3307214783	273883.14839971275	109072.57624733704	59212.768328843784	120618.91213865779	292650.07613883325	169478.8007924279	253918.45974286203	346352.92547191586	358847.05029904854	486450.87620086	103245.72740390901	73.56592356936937	193838.63121972047	98606.09364663872	77775.07884286682	505991.36323078966	512892.8473314866	304347.02537875937	6239.626155556496	33629.95434385274	96528.80118964463	521944.2444749153	201645.34802344567	18804.01625190129	150347.23867176703	214824.90820736127	92003.04926934897	199097.3784934042	156309.02186688205	257605.21744213672	136383.54979773052	24232.29811438351	830702.3715283393	241254.06564160422	191186.06098199004	30855.904242235454	123771.60057795438	17613.880456042636	243522.809024058	98893.33598586469	25002.142349098558	132555.08896409057	650.5798065272825	75435.21068922995	485.0970114764642	28115.193206076296	722.9237222892976	1593.0271130614326	174794.02045051713	156566.95054641386	88082.50615908588	92560.11193840379	268291.20395208494	59151.61054755028	162571.7320411422	230822.2039928259	225456.78360701376	333149.93024283915	590515.1256857872	33019.83813313757	16261.201911911396	41274.75970506953	86266.30820989735
PWY0-1319	947420.902538536	935685.6669732016	947190.7071311035	748763.4587101631	718841.5726218796	860641.5245423628	1089065.3449587163	804641.1217230585	949440.8699639903	705047.7489768076	818712.2104417948	832062.8753392358	973297.3150904474	609131.8412844068	833120.8825219524	1108217.164532557	892939.6009381616	1032591.3998486992	640347.6099113037	1135016.291581194	730960.9738125493	731940.2523556879	994048.8827802204	1079300.8533116227	1111411.9712177417	805571.8908955781	986157.8840252453	995180.2094374435	949705.9468874971	656748.6619799762	1225830.2866821338	824278.3208881255	1109313.5732363972	1113600.9228700104	582085.0499189056	1185169.0441051149	1201501.9857051736	969950.9399009048	1220715.331449283	1096681.4519563694	1218844.4910767684	990444.2972934693	876510.8965664594	1132812.285206976	932916.7111688538	730163.1890941954	1159339.3766530452	1083985.318809721	991884.4947159032	1294235.202970454	1043143.6692488939	1252625.6354125491	151678.4102964045	831431.5523364267	821296.3890092393	814983.4706319247	1040735.2666983012	1102562.8714353691	1181842.714908428	470385.79031788924	1120314.4502934802	1319365.899451896	1231055.9805990488	698780.0778219812	854086.7826904254	980234.9882138916	230335.3958190109	800345.4548753969	257053.28541101434	238733.7229402333
PWY0-1338	13194.75	8679.5	5156.0	3658.25	6018.749999999999	0.0	7324.000000000001	0.0	7048.75	0.0	10446.24017781051	26538.20514504347	9243.950788159855	4373.718087664207	15001.306968535433	10875.664762644585	13485.90209308114	34415.5	0.0	180.57374699186735	393.11207441524425	115638.20256483322	14778.155823343153	666.1623585563555	25002.493153419295	4.061118233431883	80326.5	3963.9821364363384	1758.6456138788042	2846.261807528821	0.0	554.7336861319212	1041.9796851373599	0.0	67.69340890143984	976.8736267381029	780.2542875730383	16889.25844065978	13823.178169300454	5155.25	11.87484756663998	2913.7587219606776	145668.99999999997	4150.0	36361.79386164318	89.41441638967576	1354.246823880005	55400.810938447554	0.0	0.0	0.0	37389.0	0.0	0.0	42.0	2929.7901601542117	5511.697002833102	3506.25	3855.9460171060196	1304.6196493951277	2179.409095417576	8334.882018638977	9188.75	8244.722439405787	2617.0084500089206	4727.397946406211	30681.999999999996	52228.25000000001	0.0	1389.928057553957
PWY0-1415	256138.7029183199	553615.5660497819	563948.2597533562	391822.26749861415	428296.36179157236	39122.33338300481	255852.9053827073	290852.9470539825	288827.43677565386	12127.947042713504	389444.73778451106	114121.0652536799	203343.9930459055	151553.15131861047	290149.3994572731	180911.90802923572	177236.18727402147	255122.96253922075	349629.4652779174	447403.7553518506	246479.67240615585	173142.99187685648	335442.79372086655	308814.67662913026	447006.2071659458	6087.470568713989	128454.15090969932	146474.7102602779	414399.4281216937	150620.4915513668	272524.7740858509	467110.73988956714	382896.02212424466	179439.255216908	42473.386983603414	220700.5431855079	352746.5435677552	387776.64721984416	521247.1294256334	23447.050199361718	280709.7527998885	446843.036011472	60653.39386437962	306078.7040963608	204732.4603913309	374263.1886881583	612444.5223260983	118533.60135885645	570578.6392328579	2459.280676144878	69134.93333823839	664.6421071102704	986392.4553944354	5382.356182308018	7480.74801789053	308302.6083177086	131539.15188142768	135961.8577505272	176811.6504876614	141053.0159824872	72258.48451347034	226290.0598116824	310052.3170344945	689780.4709568045	244071.07451967298	181000.3785773012	34203.79556989899	239701.13539360327	0.0	38456.486326869315
PWY0-1479	645052.2417075547	486459.72564698936	536917.5570704205	441464.9544921126	408982.11692714895	433632.7729572804	537696.246080598	382270.7149183218	553073.3255339309	249224.20652330824	423765.472625054	346318.69548601896	243289.77081942745	158047.0830684544	274114.9645428784	304034.1475051756	221955.8128836387	533543.6538977375	446932.92526779807	751906.2137268785	530284.3530017093	284348.3626203367	241752.01764994574	253027.86877358131	559147.7554449912	428817.3268130957	456544.11146718985	548577.7793766836	347949.14483855595	361449.17509980284	935426.3314435573	342396.5499897477	547065.6203784618	725797.3632726723	317337.6596277151	579363.2954943537	452779.6850623608	483735.52365791507	739855.9182432563	208405.20209978122	767790.3636705837	503050.7720566749	454664.2530736756	786444.9995906386	744594.8007302161	467291.68489761854	597596.7451535333	767596.8216742316	623014.801348762	263.9461513140421	172224.0023006188	692788.6993465523	174851.0233514081	585964.8356674986	569703.4993628485	572598.6634953024	517653.0568106787	660098.0832859366	710742.5525116482	192599.41399061112	584749.564058199	663341.700354069	632862.9489991844	682434.4163380441	471687.6349454557	463072.70153144357	117105.67847234853	569817.1759528475	128031.4435881796	140392.3876587856
PWY0-1533	182156.51178401127	358183.48377188435	392218.1526855624	166725.4392618277	226707.65086319429	108800.00000000001	116098.64794733234	178665.57782275145	534452.9481163872	615531.3122860182	52364.5510711124	46158.475855083234	100201.13185877255	33651.83643797027	53450.95952866809	113687.7647563515	51514.95861213426	213534.48112409344	111.96646096865086	31228.740318091244	17509.14232330641	347293.58802803105	53290.21585151844	42265.954312435104	153595.7185858437	1875.2765961970988	908279.8313546098	103733.74671137867	9004.623861132231	18272.12746549867	218670.19163599258	443915.84646736726	203973.69028885468	189293.23289963385	172768.99512699232	310857.5631477907	94491.68935952568	93666.45889220001	52604.08320564485	16792.62193695358	146239.45662557625	90231.67806202163	426629.92656741536	26918.91891891892	262305.7699994849	129584.5983991985	10299.747905213635	797119.7955412474	85740.34239596265	553.5210293344317	5733.406232393165	696213.5531963994	4071.1333084863613	44784.54588858016	7532.593861131817	34054.96035675197	41656.98948496139	107116.72676195898	73469.3632585637	6253.624723297845	39528.01665846115	67696.57181888743	67186.19012891255	146127.19506407212	55762.828855182175	155501.7450956794	85698.65197806778	135144.51792102846	44697.247706422015	21575.142902144842
PWY0-1586	271883.9394132406	309314.1391224788	317298.27518160245	172074.63102279938	193327.4619911196	277354.7942525488	331919.4020807307	253869.38999915967	209968.81917377585	270307.29392842785	422157.56247914705	175787.17950389476	1081644.9275439654	312253.274395004	438912.8312396424	1073301.0823053336	1031951.3864852537	646110.6565834881	489569.50804391433	580273.3383421918	214904.173327022	632406.7464339657	776058.4158463554	675348.4034692165	585401.2290382107	473087.9661903004	335006.7891891734	570244.2849645511	282618.40683049225	161481.2903247694	1104789.7205854577	284117.61530400027	495290.3981711027	842779.2366764826	253982.64297865858	350941.9496055214	403220.6500334942	163182.24839161296	124277.40665438768	1335880.8782296244	528908.0939112253	161573.81075706883	635002.1927478272	287407.90722192934	220837.9230722567	400405.51127613365	93186.48100285027	883829.7712320463	478686.1284231844	970904.3604482416	62650.17330369056	1386173.7422932445	931190.8073402185	431608.0219437534	314769.94259704306	252464.09498347068	712921.3402743627	705812.1311145294	764715.0679905565	326593.86817155173	739321.7943921807	528194.1806045497	490987.0807467711	716836.8441610981	215070.74340256688	352941.84951679484	192649.84965834115	549448.039102253	78321.72627845108	82718.9224137931
PWY0-162	812346.8230583104	880886.4683579819	843800.6151845561	714836.743616838	684046.9774931917	789672.5675716121	997677.6396951249	757060.2552147165	843777.9247030362	637074.0476468733	744383.8016991441	699244.9375641423	855034.6957370497	593447.7153129443	811602.3231640533	977142.4887901469	838413.2957918913	864828.2916627657	611044.4046314135	1033183.4453616593	656682.4722014983	536984.128745244	900196.1750833548	964689.263512161	934495.187606644	592333.7251671721	896564.1682299821	729311.081027113	883881.908477373	556084.062020379	1116664.495987178	772742.0631395882	897791.4925535881	962982.6390855429	520079.4051258725	890584.7553515392	1035978.3789028256	788370.6750130164	979533.3904967194	990752.0616678575	1033177.5794322843	820764.6812233069	633750.2184987416	962929.8973977077	870964.4293693996	654061.8121256449	936577.1339948709	899364.0036607881	919013.2215154179	1164875.2350597593	986714.7873149107	925847.8858947641	1046708.0190910896	708094.8658890529	721127.5020396145	731570.1395321521	889938.2589859206	838789.2729500025	889341.8436808598	436503.7247877321	828160.0755452375	934640.8875410917	917116.9084081005	945940.7256462619	723328.323444428	764614.1169903401	157889.7952720502	683389.5700837227	200466.9275157021	203567.91199034385
PWY0-166	701719.7530935013	752962.2232482166	731571.6925560542	618993.9458920691	593037.9803948342	530450.258938095	736284.7635289014	292920.4112428491	720254.5755578115	453484.543417779	620306.5165835686	475648.60018320516	518910.93257349834	521929.9571464552	666964.199497482	691047.1986889701	531725.5409766097	767976.4906153342	534743.4942349461	869226.916363095	596167.0125224522	370753.9778687967	618912.231016072	716464.2239466055	734291.2037689195	505613.67676932056	723866.5158101146	629921.4366498262	623906.9246314038	453406.8268257903	991321.3218036568	625003.8157002205	700093.3130739194	844486.8821724337	397222.7423324196	638897.8455147503	653427.8069711229	644801.4280036024	904300.2921272435	917794.4306660583	831139.8074581492	684440.7676428901	476988.382271408	863284.3823599953	779777.5214788831	522342.3568518917	838463.3530423574	788723.6309181816	804794.6497934613	1021729.368475973	919847.4129074796	565607.3455768047	926341.4962018233	656695.3521423213	655860.964689419	642529.1581049485	724948.5574810548	735941.7125648243	781281.073005436	301215.641948855	725299.9692046404	677175.8438740006	640873.2678214432	856263.370884541	577112.7822873933	710010.0651116546	115804.6706772233	577513.8032502899	167124.92427525888	175518.69548563493
PWY0-321	42863.29890835369	60118.45461094224	23520.07747710488	40806.18505928556	24064.994417362235	11275.201223937327	69297.08602904172	0.0	30914.120612833085	11524.324894132817	82487.07353157816	49417.293564334315	97942.55498015875	27010.441662449808	58992.14481182772	117998.67327174579	60296.99782722609	44940.64380568766	0.0	1662.432527852466	6425.320308704489	125534.0455762749	66661.16290676662	13662.450494225679	45781.97203429176	9783.93433384776	11947.236003889435	13784.146728282492	66618.93898224193	73620.12248550942	855.3673115947024	8821.649316941259	30969.756703158517	27952.671466864136	107.90481516515416	109842.83125572387	29061.310036105184	82835.89770479448	50037.91767756501	1151.562402036595	1224.0444357826318	52395.31727782679	252250.33343834404	7693.516679859307	50179.11089807746	5808.487158483168	25869.3663072559	130661.835066844	0.0	0.0	3265.465753425458	1904.2689293079377	2540.2748069049935	1268.9501381170257	2933.8952506947608	13972.807784216564	357998.81451761787	7839.946897047095	6641.251748601277	23517.42849944501	29997.15356180252	27302.096953185	22602.24468811291	34212.73979549402	41107.39469556314	24687.764517177075	34059.496621483944	0.0	40563.05827927337	0.0
PWY0-41	1244.9807668970343	1118.0683870332457	1726.9330242439778	520.5065192804518	1379.3158372201108	0.0	1495.666321527447	0.0	2246.251263832626	0.0	189.96925963527778	1975.774455192189	2905.3495806261594	2093.0813396904223	143.29386662555174	254.0033421495969	767.3072107613011	3148.080315416528	0.0	0.0	1988.6221231745492	378.7952598504587	1101.981212699397	270.61812138310313	3392.5572013757364	46.75965032720263	0.0	1382.787521029074	2972.72701949278	1966.1124921230708	0.0	0.0	0.0	0.0	99.44045584741237	0.0	182.61624711031718	884.6295908372583	3129.2657938035695	0.0	2092.798281158012	1703.620905804116	587.323783670862	0.0	0.0	288.2574864738183	3692.713769544972	417.8416015820559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.989166179720176	6260.616916435275	1922.3425787056585	2273.8711527834084	1576.8969495067981	455.8298693182116	2301.779542140641	1953.9555787111062	0.0	2612.8019480834732	0.0	0.0	0.0	0.0	0.0
PWY0-42	119672.87865698733	93865.6292303806	87646.04858194757	77287.76378979548	92565.09928114797	132205.48601558688	139266.86716568694	71421.0986559215	121224.65011066335	289020.49163648474	23655.080425986645	29029.348278380658	59916.90058241662	18836.987305436556	54275.1652006915	63474.28432012955	25366.915245540804	463401.63557799277	340042.5899710161	15429.20552235985	8659.983575784503	174226.4195067508	25526.48105404187	3020.538058610538	141197.50237011438	1010.1419898944596	184697.72586842973	55159.48676455329	23117.984531221	12629.247361840662	645724.9968270488	20511.87568570712	43770.55163447111	26828.43374556186	13893.101987139009	36324.64789796821	34367.50686378502	61606.96754217089	58931.07001386347	64563.79323901921	21307.43876539129	10950.500837375765	265274.90592656157	16366.664980237296	559923.5307564213	15266.419728705334	14616.258591924357	254432.04122944793	33555.5559106954	26.65266106442577	18282.159541776287	478850.13370687544	19552.819389176504	46811.825015892224	9568.276708277956	279550.975494233	27766.368468653523	27577.41120265642	32483.923981756776	21621.48534438445	30269.40508776019	53378.08593172837	47363.79750534899	56970.06474723455	7086.609999429467	70959.51329328089	61573.928376701275	342903.19801309146	0.0	5846.713920293195
PWY0-781	468278.50132752984	658567.5107326059	661092.2187870482	490880.18966689555	506435.7059606415	220675.80809521707	445088.8562276497	411210.55138257897	547737.9782295317	343146.422545138	454127.2130058467	331362.93552639877	353634.7147176547	409087.1709162744	460685.1274977857	652822.6957433819	506022.2263921855	636371.4579862097	35009.23122300037	691360.7187539742	202707.76696606027	402398.55018529604	543853.3463534715	394124.9830405501	711310.205041654	387640.0623674413	821424.4515507105	498502.91451507295	639566.4726209332	321054.37267635623	507772.4517848192	635556.6099600262	565120.089368577	844470.1346343872	272131.02613494266	570908.1785788323	532773.5428836069	384379.0037841949	149319.60316156925	293550.48088845465	564064.1732252602	483521.34669925953	411294.1455928694	289135.32552776684	470161.5825125433	492600.85235387384	374301.1973406918	552938.2158816479	605808.6123765486	859745.5085143509	222956.31872728086	45777.433506407004	173469.51550285448	14935.945435479409	209178.3149471153	476861.19892413507	684008.8047111444	525532.9455159532	523956.4869572903	271936.7816868703	621697.4118477742	521056.15030776465	566195.570425023	495534.47276215383	467462.35824138654	404903.55281545117	98776.48848244961	411099.0777072372	50699.012113794146	131761.76243928075
PWY0-845	255348.85812577297	343743.46801474836	328225.08958586527	236104.90425676227	270535.8473726608	0.0	194754.07482118235	81557.53210121667	374850.4378969604	244551.7821792046	141038.69233578455	212276.24666568215	200025.53221166064	137672.026931624	208928.4443499592	181780.9722543969	134798.38068429672	293838.37874840305	277.32671419414817	417518.2048212778	164456.09875806028	317921.48912759894	144432.920720105	232431.5243362112	343305.9927890579	17528.922633421014	602870.2090516118	117642.64977147603	258364.3936534296	139720.00213853794	1512.7026192739795	15094.390199266143	54867.91756764958	0.0	188651.7349335762	49743.42228145852	36143.46731551509	211202.3981903907	89266.0584196807	163800.19922108663	207387.63534131844	181920.31939495064	386099.9428413265	8763.355460246607	409198.89536696	148955.1373555975	128177.35062030163	294632.5190633588	437195.4925722856	0.0	27643.5598253289	352105.21166052215	27472.209706688307	279760.7969041015	350780.1768152125	290883.7692913169	172871.3946451425	126514.93720767269	122160.31393396888	99429.91146331579	58258.622100439345	132344.93313140623	163011.17921898328	265735.7816335513	214982.29285850062	155891.8037705927	73949.42905720157	108782.02082325393	72644.36561852068	44882.7801001079
PWY0-862	863813.5940701271	788389.7102923451	792421.0422593417	431343.622601862	530278.6843116403	445360.8528071549	578500.7293983359	821528.6342956914	1012902.9182989416	448778.73534097656	273614.0252077861	272448.5765181759	308770.2635765583	128135.00411999696	269725.85165028775	339410.4873473471	121582.95126202534	905372.515546736	504953.70812563744	627706.932513598	513337.91959312017	590174.3866645393	172831.5849535272	153024.33154228647	738421.0666881279	498805.8252881826	1616202.2935670451	809248.7764528719	243105.18991270105	500758.1088993458	1036792.3065027758	1040567.0877140745	698298.2010902879	386974.2806537577	475623.39088777377	1198221.5775258495	512898.6491446315	579967.1464908826	899706.4722517449	222777.1879362739	965221.8605443944	450884.19593572506	898965.9739940725	969138.2485942335	1206627.865254285	494435.9892398126	532705.2239922001	1210598.7145101812	384452.3627266027	905.6236705100971	53779.84653167096	850036.6236818094	42681.81392571249	873033.0797191627	900561.0681198859	672152.1745925372	348632.5865193136	890826.8050931675	917785.3312236097	156784.1769248165	788494.8507079474	954045.0875758969	870109.7968133765	262838.43335435266	599910.8861380339	336414.6750773607	182768.10529020347	663468.396096565	195736.3360528889	167454.24994538963
PWY1G-0	7498.126404870003	64289.56329404437	12109.222835325265	17447.71705142607	26144.37306803981	0.0	6988.061212002545	0.0	7403.613457636558	0.0	67466.05766713028	2407.6112468981473	14925.566455036917	38816.67956315504	17439.851065905652	7357.605233786366	5772.680112440323	6876.228206669732	14.499999999999998	221265.3775053495	29820.787395636147	6533.584981876723	16735.627318253817	9356.602404170897	483.32086063053373	114.80148604022817	19.99970458229783	681.1224647506375	8168.565167406292	2409.8001678380365	18829.942750456426	75918.51638093674	27717.483377995046	3433.567669876661	540.5702178581381	16610.105201175615	11589.323342535528	600.5518777151024	2523.0009850461606	1271.0	1311.3246977486822	6926.823626782244	1290.4519114430816	0.0	3353.085234321485	95996.39957332227	12354.431170233229	262.3959053262483	115850.07717132031	180.44301952783448	14645.05118105793	42.545454545454554	22007.812457572145	128.31315098653567	86.83180535335505	3747.1337456482966	6514.432612771	1194.688894626194	1648.9053460700516	4370.419549207767	1608.086303252405	678.3507469096758	860.4915634682347	0.0	6145.295737206873	0.0	1974.877217253817	107225.33301475696	0.0	0.0
PWY490-3	80772.45992224541	277650.43278619193	269041.0762118216	119462.72770311739	185460.19088284243	0.0	81488.07230864148	19079.497907555888	355531.34043707355	166426.24244381892	20953.300359325225	35221.5299383735	267718.6174089407	8545.736644990815	16033.510208754393	172992.0828333408	12654.221124294661	84645.18188449903	2.9999940436954504	4762.082913340949	1600.8311225647924	24309.827912265042	13300.613289289464	2977.8658599352375	35908.182055604346	178.49155122345476	455582.3714124268	31905.631074909907	431434.4944058392	50556.26986794169	12130.75461516402	308489.9521306285	139810.03904281434	12565.893271461717	176082.6669171492	203890.0181082981	66729.75390722192	44394.39383272994	22109.516413017187	0.0	23938.65056381535	111199.57481483756	178008.6184384058	0.0	208719.86776778143	2518.6994602872473	32303.56106451342	184345.1825687198	0.0	226.4824118199728	1608.9942846838424	5.999993080573088	992.8198148711731	428.9385525777067	1046.69885281915	0.0	27695.463948488632	26050.55799864072	14660.922699087372	43972.73305677784	8904.630801944288	9662.306860941562	7269.4739078851735	0.0	48908.804658052155	0.0	6421.170177096503	0.0	22419.288174512054	0.0
PWY4FS-7	851921.1897769087	875559.7894854131	859255.9014149876	727569.2801361777	690121.8034396166	792473.1066363035	1002360.9472086395	709692.2854832673	851185.3181295837	498767.89851595514	812666.4478156843	794127.337450093	596292.4012389731	508621.26197166636	832691.1435777681	731786.2927154149	868486.8605749529	915352.4170358798	485944.1767915806	1084224.49413689	637181.8134051381	623706.406545219	938417.3247922317	814932.2093945721	965061.034693513	635625.6435641606	492682.1716039083	808215.7227798627	885464.2793602179	592538.2880699742	982537.9947387837	690358.7587533052	932548.1424744036	977344.385134426	522294.88207408227	960589.6417293919	1053208.6268628517	828296.3805342814	1059103.0404068732	1009519.9526377232	1119469.213426429	868578.0083490589	612899.9277960709	1035673.5328962926	905361.5264917555	666649.3490279836	1038661.0075487233	854938.3788137726	784819.5429935683	1164885.1589516727	338275.93530458346	986848.6372263876	114026.20659212497	819524.9062236183	838133.0008197026	755428.6682150662	839777.6542195866	926448.7450311973	985712.1211809472	437937.93341407576	928031.5645942353	1056123.9789619704	1012722.5478266478	619315.9292835043	787787.3150842628	874247.833768872	190939.7231612203	745203.1936780977	200487.28351337032	211573.33578778862
PWY4FS-8	851921.1897769087	875559.7894854131	859255.9014149876	727569.2801361778	690121.8034396166	792473.1066363035	1002360.9472086395	709692.2854832673	851185.3181295837	498767.89851595514	812666.4478156843	794127.337450093	596292.4012389731	508621.2619716663	832691.1435777681	731786.2927154149	868486.8605749531	915352.4170358799	485944.1767915806	1084224.49413689	637181.8134051381	623706.4065452191	938417.3247922317	814932.2093945721	965061.034693513	635625.6435641606	492682.1716039083	808215.7227798627	885464.2793602179	592538.2880699743	982537.9947387836	690358.7587533053	932548.1424744036	977344.385134426	522294.8820740824	960589.6417293918	1053208.6268628517	828296.3805342814	1059103.0404068732	1009519.9526377234	1119469.2134264288	868578.0083490589	612899.9277960709	1035673.5328962926	905361.5264917555	666649.3490279836	1038661.0075487229	854938.3788137726	784819.5429935683	1164885.1589516725	338275.93530458346	986848.6372263876	114026.20659212497	819524.9062236183	838133.0008197026	755428.6682150662	839777.6542195866	926448.7450311973	985712.1211809472	437937.93341407576	928031.5645942353	1056123.9789619704	1012722.5478266478	619315.9292835043	787787.3150842628	874247.833768872	190939.7231612203	745203.1936780977	200487.28351337032	211573.33578778862
