pathway	site_1	site_2	site_3	site_4	site_5	site_6	site_7	site_8	site_9	site_10	site_11	site_12	site_13	site_14	site_15	site_16	site_17	site_18	site_19	site_20	site_21	site_22	site_23	site_24	site_25	site_26	site_27	site_28	site_29	site_30	site_31	site_32	site_33	site_34	site_35	site_36	site_37	site_38	site_39	site_40	site_41	site_42	site_43	site_44	site_45	site_46	site_47	site_48	site_49	site_50	site_51	site_52	site_53	site_54	site_55	site_56	site_57	site_58	site_59	site_60	site_61	site_62	site_63	site_64	site_65	site_66	site_67	site_68	site_69	site_70
KDO-NAGLIPASYN-PWY	956.1618070786078	1177.7183115231542	1196.65021513693	11365.012678239566	1466.922951929677	0.0	1033.4246092726219	0.0	1768.6254338209774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	894.2026785034698	0.0	0.0	0.0	0.0	0.0	0.0	178.5843078407704	0.0	0.0	381.99990970254953	0.0	0.0	0.0	0.0	240.78687703232714	0.0	0.0	267.4032309500561	159.08178388539704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	494.4614108647645	0.0	0.0	0.0	0.0	0.0	341.20757831260374	311.00174205055225	0.0	0.0	39.11788674809856	0.0	0.0	0.0	0.0	43.51184112281584	47.116488429790095	0.0	0.0
KETOGLUCONMET-PWY	98125.76469699669	211321.1892192982	191041.05172463405	173295.0871117253	180997.88081553715	0.0	109207.38046837485	0.0	161991.0705744356	0.0	12561.032009375727	91467.64501334295	17164.65850524697	25849.23210620682	31267.399251671468	23623.93452482518	9973.583249853455	147765.4833953335	0.0	15620.698186168733	11026.518463573813	39499.34841846967	26286.175136605987	24289.717050132516	125334.42079850647	8589.440610963187	479479.7473400384	151904.93046465315	10273.411633800592	22137.89877664608	29594.830632882382	91355.78226245489	242736.18852645956	59836.696165191745	6872.623023773276	137993.33089654444	105357.2820906522	152078.67598387646	127377.91508459626	12430.154726468803	32453.146263054547	16535.335779008346	469187.1515654648	6003.868471953578	219950.89192243665	11878.991426986198	10614.404228826405	465212.60625710967	81965.25896414343	0.0	507.84484875302564	196685.2169563555	0.0	1248.0518977634176	2633.38168681395	27786.271557608463	54628.03389449593	89697.11306934162	91544.24530691744	7437.8708031663955	45204.167454700655	87826.84789031239	95676.5531462983	68542.41645244216	44353.59415187931	28457.671290458176	47138.70493644293	162453.95190803427	22101.53374233129	19547.330138894125
LACTOSECAT-PWY	8567.314285714283	31265.828571428567	21296.914285714283	94708.8	27097.600000000002	0.0	8935.314285714285	0.0	8925.761586168563	0.0	4335.463609530735	1727.258797999811	2697.5441963263247	40093.81654796462	5031.520333186863	2453.403445930035	27371.426764041687	5608.914285714286	33.14285714285714	990.8571428571428	1.8285714285714285	2999.4944532721593	31306.148417964876	6277.485714285715	1465.3714285714286	0.0	3352.2285714285713	1373.8510077923306	3991.7714285714287	1793.3714285714289	0.0	43912.91428571429	17272.685714285715	10285.714285714284	2795.2	8414.400000000001	7470.171428571429	175.77142857142857	752.4571428571429	1083.9846757817788	317.7142857142857	13084.858247678158	225.82857142857142	0.0	8134.628571428571	1005.0285714285714	11254.203489636968	96.22857142857143	0.0	370.28571428571433	48003.200000000004	0.0	17174.628571428573	47.77142857142857	103.31428571428572	8175.030649682967	1092.5714285714287	1142.1714285714288	2722.514285714285	2133.6954320308205	255.08571428571426	76.11228070175437	528.0	0.0	2239.7714285714283	0.0	0.0	0.0	0.0	0.0
LEU-DEG2-PWY	705321.1934003059	609735.3504718407	609438.2703398134	345577.8147085248	422858.8300323719	624153.8418338376	482535.24594119325	243411.57782859524	646125.7472642465	513502.1506587733	281935.2383047613	294337.135402892	457678.32194335543	84925.91525271158	172493.6996545953	711596.2279203766	291349.3954641638	901325.7988434606	451869.5056919312	710608.701549622	498499.81424717564	759592.5426118698	186367.60405708358	285343.2002667243	687704.1912626717	581568.0055818533	1259138.4472380877	581820.0095373216	281347.04459670826	701976.2168052669	1056158.950833858	536428.3203818445	543747.6513959705	930463.3805845709	247418.06455402562	456949.4219076147	354264.44940075406	515768.23348032247	952431.6888380009	159365.5136406871	921721.4500260877	493153.57829515403	1127313.9639134528	1020273.1600469863	1115932.9416569711	778235.6004199479	690655.2935304041	1214238.2936083523	610261.955496764	3412.290098327226	43517.34523606195	672729.7166455492	36366.94975618195	1069031.4387796412	1078341.7949298096	660206.9885035671	593423.8389680312	674245.6421025611	600805.6387967956	136472.68909691903	756693.1877795352	559957.2614837046	499773.20713343116	317946.986419675	612217.2574063346	432992.2210321994	248852.10338349233	825141.269683901	187254.96658678702	250889.38395371952
MET-SAM-PWY	323856.1114486213	657485.7734005252	555121.3312792965	553670.6749716493	519704.9632430232	330381.90603228187	380532.9666183994	353307.5217057903	401700.855384265	215961.88643047644	500723.46822340734	230267.27795965548	240188.1509257208	383030.5636463676	380356.0936212207	538293.8135005805	382204.39180400653	929728.1183955026	14951.372917587732	566116.1803905752	123525.83438668119	339829.30043393135	386960.517723579	206289.83834139243	452087.6102628147	325692.0730161621	606471.3475697297	334696.238911922	726146.38818835	221531.4976277947	332859.612059199	551713.334522286	436536.2069847613	785291.4590610284	186271.45555577337	464741.2253736229	293174.4151122894	233355.30089269043	74555.32159135917	337159.9642752098	371710.4496541812	335014.121102594	334661.9229414803	197832.8948659842	357887.4794263953	440254.47425211535	271576.0151279183	361033.96940485964	592506.3095730803	910541.3312485624	306257.29666372994	19123.129307636056	209672.6852547563	6396.799694197212	113936.25868785885	373367.89154155814	582224.4727931396	352123.1366725432	326866.64887447446	221968.08785480258	442284.63796389045	215268.34036649604	199984.27814556763	456532.31095524254	262707.45995962975	279285.5321074437	76117.44931582337	554218.6714452669	25626.201244622727	79744.4980763729
METH-ACETATE-PWY	47786.1990233394	3509.626045746419	14176.613790091478	4421.946811963328	4939.732827701918	63226.64227734399	7428.575916798753	288494.88690841466	11030.015372356991	0.0	21903.5900006181	112443.8242316921	14429.087901603825	86756.21960989482	93229.03380181758	25784.38205275166	105466.20976857931	12483.488306497156	0.0	0.0	24551.690395062516	14704.656052394614	143181.65412542777	280048.6008039085	122846.12769245282	1921.3489694998455	0.0	61880.204454065715	57398.324443200756	76078.06027303213	0.0	19808.69389541028	52043.004888178104	0.0	579.2725855481369	39837.09971341235	172145.43882062723	298104.16619201994	29460.166136893706	14306.759574246	0.0	134562.40425016687	14581.22031781456	0.0	0.0	513.3154798593462	28765.501744123198	25778.949660933155	105983.76260240767	0.0	0.0	3.9999731269208176	0.0	0.0	0.0	98162.93191228218	36448.53527869698	32326.657786940337	31980.960640356156	238746.82210255938	12267.368305027481	126663.42786693592	147064.20181777672	20203.282774676096	150246.3617708653	425177.91888205457	0.0	0.0	14912.603100390103	38898.21457128128
METHYLGALLATE-DEGRADATION-PWY	95606.22892858842	38031.80915263694	76081.21557633963	56575.86306646673	43112.9349596659	127579.00255751035	41889.48199202956	38401.638467676545	54134.69492341321	110793.16430450612	36250.285423315734	55676.14758696192	65772.77853142677	13285.620667205554	27661.73646846026	287420.524886252	19326.59904817448	88504.84886251783	7072.0796276857	273277.92692559876	28177.532709181254	39990.86272324798	116772.50495389216	76190.06328755758	168930.12590845674	199890.70753296002	159.73815132420114	144967.94038437653	139564.90065703794	75529.44353852945	161372.66850011973	68956.42680992288	234252.8125324026	748610.0785247828	48091.809599891916	139408.24798831652	147142.49129183384	41801.14664496013	32469.661502938598	8409.883041928884	130625.61456289668	73896.33844397722	89151.83555284503	39375.823859801705	536.4577193608174	209113.13157908822	65681.99107232751	461127.078332776	226951.12258278654	799101.0476899542	384.2788219788865	1436.6172652361065	0.0	6466.6293421635955	43201.26435726823	121107.79465023555	331633.14445627696	137120.88703818005	117036.40661948535	58900.314446290264	110291.73934827663	250977.68791984062	208222.19691957135	152305.76778545135	113249.57625385655	194287.71471293762	65446.22494923728	170071.18658721657	31976.249654791493	59396.04303762886
NAD-BIOSYNTHESIS-II	129102.34834542994	46791.53613935002	90712.77174375468	75783.1595062654	62565.56977892045	146631.96090693242	179537.40394336113	0.0	81246.57617846176	0.0	8633.703346965112	5982.521278027663	19054.367871141087	671.4940038039183	9723.96972225409	8840.218671299208	4187.722195051093	103453.07999287618	392226.8062765912	23833.254168845117	9644.803231224225	2010.5554832933876	970.8060804068441	35776.56675376106	66991.23554743711	3548.698592473837	135297.53893086468	126880.14593488247	3624.0988015264634	10219.12024262889	235326.23104821253	46145.71108306863	85503.71310589556	176003.0775431672	18501.572191935895	77875.63504015026	168973.9246548027	72904.18606310552	59549.94637064279	74909.06614627916	152495.95769462886	3558.5473759133056	232208.2256864601	46626.32855784533	642844.8793300574	180857.79723683596	11592.408608034664	497270.2498662833	103065.2549807524	0.0	32582.021231871437	183.97416341900814	18999.54766737529	50898.028508080744	5965.329006844342	319992.136240291	28736.967105907843	117515.42844586028	99801.17230143341	2788.6199763666777	51483.52497679194	272038.065341357	220577.51723744682	208538.4794942615	66025.57025800025	149371.28370646518	77233.22965353212	427170.2585100395	24008.152498694722	27035.916430417336
NADSYN-PWY	88181.38452216345	90889.19073179169	103416.77338887283	74603.0370739256	100397.28717318858	178220.06791781698	119824.27091895395	0.0	120259.42934097892	0.0	7944.179643376335	15237.68292267611	78989.60244877859	5996.4489715564405	10754.338229917801	77123.22759645034	10195.367458950832	482294.080365329	348791.1646199932	1692.2050167378598	2513.3025945678655	16088.955232005725	12563.133034623816	594.1788210592302	184254.16426249818	0.0	60176.66433913714	72088.08487933037	11013.577365388517	11737.511104329042	5748.629343388748	27153.635540883162	36216.636258112994	0.0	569.4027425576961	38111.87739640143	21912.77229996771	12733.499218647808	11885.900059359656	0.0	897.3397456252518	9380.53045952908	16198.141910456661	0.0	51.988406129823275	2054.0204152572414	6552.999372229721	128573.96367529493	29888.565549744784	0.0	30529.93898382843	47.9945428007899	15340.800369504404	151.88565211069943	553.6874834740858	67.94628867202807	35756.66690196108	25158.739597513788	32749.831375007674	21875.817237287265	44306.58556288172	21908.23207282126	21708.418590392394	0.0	4233.480367731123	0.0	195.6383733868153	1043.7471190504139	0.0	0.0
NAGLIPASYN-PWY	641059.75	453857.38999999996	390607.25	259435.13253953189	322406.8205644375	610325.0	796542.3557187651	501501.8716137558	632855.9260427718	442784.9960282771	260551.7991256326	225364.4833252094	660858.6068273712	91451.52081069846	132274.77024112947	598926.0960894016	302809.24402312626	721073.8364776232	327835.33	367639.4547407187	389583.6245205357	635558.6945186917	104218.64000206909	486188.2189664968	489609.1509441365	452348.0370372042	938576.1999999998	535351.5604646653	142641.07817242388	535163.9802589613	747593.4820051017	385676.1126702538	562390.7893424269	187904.6483400845	238722.44999999998	608108.7139070068	633765.391270194	599830.2948916536	875223.4650858016	96345.0	738233.7	517488.8028942914	895980.9245367908	906900.0	796179.9299999998	541541.5432291491	676405.604230465	893422.0621410535	388215.35689940606	158.33000000000004	30411.505948184513	302625.74573831155	26374.53493955534	967267.3398279143	951276.6384563282	427194.80620175035	433081.78802675166	661242.3773804344	691088.3022597394	94390.23762708869	489165.9111424298	685149.5535891943	591091.6425284406	192000.0	466355.08227237005	291000.0	191727.88656268592	498983.4838889819	157809.37129300117	150300.0
NONMEVIPP-PWY	735582.6869201809	806739.570911496	719808.0194533011	573688.3126967049	598252.3075868791	676906.2245002826	888787.0716174466	645600.0	733602.7536897039	506449.99999999994	770065.6463317343	535936.6528556475	699777.2680154766	547843.4068329808	579129.3355322849	790350.2979720054	380501.6284206739	836477.2490369864	503575.0425240839	936934.6801928829	585990.0201982232	697777.642845409	455658.3701322108	780655.8725727833	671230.4161154289	624626.4483678015	1005626.579730583	615165.3026989618	743110.3360599524	692978.3088252834	941205.693151186	647619.6185853984	773385.510603974	810587.3300251621	421020.88566714094	747515.5028169532	772277.9884604317	739085.1088228364	897504.841212732	890277.289865642	975910.4300280757	721655.7009616386	945909.6911565975	944362.0760103624	855646.9567725905	703049.6995783846	835774.2880075058	919300.3586786564	858472.6118110504	970540.0256481682	849944.472314309	538585.4167718249	912668.21101403	983370.4263778797	992009.3520149939	635391.8156298023	783811.8642859461	757105.812940985	781167.589259151	356192.35334420635	708325.2320211164	755938.8654558258	682638.3531860764	888894.1409925724	757812.0437023314	885491.3454493493	205168.13478995452	728946.313695915	177457.72909295905	242200.0
NONOXIPENT-PWY	1024013.663271421	1191045.9241981974	1078095.7695291615	841734.0688212448	864199.9469343423	964817.5849090344	1159062.914703444	930003.7633896022	1015345.1207131966	621744.4372559981	899608.5948035843	1133149.0289996497	958644.8261204609	676366.5070117818	677088.932898342	1028070.958440209	814980.1681272693	977169.0795160658	505741.23238413624	1208741.5167690776	800752.5449139638	764693.1145705876	697321.5964710929	1211088.3495137575	835759.8799802149	771819.2480452579	1369158.2094888669	800076.1015089138	1012544.5381382629	1132001.8978366414	1088375.3537289468	1089626.030827708	1069724.799463283	901280.6739225852	534167.801433737	1026522.5870872167	1106373.8203479922	1673414.8807806887	1892100.0437997258	1312696.5073435965	1321808.9678036235	1720819.6395261295	1336839.24481566	1254088.5380164662	1082783.5534125536	980238.9369587124	2074056.5467535828	1358250.0354394712	1449187.0074340631	1232113.3762968145	945658.6693821348	539900.5593758214	1141017.2197434267	1112092.2334752944	1094775.9748496995	786691.5376497649	1180016.89642007	911162.8982842795	936616.4976637134	570392.3409003397	805000.0688346276	1276915.4224107265	1134723.4311651809	1443705.8889749397	1186567.715793351	1538739.1026808077	261590.16330829958	890935.6780409964	238774.72275475017	352797.9783377275
OANTIGEN-PWY	760928.7681071764	656617.8868606043	556218.8975999554	471754.5352516084	497328.97050774196	736550.5674463693	881348.7192543411	556786.2513884762	727913.8833852231	538563.0700188607	680100.8357969801	641713.3869382027	419628.10196109477	475811.4328396495	518543.8932568807	632036.0328851573	481106.496996956	885276.2794029585	448022.466284199	833801.3637887494	548793.7060556452	697807.8865390065	504349.88542029075	619255.0457147042	614412.3275763176	570849.5103419506	1044210.9284092378	589672.4946175367	454416.5974615789	693950.4777708919	976528.864116236	414544.40060910885	709997.870721498	839933.3385372264	426919.0146111384	733736.7998826631	772451.830767597	791868.7596791583	932279.7810400605	506269.99427934096	885488.4831567857	748986.9215760012	1025756.0809380302	953459.7983861851	942523.6261760638	727841.9249253755	848110.9354845891	981179.8285821696	825316.5318899795	970466.7547218815	135539.35283255085	340093.3613818929	1011651.0220954255	1036560.6669865908	1069753.722462711	662258.1075738524	721625.8074727689	734165.4862597767	761822.4111614921	308449.40031398006	412919.4454747067	801669.7089138661	715725.2505129976	590488.5057057018	726380.7062687535	739180.2852638388	224259.00322894406	779778.7507302586	184927.30086498722	236524.59545732426
P101-PWY	18847.36134491554	116595.96320853903	27520.80946229206	34760.83373184845	52784.84884883817	0.0	16164.85326937015	0.0	20545.897840976875	13041.43732638251	41369.299089472435	53091.11132188192	36966.289138969085	19378.998174676846	25608.41390227393	47995.47854298697	14248.166127965731	20728.416566279804	10490.060757338031	12274.800900206501	2629.331378849667	70049.87747029067	130056.54782989692	244.50788508206483	25710.81746848777	374743.7654239565	118453.84261656419	78882.6108433324	147836.6766551665	54811.9419938104	0.0	148724.4318179277	238199.2681242491	14343.22598856681	16166.741728699066	67243.04781573798	41216.27928380119	4283.822511744789	7164.9555858432	103481.6495972822	4530.5137155156435	51961.50064659784	60484.2689515773	11963.302474189348	644112.2265587009	2497.6462842187852	35339.47432730037	5585.297016896241	0.0	798828.4479799254	5405.586710730992	242441.2047907409	4751.468221691476	89.16992688539521	126.10185727519371	321022.8274325519	386647.0151468557	35264.12300423995	37168.39689100446	34306.031047108554	116429.08939835391	25264.37775550274	27794.559335885562	0.0	61675.99485407323	0.0	24411.811050427383	543135.785291751	22562.455102604796	0.0
P105-PWY	914020.2638448845	1102175.149527882	1001052.3397569641	760383.0491190689	788398.5622304364	746493.2817940959	952065.9587245454	488559.26784877846	884526.8744006789	643680.2340507708	598497.5928946902	411911.4112462498	580723.7511395188	373135.1397637767	539941.8072408062	884668.0668247723	628784.9961706278	1115888.0502865063	738557.1146764247	1135345.0759277781	709678.3760667931	605219.3479749484	473871.9933256147	410865.7205282819	807120.818872322	736839.2831099161	1282002.9234899795	762984.6731668848	869450.2614275655	828876.4927425405	1309957.804614091	955651.1655520479	948706.5929134747	1124626.239826457	384523.94986183645	799603.2767051366	800699.024846784	623910.2479828704	1107459.5523818778	154658.688417606	1083758.1910194927	702687.5700547532	896607.6245014722	1187192.3732610967	1167210.1265072576	887794.5772039274	892713.1147835106	1283521.1014506714	1033100.9958420881	1258189.510539582	412554.9983325199	708248.9133403046	445219.46333368943	1340227.8316974982	1361977.633870884	808468.6188178682	914038.8397599072	959102.509641278	948744.3140213715	296505.03533228923	856551.4845034214	710933.9252107266	637935.8636068426	851483.1850486378	736669.9056308961	489904.64401578245	220864.08419802302	812116.764021745	206735.05420192468	272896.3740053712
P108-PWY	410287.64105975995	1002023.4821577538	916778.6645949627	818907.4990225188	777440.7674049388	379969.4821171922	907993.7151929915	412577.32737703517	795879.4898554921	389236.8909628559	863889.0191775019	395161.5739826255	820648.4910753397	655033.6390923432	763555.0044740041	972620.7285487532	618472.8343516911	411794.6182100102	501643.036327407	1083303.3970832862	648291.3117359587	353339.43871858384	611911.0457030341	661764.769676745	523098.99374126893	527922.516063495	866735.2398323739	491227.58959190204	877423.4187412297	453302.1288040239	692714.7605180625	716166.2482166546	756594.2308278045	917922.9672583179	440998.76973548345	598415.6447859418	809905.4962136119	492741.9225332712	624602.9796017387	53472.09889176777	361196.8188006163	684866.3806697153	343935.63385278406	369463.39008911955	367546.9375840924	627328.4092703996	832963.1545096751	436076.96314653876	1138510.7781021069	1164597.101653681	1295321.434064942	368047.29644149437	1464229.0867609081	758125.7990866794	975745.2919649539	473399.8175564337	860744.2546487761	573147.7948184906	497540.2140343354	241869.49248692498	753681.6088987235	277052.15612068016	295131.9164593341	1147996.3446538865	387951.6291023827	181404.50783097252	88267.05270882203	229447.71920625254	149907.42626179883	139257.85433251597
P122-PWY	91168.65039256126	240896.65275359788	298513.9474930939	183396.1004882333	236691.61217328784	143840.09236153666	98718.4658621399	191401.09635690795	172242.3553625971	0.0	895.1355221980227	8405.504559328447	30241.27318133989	16950.720030934095	3518.0193954956626	6834.287185455979	1847.0214839981877	122827.51924134557	6.999912847359029	10989.019328725395	3820.726496858337	2355.236916789883	3765.6137957779983	7324.780531995464	77837.71176327554	507.05633505812136	105212.04111131908	69761.07900947484	8644.396223519136	9550.107722015198	27597.661525202202	268503.9890397145	233905.7295743994	28586.920804678342	1508.0158266221806	273810.999053611	129218.04926508231	93602.56130345279	48342.224742909435	0.0	50118.221031122055	109994.66065452233	128262.94852599525	0.0	17990.92947572752	5827.313941724099	6985.779387123151	218998.13431489977	0.0	528.2921051870999	3806.916870112782	314.4610117337389	2313.328973007244	1000.1238670200847	2438.2271770797324	87.48951212792117	12509.256883844813	59331.319338012734	36860.942736579585	3058.385811314674	23897.77278897001	17770.860622806857	19503.144990051493	0.0	8470.593684371244	0.0	16215.788653725722	21970.198579581393	57611.193321580366	0.0
P124-PWY	106449.83423584486	409175.39229513786	379345.1410142776	193151.92961491633	259058.76064092165	467001.0279702514	118774.52507267913	234279.77792848888	205598.3631983442	0.0	1022.6202517651521	9615.432057311633	33749.39463947171	19196.093207065325	4006.0167211752178	7758.092425633205	2108.7358519184304	132214.17461871353	7.999878674259662	12544.419444579653	4361.856233143126	2689.7745123384634	4300.9797791842275	8372.581192385287	85818.28648328342	579.5567256388223	780591.1261559252	77244.46951043358	9891.867235307962	10935.151191667239	31622.538171405526	504895.56306619896	283880.061384907	31384.984586104914	1730.4789409934247	370881.21922708367	165502.99366831113	104741.9560915845	51699.31773393055	0.0	59924.05037031737	120749.51649636384	357250.24337632325	0.0	399604.8984518964	6671.5524017226235	7922.687355500993	363832.1910912921	0.0	603.7696156452444	4302.689580606903	359.32242894738636	2642.313403269061	1142.7902024464647	2783.813696308357	99.98679431605099	14301.310942473727	65835.66272204355	41591.07190704968	3501.3969121520786	25981.71820626154	20444.9956880467	22428.87928087434	0.0	9694.502341218635	0.0	18284.492087222367	25126.258825407644	71686.08508218876	0.0
P125-PWY	22957.52453340978	106655.03060713409	38950.6510313601	124436.56781334733	57463.56079563172	0.0	18085.405159628823	33018.629458017276	22045.15691891226	90469.96847914542	15131.079755675697	32519.220328309108	34699.209281576725	35281.18422124065	38311.03020989377	252303.43932164926	20819.53974500685	17797.829878690784	38.66652458396036	206189.40461632877	9673.249369103934	19883.320265670514	44197.85491906692	8989.27719785558	9246.627258448918	11847.834329527213	9828.99119446706	19377.662598252125	468295.7902898313	48121.712729255756	0.0	135161.58859016062	81209.56225593817	708930.3066746844	42904.12584817775	79394.21435460319	39920.981967467116	2019.4281516536635	3937.8144032797736	24673.842932450825	9279.963822936732	61408.11141561628	584.2398191927618	3719.328249966506	9934.20884730912	76993.45106883277	32473.55215288283	416.4508806374888	33053.40337022169	1191.5253192747668	65695.42748677052	124.79902002814087	23651.090979659457	1121.9418974200105	40772.58502655893	103158.87188858827	45222.190816086826	44688.924161516836	42233.10156773904	53718.69034411187	12410.98570756187	11949.802214053412	15096.08879074807	0.0	52651.07097165632	0.0	17989.844266449312	120100.28961788838	0.0	38073.32181310648
P161-PWY	224351.77163395096	113877.77483346694	179869.06657504293	137381.6689608772	166099.26319190866	314937.6685885815	305750.9730408532	294678.9703315881	192220.17274087615	144223.62871906793	80370.30717279598	582228.8924773046	138426.76194786766	274368.6111726864	174423.68453928368	299179.18574944825	327828.5413490597	539147.8501934863	333615.7847715001	329497.6699690172	133567.63135087668	73743.39420633524	318512.5819177803	426529.25786269474	263800.1001839962	19682.222392604424	33263.04797756151	96682.13700479895	725909.6433885972	191230.28473450406	317367.7225572573	126488.82333737673	197561.9508321606	314536.71194580843	463446.4393325852	194247.97946771554	219078.31475027985	197872.9787839355	35453.71424531901	890361.4213146928	185296.49240944113	256325.6880586964	47880.07609133174	96509.29505135387	5313.878714500111	289169.70228529914	107152.81331058512	747996.7309728074	176624.94301994305	1035.7981211819053	33728.8240588412	527.6934982793578	17328.83214151123	52995.11633808419	72075.39619389565	154613.24541415714	151777.41083800112	156815.33967458102	124018.78502758722	361811.4928730972	53992.08990615761	131068.91302294936	150506.8082385771	410320.44797687855	441499.6588566486	964366.9198246163	82719.05919471374	13410.558116535323	59502.46091094494	152311.49382253835
P162-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1631.415616280834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P164-PWY	3428.5020739159772	0.0	3916.147624269463	703.4115202257786	1764.7764282513624	0.0	583.6522666805143	0.0	15068.912780603625	0.0	179544.43808542218	369360.6583211431	136122.20250311116	85190.15397173891	103960.33012312143	75642.7121094056	102502.60028234958	1007.3553437769117	0.0	0.0	0.0	83976.29579896318	213463.63660100102	0.0	21869.357348721285	0.0	127.99443170106126	16287.30874062423	90298.386226367	165257.53500297928	0.0	25563.33266629966	43597.5446257332	0.0	2302.385499074353	39040.622915439504	28631.832788041098	42750.61567109507	17449.29352580168	0.0	419790.5203117975	91159.72735330433	10988.3310591639	0.0	103.99467517378133	0.0	52523.4872755802	0.0	105314.30512989228	0.0	0.0	31.999003292273834	0.0	0.0	0.0	19724.468987617798	251127.04770887727	18117.515910187358	34640.89979684987	37950.10771508254	11727.738809809003	139495.66200907892	85004.6237996297	0.0	148019.78743028975	0.0	0.0	0.0	0.0	0.0
P184-PWY	12655.158231224601	9219.540882623083	18233.57348413156	7024.958777625864	14523.713836100278	0.0	10524.439851540483	38288.780476100525	19571.815057253196	116430.63018482874	36064.65097618332	49027.248452509186	61080.13401967953	13344.924025321969	28021.722426294968	304039.3757407508	18293.664860016124	57974.07456127378	7403.9158025106635	279473.16414806194	25662.837993687303	40000.76114106714	120415.92436886654	55495.02382383304	170277.64831417054	237950.3299584005	74.62589016179042	145237.6755490475	136070.7185250285	65828.4135782352	0.0	60738.90543045066	238697.37000186316	774155.7213975806	49230.15425491748	133323.09893536873	144775.2222182978	5167.409619511364	7578.684408690114	7071.961884023402	25718.26480974738	61419.664272836344	53134.569872231834	24647.842678408808	216.38674258989312	137858.080046962	52686.512573129425	6834.0384405010545	180365.9223302406	848614.7690589443	284.63439573225486	1237.8069874982575	0.0	2459.120626239186	45274.53317035334	124116.40169507517	343529.1761360364	129652.02431667283	112508.67726236998	56430.85855639773	119719.44403348432	247324.19057777844	203285.34330981315	0.0	77234.32601502705	7687.740311101908	53113.7241455718	168425.5606760462	24496.971732285747	53208.70856511413
P221-PWY	103759.30386278797	82212.89494933757	45172.776734611114	42767.70070924674	51099.105241130805	0.0	59592.35949640461	0.0	59786.62212870039	0.0	42715.59028729365	190427.7605723129	68133.3500029728	48406.0197291223	117671.24172403749	72315.06214797351	46656.63903985055	256877.59042825754	334520.9603120519	2887.1893801335427	6886.040677278054	705594.4777477399	63117.50783475472	63980.801375856536	207751.2620071532	320949.32096019306	1088584.6033079966	108934.72079412521	83319.99387681439	129195.34221282374	2898.5991499163697	21445.76534455209	231490.71602247274	61321.41187640622	268974.81861292827	38973.90866592907	24618.923793115595	429378.6763558502	382512.7156880796	122071.96892728057	4006.8247259184695	419060.61769504123	994649.5066546876	35173.136274064855	935235.7018005702	10129.511529166266	329242.7227437337	440701.1871239882	185595.9166873953	0.0	26997.668445446103	275483.3844813575	12647.666326678747	75.99829144547843	559.918517158667	383843.6034966199	116809.75671739026	56387.83570874682	61569.1539336574	57059.29727145678	147362.57325301968	87413.81806700015	95896.03747965585	89663.92449285601	91754.25771044804	184688.9238498833	221472.92714467525	739910.3080771586	27151.49367542157	27859.975480947316
P23-PWY	770055.1137615821	672977.0105897812	622761.5423607047	595699.6303215482	548014.5354756179	825314.8828264208	835751.7055243832	503302.4335494672	529872.4237144113	275348.09951638116	488177.5843111266	510332.7584614559	488643.4672327338	171797.4993957761	357482.7784432233	399103.16037123196	227672.94110322988	409930.5054567342	237.9201864485397	867937.3974658241	564217.1171270657	279833.6698437234	431294.72553200216	394954.2230559431	623082.6156773359	412929.8926406973	93912.62278730726	591213.3819188921	587095.6173956128	883454.6691806623	485999.0025817939	463932.6564572799	831460.714468437	194583.20753702146	543829.2429389381	810736.4656107936	693497.1658871489	877450.6139293234	1145737.071187688	187684.48821176687	803683.873279443	810068.586176775	490320.9470966974	611485.4586191108	205506.58643284003	826986.3071626914	868493.1389518298	621124.9632310824	652432.4618608054	1209.8366746317085	175913.9130380158	1062.6235414181722	162903.49287215015	62468.01548892152	246273.5512181207	590121.950908865	882384.8634786982	728911.0526907593	809476.3049235404	279766.75676135597	389126.83400108735	906491.9327998258	810467.5393983667	662883.2091710961	837177.2482566304	463101.9891977521	10364.486012272715	369.632530420806	174918.7775521618	230770.38795558034
