pathway	site_1	site_2	site_3	site_4	site_5	site_6	site_7	site_8	site_9	site_10	site_11	site_12	site_13	site_14	site_15	site_16	site_17	site_18	site_19	site_20	site_21	site_22	site_23	site_24	site_25	site_26	site_27	site_28	site_29	site_30	site_31	site_32	site_33	site_34	site_35	site_36	site_37	site_38	site_39	site_40	site_41	site_42	site_43	site_44	site_45	site_46	site_47	site_48	site_49	site_50	site_51	site_52	site_53	site_54	site_55	site_56	site_57	site_58	site_59	site_60	site_61	site_62	site_63	site_64	site_65	site_66	site_67	site_68	site_69	site_70
PWY-5971	33396.477289418086	43408.59522826459	63893.51521278579	38627.006464123806	32266.614986636596	0.0	16137.776514173354	0.0	19081.410156893602	0.0	229617.2251204529	177981.16462891045	213123.68525636324	142259.43634516935	185925.8029959677	224912.45363496264	180977.44126805817	24636.169016754662	603983.0369432485	78312.5207872886	109179.11564862392	296607.81635218253	210454.92475126966	91874.12697268747	3427.134784788406	0.0	1250112.3612162976	5042.243746288348	213544.79137202865	232666.8444803247	233153.69418284917	176668.98907486955	40804.44115406228	0.0	37775.642459721515	39709.84633832285	44871.23948423388	377527.69253912853	439382.20002329396	718.5235393691341	46106.9084215426	493053.28803838964	564156.2923133038	0.0	298996.4456646479	20136.54617001783	527554.1439611446	1299707.7299026852	458006.53536178183	0.0	81827.23883014377	799.1145063632123	60537.359506707144	8316.963203704681	28220.572673486357	3385.4770902632945	140050.54192574223	7628.554835254106	20649.534834945498	138939.97397946325	42527.58464125831	3945.518486321998	0.0	0.0	267170.72727303643	0.0	0.0	0.0	0.0	0.0
PWY-5973	1291849.20610747	1448226.0060622795	1396208.5150574371	885294.7994330986	1005591.7326108376	953902.1328477423	1256168.8333565998	1249695.4169863148	1622319.5329591916	1073481.0892902098	737001.4603042459	659535.800327052	1024668.9798091294	450304.2605752373	493392.05339568894	1180086.324382465	1060366.9581835389	1306782.181126243	643685.6881241238	1081736.0376186639	654873.3018133865	1197031.7509255877	593786.852345768	778814.6053727197	1133318.599909326	859057.9353572342	2547743.971556916	1064901.3952940986	980938.9671275793	997729.8882204475	1370274.0594337694	1539497.6993593771	1270532.6803292208	1263023.144666491	777019.7295430362	1634486.6206257318	1135895.8734142513	1169552.57921894	1373092.8250333646	1093059.2191864324	1443107.6522215968	1100073.7471514912	1839638.0902858493	1396467.7874671146	1628698.6082563295	1046031.2590765944	1088661.1624516803	1819617.0579966605	998320.8275096893	1322125.13753879	177105.23653807808	980668.9056210058	122102.44971010029	1737782.5447417393	1802126.2886803893	997385.9299183491	1107557.4134554265	1295844.7368831302	1251567.762694501	456798.05885047757	1113908.1362996097	1220423.8182402335	1115828.8215820964	591922.9242750772	1042320.1264040219	637146.3486395049	382251.55154772074	1187275.3589209088	313894.0861185262	310655.92350890965
PWY-5989	986497.1093806641	789349.3773950778	759963.8294343282	479114.9667112741	580474.9157432951	469948.5416218821	637730.6658300371	808306.3428200682	1079010.1178002525	476086.4364504217	286106.4127394857	334469.41561922466	320796.69564861397	104315.59153221622	224842.7932390463	346501.7351086325	127513.21607989006	1099759.474406364	570477.7373893948	705510.6751021873	583819.9073760642	960582.4978891584	163620.09913631203	157367.4821851594	816987.6492946467	355523.435086894	1795151.4229055287	848309.3393934206	221601.77931686165	747791.7386821575	1176013.0428836977	779127.4115648813	562616.5631747217	387936.61054765823	459944.1222342067	1247119.4264731696	507189.148425502	666730.9322664523	1032625.7707710395	209246.38915392067	1065287.0129708431	494107.51148141985	1492869.9105713454	1175838.9327048121	1315540.9195404279	677781.4391683061	589958.5942102938	1496863.8881699536	514107.1112314881	474.91110860475135	65043.06864400231	612692.8679843567	49292.49590735019	1497688.339560462	1577258.2395334945	688087.5238047838	390219.91709473776	1060849.9854630802	1060144.0829701736	165654.82317319262	768771.4619974771	1024390.7149896013	908945.434697273	331411.97271131194	757210.1890406783	371155.8162784241	302961.51553575334	864148.9441890639	189998.86472151687	240668.89099692792
PWY-6071	0.0	1040.5687836432942	0.0	0.0	601.7769927358446	0.0	399.9845922372801	0.0	1126.9323682328854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.84979494053358	0.0	0.0	8443.149262990559	2750.0884644247167	0.0	506166.8187049762	1240.0425155383666	0.0	0.0	0.0	1616.1022953556235	7042.102879265269	0.0	387.76542819426135	9427.512167385232	1584.542821496105	0.0	0.0	6062.601037825227	1025.2790681693532	0.0	0.0	0.0	6316.354302875446	2093.248233778534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4653.032609218254	0.0	0.0	570.8484849556443	0.0	1973.2218977656125	240.84895738933233	2402.2337223412856	0.0	0.0	0.0	5597.717987232741	168944.630460113	0.0	0.0
PWY-6107	44257.0563253529	225767.6303272031	213904.78352365128	88770.80385079926	133307.24980434292	0.0	47896.84038226593	0.0	94024.5864672689	0.0	380.34031387884136	2429.741187384044	296.1243024172148	0.0	143.64376642787198	1688.9396200237743	777.3181834302737	58515.557522535404	2.7692307692307687	4649.172709879135	1787.2253334029226	76.45015988692944	73.40050093490167	3317.24074971648	63962.11038489365	2777.6579004164632	673940.2510120121	94660.49995484247	1600.20819828408	2800.669287054919	12037.383195627304	364675.1539122848	158459.14705271157	12412.140575079873	2486.192126769663	204683.39543379185	153988.27148499555	39744.99506737805	20118.60052715499	0.0	23476.813027310065	43864.22278173206	158546.25416591173	0.0	173468.9674299266	2511.9807343772245	2655.3037283051212	182167.76510271346	0.0	207.7112705458381	1319.0048780487805	29.9989808652006	794.4	428.41969446152393	1025.9283778328816	663.1962642781617	3388.0589829201217	66196.00975493169	54985.91339373824	1127.9387755102039	33626.76249377038	210523.497343712	161535.19192994913	0.0	2424.2493355974575	4182.19800181653	27892.069351665912	79.47914449619616	0.0	0.0
PWY-6121	856550.4617550897	943887.3468536146	856668.5014255143	715559.7224676525	699039.1321053308	787068.0960621305	1003069.8284262106	759582.3846570116	866516.9354749674	632165.462670895	941433.9469692346	623597.0084336946	852088.081282812	654989.306631605	675183.6145513349	964887.7401235846	673526.1355057262	991212.9615951944	585535.8965652753	1110526.7102054846	688908.5214999185	955515.828454502	636441.6541142028	890274.6236082603	902673.6097447072	872613.8859203084	1135484.0519457795	891163.6950668284	1014768.7606369056	840381.2961686762	1132313.1081739902	736052.5987017744	893462.0982329492	930601.7835000796	481814.0442702887	885147.6164706026	881526.4617167464	855014.159328175	1009649.2465735577	911150.5588717073	1095784.8986518069	882081.8593687998	1111244.7258243258	1098690.2237990345	931858.6258902973	832580.1166886917	986063.354597759	1001682.0765585583	1078982.4692895892	1999464.2309564091	978922.839275291	676574.099981444	1072015.3908313424	1566017.0514111859	1802394.429140586	743072.1195227925	1214116.1036557169	1123401.9000291228	1075082.6226085387	451221.8838985734	1239038.0708658474	963474.1265151232	878275.1646657647	1007593.8145560826	916084.8222765479	920956.5381109043	248295.9580170624	970765.3215356015	228194.31907590458	285155.93615330063
PWY-6122	798095.2624584106	936704.3621174846	844279.1703275673	710643.5228316146	690762.0943594519	788661.079132354	994731.7617609306	751015.0161206757	856680.6383628336	649028.8398159221	943043.3130566728	603245.8569226388	892321.922446927	652646.4139267923	677160.4654694302	1010460.157629134	728153.03182543	917618.3088971353	608790.1724313075	1079356.6350363963	643140.3695614684	890563.2940783702	644728.7775766363	921108.2239793265	857588.8242684747	834640.1880919413	1103808.8404715962	841996.8478771548	1029262.4180579464	783765.4445946194	1063529.2211588437	751210.2615659973	873852.5307182594	964011.872978774	487526.28118258127	856096.0911909164	876104.9633445664	792477.7036580369	914101.086590268	909896.7352179817	1034339.3975910032	826995.2548522608	1022082.782145562	1009600.674828515	910248.8913631395	807450.3916867003	906322.9610563483	960023.7219366175	1078032.2888847056	2097328.5237565017	1005605.6102437786	618681.5450245377	1111643.1043011916	1540502.720603009	1806761.1375199012	721420.9845124764	1260926.255016606	1087963.9520017682	1035807.4212891754	450147.31188034464	1177904.4402275123	894406.3371299095	817771.5392667138	1021774.5528686866	867668.1912128625	895800.0	230444.2962542038	950292.277337546	217053.3409192411	266976.4567307247
PWY-6123	764335.3849313281	818068.005185789	735622.6290898053	635802.0295023181	614947.0413748972	680479.9385189732	888593.4623814275	689145.6575006808	741931.0391046132	540297.622655232	760949.764712628	553297.6634286862	735121.7437512873	584092.5198618165	586191.1300771575	830849.5286939512	586903.350855638	840523.7612304899	503595.6633322303	906624.123070919	585837.3126342698	714777.3275529939	495487.69467901584	797740.2797112959	681331.8010100763	582726.6444531202	1016902.6096049782	629396.5036606166	751793.2732591905	701712.9261033356	941397.8328511927	674587.7756570835	763278.1198979644	811788.0107658429	423759.2054040109	862686.6944666108	786481.5996185271	785950.1066190922	901431.1039705513	890724.6	931907.7167703864	754482.7542271811	949911.7650440823	943450.0	863584.0869618848	712202.7705056156	846218.879025117	924149.4811677278	862000.0000000001	970753.493404791	877457.694827872	539162.226580938	927197.8177181446	976009.2050291366	990667.9150607598	639640.4864761257	787193.8934414893	768439.3807762127	794502.1233496452	374136.12940782047	702845.6267770287	831126.519111155	748474.3125645743	883299.9999999999	801969.7568151345	895800.0000000001	217750.4669538733	729694.89	180489.459688608	244197.42693145084
PWY-6125	827884.475179702	956883.5797582265	856210.1213232698	751194.9640105832	720340.4809216066	725266.7219148863	970234.205557219	697197.5933568055	839776.8463756588	606493.8505638987	816792.3625327657	656390.7410771215	809201.126824306	626937.7898678834	692741.3613478999	952480.2180642973	620278.300757211	973606.614723918	575199.6319072694	976710.351567539	659175.0971848617	800036.7334968831	601848.8582085215	744476.5484663035	742687.6562801155	653110.9779116837	1118559.0914879008	674480.0686112031	841312.8352117625	754836.3766474987	1078636.4447680837	753837.4396972939	835755.7073333828	953823.5219136587	464189.660929093	805552.2878527181	821906.0558049608	760750.0431917357	990900.8208050258	304811.34750670084	908449.6925842887	775895.7868852621	1075393.7339302585	1026002.1013791296	1018041.3837272164	809304.9091784417	928844.8412549961	1029336.8480887341	1037743.1082329934	1118505.8690195235	1082090.5970731906	626706.8518630507	1151008.992831961	1077874.33556176	1097860.6249220974	742005.8583705877	875368.8804184127	834842.4128568385	861717.8728626379	392659.61941661144	789755.6582297394	802232.6516553615	727626.4698181935	1026641.1788229569	751392.8677772644	693524.181525675	244473.28880834248	884391.370878565	185429.2556757348	242962.27293903855
PWY-6126	892824.7688544098	987547.9501421271	887202.9292798131	760445.8693486664	737284.0547379102	789832.6515115626	1045594.4237892837	793734.4328419938	873648.7213473083	644897.2422626612	854444.7552545014	745449.1111265089	868569.1674569835	674833.37204455	693675.4789682238	999760.5817870746	672032.2569330889	1023191.7558106589	609736.0617707906	1025870.8157122117	681816.4037203098	881431.2222225959	618416.4547903247	844004.485461293	816341.6573478092	708721.5779360475	1233948.560749118	741207.425848914	903221.2015419083	835443.6601118085	1127103.6666898655	799400.7452060553	900655.5418449512	981910.8411010037	480977.3129499833	891849.6302017445	898732.9071378179	843414.7090425224	1092063.7967169464	981672.8822495333	1039902.4929489441	850029.6874007605	1175910.8110963467	1146866.0352822917	1079547.9744077614	838316.3797658187	1002185.7242466065	1128906.3613925637	1007833.322263791	1164898.4440258995	1051643.8092190037	659999.3017751995	1007825.1108513253	1197732.1762540506	1218601.272019304	769445.8317812555	929912.83217774	919739.7727433373	947762.840895339	421498.28651419556	854767.509494335	886496.0028814945	802045.4368198232	969312.5713198162	848448.9273007426	1008985.4850680603	270073.60854513047	925165.2785491936	205179.92521614523	273365.4518994038
PWY-6147	737355.5061228843	854586.724139965	755754.9169414879	635664.2123656543	620151.3665348868	387991.59854720597	567516.9116211573	554980.5166840769	751727.9992152575	533886.2515813783	683628.5909753962	471624.9875135713	729412.9418516394	519595.4859319929	604142.5642175807	890643.1169478106	640516.5492569866	975508.1413658792	542084.2457012486	998131.9856153802	588682.4138219272	930600.7378429294	530137.1232706186	590884.873769543	745976.6303877655	612239.3615267809	1208991.9837541135	638668.4456758491	768732.4388546129	848014.6355076309	1039203.2188692683	664509.2012763027	624757.533606828	904996.7565400421	447355.0840194083	546226.8139168	470294.7490845549	684718.5224907327	1057047.8512210795	918881.7022864207	962813.463697868	772630.4269282417	1235979.8836129347	1039919.0119962901	1046597.4394950038	757507.648091392	988571.5273220612	1062046.8325126418	906155.9981052774	970895.4935964904	881380.2338175215	630209.1877348293	930930.7569833205	1096237.784629268	1081366.6723083649	729189.161780528	818577.004477992	772454.0102271654	789360.576309843	387468.20950799587	740986.2861664981	560554.135886392	526538.1232596678	783347.2410123089	717401.017501488	444623.6913286368	282533.45087900275	903591.1741414887	157578.5464093731	250076.68390895164
PWY-6151	344617.6005176041	447874.92766026844	421197.6048649292	460146.80296883034	379735.13739327865	337336.9482338969	313755.8051468386	308520.6854871736	230625.49504916614	397559.2194425502	464135.5402261763	213932.70796248113	232288.71632278935	424259.7661118948	428456.9305710819	382512.68157853745	304254.45261992555	290668.4728691099	302920.32525772287	323229.526494516	58590.97196745252	275960.78272907255	292407.78375813115	181268.60779873864	332648.63165725087	373452.64665045	178827.6608370528	509981.1216006761	599034.404828733	174652.5098239411	804507.9200391537	390320.69561814104	497094.23585447686	782883.5954976915	88610.03414336033	335534.37645009346	348453.3936429542	367978.157691587	96723.12931022831	185068.14102508605	255599.88425819745	286825.1364427417	292657.8565248564	56719.914911381995	699749.2412055028	256001.15323535973	166749.15268189507	685746.8157326415	299495.2484005931	823703.166618245	847217.7157909046	12493.300546542236	54573.83120461091	740423.2816840283	807605.4834175607	427467.7585958079	442763.8851544674	676216.6785179393	700863.0845020466	118792.14453164689	325612.85312098864	664954.0663348989	582480.4316307605	254676.3969559931	283308.6891280844	321681.9627542294	133402.60798979286	531895.8946666886	100956.09226478825	86683.10638887061
PWY-6163	798615.7686417686	877488.9118875717	784807.5162132651	666770.2599626434	648516.2055819083	699366.0367493423	925153.0676190252	691176.820316882	775176.9942607734	586238.6986951468	789133.7779161364	583454.4638131887	757593.842277662	577219.7979331504	612767.4986390584	887016.8599638928	629683.4400096808	903712.1002575974	589191.8774807722	978721.8412036091	579326.6528774073	847306.2717343905	525156.9766389313	766554.2715283191	730177.84797384	614518.7112121624	1156839.40003357	656283.0616258539	778975.2759843477	746466.2214007732	750510.9636677759	737682.4312283482	819145.2795371399	901523.521622895	443701.199355612	899957.9655310129	832960.4298589673	897994.680869484	1057410.374950449	903699.9475909235	1015123.0408073233	886026.0475547756	1108762.8722481558	952245.4031835058	930288.5356154825	739760.0501037156	1031053.7815482279	1063926.1890451636	934754.0839521128	970892.2608341367	885813.0895809913	590489.4261918071	928955.38048365	996383.1715061651	1000952.4062070992	667632.9585735587	828879.5324786879	797663.5431880062	819878.8107110647	398744.56458481343	727941.1470336259	884922.7712125705	792358.0791859631	903558.258014404	805384.0891445016	770545.0497127027	262338.1011489231	849407.8650634653	176136.9661317112	244816.9607453587
PWY-6174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	450.99120998339566	666.7926352000346	3636.296220991907	864.9847634784397	999.4812965276739	0.0	0.0	0.0	0.0	0.0	546.8161134723015	1139.8097034296752	0.0	0.0	0.0	0.0	0.0	3737.180638486036	157.03041498383755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	206.2708517850443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	265.57787706561834	0.0	0.0	92.33985787609069	0.0	0.0	0.0	0.0	910.0911185576832	0.0	0.0	0.0	0.0	0.0
PWY-6182	188009.32721500238	281119.9792781889	221188.61688871833	139062.80627969617	170634.0908879225	145196.9638112729	108860.9952339278	22939.924588140406	154340.09780702344	111017.49795836955	43943.48327096167	38148.13453425606	63787.84762272753	30033.764245823026	61982.8299217086	100223.73563775497	33988.5282363237	265305.4518632935	14593.421076330897	83495.6689359033	23944.385652180816	261531.50242103447	73770.74926697777	45748.54627525587	212513.2682022068	165576.93642488442	893378.1807531355	207616.7855863834	20299.04205504415	29101.333064116974	333006.7812393923	316264.4744153359	208431.15285677343	440444.15710161097	42583.599214005626	219901.32082036324	107557.79935101293	117830.83159862833	86198.79347157326	31304.942833577763	156851.36401837695	31048.2780817502	653258.034224589	45252.38905308095	265331.5258885493	216664.85071005207	14582.45017412982	993989.117313312	123177.45765869558	1682.3591177516735	7403.046675609922	274539.0367208157	4051.3187224689027	79145.32357108088	54283.6150161939	52271.170810746284	97700.51634544879	227033.36861126707	186007.47430476974	14292.646167073526	243089.4192472011	158320.01878579857	158105.3852682183	221750.70877055702	72187.43079416115	202896.9234570329	131781.67176710424	268825.97816613456	36577.839315103236	37006.35641391893
PWY-6185	125253.25206639378	176510.64931447184	127510.23859945309	92985.90891219914	106134.90194671319	8942.40094381456	80498.1359348907	0.0	98537.52209706011	18477.112237597852	41438.726560869785	26743.62401321884	56799.098470459845	26386.343837650285	56832.97785804554	79848.9849744145	31278.98500087262	199568.07277993503	10532.63033137611	24523.3444102369	6036.96413628866	215302.32420314322	63879.276688198195	9009.413970639916	166437.41721536234	74731.81188898547	126234.74490116526	176410.62575125552	13164.866931689212	24440.735770110034	19716.08716607471	151931.01557441082	137114.27985614658	20469.410201412433	25557.827942173895	126019.99924678949	65370.29901103513	96906.97982572172	73685.05064786033	28803.58430329431	35447.87116203831	12750.607188587228	446138.39229224995	30123.83176130658	141761.5882613604	6656.5957441938945	8428.167733880025	533026.0408016891	86286.80504993486	688.5111239874611	5463.848891292334	259965.13167763498	1604.1828360390728	51664.658893428474	62617.65386740969	26773.40416133287	71885.03649988348	209187.0888438661	160316.8560982691	8603.379186329728	78421.61610425297	92790.27795727413	99811.58429954827	60409.6305713537	53701.54637548258	33772.70580569844	112483.0549374603	249757.6701485731	23752.88729657676	26814.821092690607
PWY-621	528479.5897385475	516789.43411144614	469267.2853036701	461948.2767144662	435830.1684044288	210674.4805907364	325052.6001304036	59789.2607003891	385401.3372289922	0.0	434695.1301488219	276193.40450956405	145214.84161920624	400315.7389884464	468699.5012262217	150648.8894526713	230888.62372859876	845104.5547788987	173.91391624285856	690492.1716545338	313965.8655620147	567966.5785885265	258189.93635960724	337992.81372296845	471521.7173900188	364244.2239731314	551587.4306457548	385495.3742896057	544324.0999226846	406044.2688242218	307350.49511524296	214341.23647212677	320412.2549610455	246120.2511043943	128972.86703004035	159571.33283401158	182541.66076779692	515695.4345240766	223342.50625973003	148589.13866943907	531868.8457757474	498425.51766097127	829429.9709642477	352480.1816476628	755729.711763107	450332.3381879435	338106.63036422676	576793.8823475406	667060.8306247743	647.7837875690623	827164.2571552071	216834.2387997306	890753.461407868	807546.5407363967	620679.4285141929	511728.70930999075	294987.6758860173	531847.435069459	605124.0550871032	115540.70222649982	252100.61059612763	425252.5176913328	368592.3818541236	776734.8199758425	461837.90151242056	572906.3561639078	188555.75502960302	648926.9062828106	63153.28115593016	166683.86545039908
PWY-6210	537.1773743930747	753.8620245107766	733.4035008516444	395.33851495905964	522.7125400758864	7307.517361758279	399.51675937558946	0.0	888.9472295210641	0.0	0.0	205.3496074292461	393.92084365182296	0.0	0.0	682.9192274078556	0.0	1068.1243412973174	199750.0	863.9769193417858	1262.783467906717	151.2784352361734	47.94538273347987	295.9801318793783	2216.7667082149283	0.0	21575.675403322653	25120.751537887772	0.0	179.6464149565497	2875.250875489244	11571.216363524614	16976.181078782	0.0	288.6276918877511	17686.160247327374	10090.291993183884	5868.05447235312	5512.218152682315	0.0	449.0073468650122	0.0	7134.435846733575	0.0	25.173025010097604	0.0	0.0	70034.94459342211	14908.310991957105	0.0	14113.127572891202	7.8348902889419945	6510.0	75.89320316544635	278.9391930289828	33.99270233419781	0.0	3476.4121957936504	3571.4265748363346	35.98569423169159	3542.2147426313286	2477.67548224858	3334.9984164997	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6263	210592.62507397492	16178.772510964645	33949.527693503165	48852.09501407932	24895.35231296782	52884.122150601084	24481.3358845714	258593.2556805608	40689.006411150316	22410.27734127673	285425.70784976863	99720.1514729378	341338.85202185495	56574.26183667796	155580.4411243676	277056.7085369995	167007.1239324939	19584.907763564886	0.0	25820.641097687225	18913.556887017534	112690.72824335506	205493.45838123295	467379.0807356082	197633.23300597238	11592.819866881659	47.98737725091553	101721.95148099694	69976.5490997866	151444.10897114876	868.941805318863	40758.34904339503	86975.62171130742	46819.45658312157	260062.96307199937	314433.43160631653	139720.84804970052	301370.9885570891	26133.41225127347	0.0	270571.80595781154	187101.9645014539	11382.70230279791	306238.9963057954	38.99610585600747	369951.1314131609	42235.81596122173	13302.08412607699	136856.54988225442	0.0	12233.022082770236	154.9073654566601	3919.7408685945525	800.4302235765977	836.3313790993747	28461.792476837654	365817.0567266874	88797.89767721169	102736.7386929884	37682.727350549874	52107.16162436529	213144.12561002967	235069.0385632674	0.0	274034.29977204115	0.0	0.0	0.0	40221.37211922283	38036.56002482872
PWY-6269	569938.138630754	436383.5058598449	389110.2845281644	256041.45878487348	288712.391112163	268974.3099059921	301309.49780950573	367552.9565533362	349887.59695219446	423758.471952846	151713.66612887892	293989.9232531028	183505.88914469595	189190.93637487345	224777.94079888356	363887.78208736697	279531.8344149623	374654.32405375794	294092.29510884313	773726.8029470511	459601.0424170393	574488.9365128034	294269.48298959754	221808.2304482979	478142.30716614984	470458.4807386431	965915.9376632015	324545.4963377536	666584.5520899866	614281.4338690508	298902.77487853577	425792.2345299021	430436.8359885654	773795.4816938251	347573.41464669304	433139.92795973603	326586.79330653866	621438.4211941124	955521.7387932463	892977.9479151634	834811.7549376908	651134.0597785717	952299.6381638963	823967.0321852975	821173.1369574824	464625.26992219215	831853.2661183177	936875.0096499588	600535.5286992475	871772.8662937548	38815.138494794606	159191.10413456662	20046.30394625443	549751.9916260507	495541.5020119663	575007.4775614984	531560.8708126481	406252.92849289114	382535.6857448978	327172.8645557942	258596.69896974278	478004.59705512866	435421.8458492551	326624.54185823567	559649.0219558238	431300.6140254808	204614.23010974334	647053.1559224835	86919.289125991	199043.12122322808
PWY-6277	798095.2624584106	936704.3621174846	844279.1703275673	710643.5228316146	690762.0943594519	788661.079132354	994731.7617609306	751015.0161206757	856680.6383628336	649028.8398159221	943043.3130566728	603245.8569226388	892321.922446927	652646.4139267923	677160.4654694302	1010460.157629134	728153.03182543	917618.3088971353	608790.1724313075	1079356.6350363963	643140.3695614684	890563.2940783702	644728.7775766363	921108.2239793265	857588.8242684747	834640.1880919413	1103808.8404715962	841996.8478771548	1029262.4180579464	783765.4445946194	1063529.2211588437	751210.2615659973	873852.5307182594	964011.872978774	487526.28118258127	856096.0911909164	876104.9633445664	792477.7036580369	914101.086590268	909896.7352179817	1034339.3975910032	826995.2548522608	1022082.782145562	1009600.674828515	910248.8913631395	807450.3916867003	906322.9610563483	960023.7219366175	1078032.2888847056	2097328.5237565017	1005605.6102437786	618681.5450245377	1111643.1043011916	1540502.720603009	1806761.1375199012	721420.9845124764	1260926.255016606	1087963.9520017682	1035807.4212891754	450147.31188034464	1177904.4402275123	894406.3371299095	817771.5392667138	1021774.5528686866	867668.1912128625	895800.0	230444.2962542038	950292.277337546	217053.3409192411	266976.4567307247
PWY-6282	940485.2456028714	754651.0310112757	726930.7374408408	457516.2764148917	553171.4763622467	453552.2222161845	615435.051589784	847710.100850459	1046616.5236375554	473737.69711304834	277592.37467844656	325281.50243568	318744.9044603436	102050.27546034181	215691.48578858539	344199.2195224311	127233.6644547672	1056642.6720874226	537536.4986935845	679202.0908340258	553088.0563588337	930685.031755557	160785.8824519332	156210.2633421545	786209.5649131222	347027.8586562001	1693655.1323057574	811693.1372431561	219125.05239411216	725126.3933360769	1083098.069126965	746718.3336172957	543900.8986562277	382742.1859453286	453819.4676563893	1178921.7720111439	491824.1079368117	653014.6718264755	1003169.9803984963	248762.04441447332	1021883.2320806275	484307.8263461993	1418570.7930084413	1131480.1130152273	1269812.043241877	645637.0295208121	576009.092180538	1383400.8532773901	493550.45978588215	474.9036744178909	62080.140648753484	591294.0862950566	46785.30806198693	1447094.990509282	1547452.8578172598	687538.6141184763	384188.0312376053	1011969.7991408805	1003979.5638155256	163958.8559261877	753639.1142091284	971239.0541056881	865492.882075926	311380.11109881435	731112.3620202041	354193.5270481271	288323.7506645342	846082.9539805806	185344.23246023993	233638.47919538713
PWY-6317	203047.36027192263	120178.36205886974	105896.70981832301	278751.37335811416	121552.50548525267	68355.56005782017	57823.83201495349	347785.5398700781	80239.07517459408	61044.46238945445	400779.8098930803	444293.6059302612	114697.10531347824	258533.22272485253	145652.21222573626	122964.38360546628	282042.51231932204	96905.51005438932	169.60011061533305	359455.99352412944	44858.50909631209	54665.90885205066	286451.3308395273	172108.33878023466	224877.12925624553	4644.53467859524	10947.021108979625	104751.95331957111	669199.3587140864	195595.20298921343	0.0	214944.67651728	164292.5876396708	48883.61049235712	19705.838120190005	128728.67255486055	125601.40245313388	284713.93140302645	23773.243311075184	271475.31581422995	337956.7343822936	287829.6347358112	15238.579620649356	104807.79458005537	26043.768536626383	311264.3139293135	174919.00616707737	11960.352828584524	319163.3796187472	1431.990573840394	158451.7956260835	159.72508631560743	63132.976807403174	446.1077817814127	601.554045034607	127292.13994212986	121463.13215819547	106217.10986259676	124880.65168174072	108869.42133979048	71463.61434111721	467966.3040841383	405155.7047749171	0.0	276681.47874835425	11067.768360036433	24279.86867900675	191336.48540200482	46910.63044747998	32513.513289851337
PWY-6338	9435.95885968378	7063.289057469651	14292.270203953478	5350.9651183230835	11487.214466829624	0.0	8168.832745691123	35380.81793957917	14493.949424435716	111004.62748042823	33644.372885950805	43593.731502192604	56691.79025571088	12520.62062483492	26060.168145290936	291087.3809091925	17075.31748717249	50432.83114719717	417.1800264738188	265290.4087618723	23800.61814872395	36819.1088128519	113552.5078439711	50303.58512694507	150582.38495976143	53064.1685688548	63.973782953206126	56729.32892241742	129180.8547140663	60045.051745103905	0.0	34267.976614812374	92192.82398871273	740338.6439915281	45383.99578601444	96410.80715831132	52247.47870686367	4243.698875959668	6235.6072558865	6586.563350240886	20927.77362842067	54339.68959972893	46721.42681436227	21939.1056384427	178.99027590725504	122628.37750591079	46774.01624480544	5144.640721219632	165139.45917418497	5331.548543905548	246.4042866463028	1080.7597314527347	0.0	1994.6690668186657	43455.37227499572	112148.49538167815	335058.6669617418	90750.49471168923	72520.38383113295	52414.26805688423	44934.40888489974	43645.65633816713	51605.70790508571	0.0	68687.99763642366	0.0	33071.75801496835	161006.74038466197	0.0	49137.811951061594
PWY-6339	114256.33695071924	34757.73517075518	81513.88258597703	64406.077145756724	47147.15890670997	0.0	41510.035556683004	0.0	58618.62132014321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100645.37757562561	0.0	0.0	36912.995973156685	0.0	0.0	91718.03513952378	195058.12279096895	29514.27862029971	0.0	150902.34174008545	0.0	0.0	0.0	79464.09683484891	242605.83980412915	0.0	70532.69390270705	150322.5791707511	161129.56399697234	0.0	0.0	0.0	178187.10319662897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2010.280649174596	0.0	0.0	0.0	170206.72838023322	0.0	142329.95898328305	129185.97175002111	0.0	104789.67932016293	322651.9922203	270775.34196896356	0.0	0.0	0.0	80980.07098062619	255444.07109951953	0.0	0.0
