#OTU_ID	site_1	site_2	site_3	site_4	site_5	site_6	site_7	site_8	site_9	site_10	site_11	site_12	site_13	site_14	site_15	site_16	site_17	site_18	site_19	site_20	site_21	site_22	site_23	site_24	site_25	site_26	site_27	site_28	site_29	site_30	site_31	site_32	site_33	site_34	site_35	site_36	site_37	site_38	site_39	site_40	site_41	site_42	site_43	site_44	site_45	site_46	site_47	site_48	site_49	site_50	site_51	site_52	site_53	site_54	site_55	site_56	site_57	site_58	site_59	site_60	site_61	site_62	site_63	site_64	site_65	site_66	site_67	site_68	site_69	site_70
690515	26.92804825506247	1.859229747675963	3.093542843113184	2.573991229036737	2.709368672924719	0.0	2.14623499454347	0.54	3.903179707038228	0.0	0.1023279611153748	3.245378498399257	0.5160778086542279	0.1007895178901394	0.07216395650918889	0.9942834807250697	0.3176283748014823	2.252422297722411	0.0	32.25946258306848	36.44453233142179	0.1172691582113904	0.08991276032174188	1.037941994437823	5.197792088316467	0.04882425905887942	0.004867285352715945	0.4851899675235747	2.034158510842449	4.393436743477092	0.0	0.009877518767285657	0.02708559046587215	0.0	0.07236413633403285	0.1353424163132726	0.03098701807032422	7.04647676161919	49.59523723091444	0.0	47.38717785197134	7.685846283074338	2.995664170279858	60.3	0.01482339940975919	0.5733994395343823	21.54846664810469	2.922169148637257	4.74	0.0	0.02364410170601288	0.003981589131854306	0.0	2.320610687022901	8.222547890714958	12.5592695967986	6.430223592906708	0.6532180595581172	0.5920891286830396	1.562333179116695	0.3532911863146151	0.5713039686000873	0.624133148404993	0.26	4.518236254763201	0.4	0.004885675200312683	0.0	1.47	1.72
519902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02581844469689146	0.03969829297340214	0.520745842432387	0.0577311652073511	0.06595983778765818	0.0	0.0	0.0	0.0	0.0	0.03314128384234946	0.06561201428883867	0.004966229638458482	0.0	0.0	0.0	0.0	0.268662444828248	0.008966197435667534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01193269957440038	0.0	0.0	0.0	0.003637554108617366	0.0	0.0	0.0	0.0	0.0	0.01542020046260601	0.0	0.0	0.005338268265774583	0.0	0.0	0.0	0.0	0.05443658138268917	0.0	0.0	0.02117186259461176	0.0	0.0
1134896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03872766704533719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09595087315294569	0.05828028333183897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00642535874919683	0.1113248871625464	0.0	0.0	0.04199916001679967	0.01970831690973591	0.0	0.0	0.0	0.4733304164512151	0.01404889013767912	0.0	0.0	0.001818777054308683	0.0	0.0	0.0	0.0	0.1446010021185728	0.01542020046260601	0.0	0.0	0.02135307306309833	0.0	0.0	0.0	0.0	0.2177463255307567	0.0	0.0	0.0	0.0	0.0
336037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2814018930672806	0.0	0.01984914648670107	0.01679825298168991	0.01443279130183778	0.007328870865295353	0.0	0.0	0.0	0.0	0.0	0.01529597715800744	0.02673082063619353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1124194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.920951650038373	0.3020758029536301	0.6947201270345376	13.50579539727868	3.651496199364957	0.9429813846680022	1.058761249338274	0.0	0.0	0.0	0.0	1.371539285168001	3.251439819202449	0.009932459276916964	0.0	0.0	0.0	0.0	0.1151410477835348	0.192773244866852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5632897836795887	0.07744339976524969	0.0	0.0	4.262914741705166	0.04927079227433977	4.41	0.0	0.0	0.09745037985760312	0.1264400112391121	5.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06168080185042405	0.0	0.0	0.1334567066443646	0.0	0.0	0.0	0.0	0.5443658138268916	0.0	0.0	0.0	0.0	0.0
1042616	0.0	0.0	0.0	0.0	0.00184060371801951	0.0	0.0	0.0	0.0	0.0	11.97237145049885	0.1394196013632139	0.8535132989281461	4.905089870653452	2.732608486481285	0.9258806859823131	0.9528851244044468	0.0	0.002897899747158247	0.0	0.0	0.8999133227961047	2.605039974727224	0.124155740961462	0.002874885004599816	0.0	0.0	0.0	0.5757052389176741	0.1748408499955169	0.0	0.0691426313709996	0.0	0.55	0.0	0.0	0.0	0.04926108374384236	0.1899783400491282	0.0	0.0	1.007979840403192	0.1675206937327552	0.0	0.0	0.0	1.25293345531204	0.01404889013767912	0.0	0.0	0.0	0.0	0.0	0.005725190839694656	0.003489305279318887	0.01849547701516629	0.2158828064764842	0.0	0.04204183162246435	0.5195914445353927	0.0	0.00436109899694723	0.0	0.0	0.2721829069134458	0.0	0.0	0.0	0.0	0.0
543824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002977253781112302	0.0	0.0255819902788437	0.002581844469689146	0.03969829297340214	0.3023685536704183	0.0192437217357837	0.004885913910196903	0.1058761249338274	0.0	0.0	0.0	0.0	0.02039463621067659	0.1239338047678064	0.0	0.0	0.0	0.0	0.003912822318738506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02099958000839983	0.0	0.0	0.0	0.0	0.001988783262400064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001779422755258194	0.0	0.00436109899694723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4405849	0.0215424386040499	0.0	0.0	0.002203759613901316	0.003681207436039021	0.0	0.01455074572571844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01258336479174531	0.0	0.0	0.0	0.0	0.0	0.009932459276916964	0.0718721251149954	0.0	0.0	1.737293109519897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03007609251406057	0.001630895687911801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03842459173871278	0.1086080650246996	0.0	0.0	0.04797208896641954	0.02311604253351826	0.0	0.0	0.0	0.0	0.0	0.0	2.3
716727	0.0	0.0	0.02455192732629511	0.0	0.0	0.0	0.00242512428761974	0.0	0.02084077646778611	0.0	0.05116398055768739	0.01807291128782402	0.01984914648670107	0.0	0.3127104782064851	0.02198661259588606	0.0	0.01258336479174531	0.0002414916455965206	0.0	0.0	0.0101973181053383	0.002430074603290321	0.0	0.0	0.0	5.105782334999027	0.0	0.01919017463058914	0.0134492961535013	0.0	0.0	0.0	0.0	0.7453506042405385	0.0	0.0	0.0	0.003630159363996079	5.506709039548022	0.03376223881156919	0.02099958000839983	0.009854158454867954	0.0	46.86619860660046	0.01724509592584609	0.07955133049600255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.05837845108787	0.0	0.0	0.0	0.003558845510516389	0.0	0.0	0.0	0.0	0.0	0.0	0.9429353136603478	28.88900651034775	0.0	0.0
838066	0.0	0.0	0.0	0.004407519227802631	0.007362414872078041	0.0	0.0	0.72	0.05061331427890913	2.48	0.2046559222307496	0.07487348962098524	3.156014291385471	0.167982529816899	0.3127104782064851	3.466555919284702	0.2646903123345686	0.0	0.0	0.0	0.0102827763496144	0.4333860194768776	0.3596510412869675	0.0	0.02587396504139834	0.0	0.0	0.03521540086864655	0.268662444828248	0.1703577512776831	0.0	0.03951007506914263	0.02708559046587215	0.0	0.0	0.05112935727390297	0.02772522669450062	0.01285071749839366	0.1064846746772183	0.0	0.0	0.1679966400671987	0.009854158454867954	0.0	0.0	0.0	0.09745037985760312	0.01404889013767912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3392444101773323	0.0	0.03503485968538696	1.434214740738105	0.502045370026032	0.02180549498473616	0.0	0.0	0.0	0.0	0.0	0.06880855343248822	0.0	0.0
2651333	0.0	0.0	0.0	0.0	0.00184060371801951	0.0	0.0	0.0	0.005954507562224604	0.0	0.0	0.02323660022720231	0.6550218340611353	0.03359650596337981	0.04810930433945925	0.01710069868568916	0.0	0.0	0.0	0.0	0.002372948388372553	0.02804262478968031	0.0461714174625161	0.0	0.005749770009199632	0.0	0.0	0.01173846695621552	0.0	0.01793239487133507	0.0	0.09877518767285659	0.1625135427952329	0.0	0.01447282726680657	0.1323348070618665	0.08154478439559006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005966349787200191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07710100231303006	0.0	0.007006971937077392	0.003558845510516389	0.07437709185570844	0.00872219799389446	0.0	0.0	0.05443658138268917	0.0	0.05374242720343951	0.6298629121896998	0.0	0.0
1125570	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.88385776413405	1.159248166890426	0.55577610162763	0.1511842768352091	0.3656307129798903	0.2540675233302389	0.3176283748014823	0.0	0.0	0.0	0.0	0.7877428236373835	0.5200359651041286	0.0	0.0	0.0	0.0	0.0	0.134331222414124	0.1793239487133507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008470371849324185	0.0	0.0	0.08399832003359933	0.1182499014584154	0.0	0.0	0.0	0.04971958156000159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2313030069390902	0.0	0.0	0.07295633296558596	0.0	0.0	0.0	0.0	0.2721829069134458	0.0	0.0	0.0	0.0	0.0
355750	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1534919416730622	0.01549106681813488	0.1190948789202064	0.352763312615488	1.938804964880208	0.08794645038354423	0.05293806246691372	0.0	0.0	0.0	0.0	0.1759037373170856	0.1044932079414838	0.004966229638458482	0.0	0.0	0.0	0.03130257854990805	0.3070427940894262	0.07621267820317404	0.0	0.0	0.0	0.0	0.01447282726680657	0.003007609251406057	0.0	0.0	0.0	0.0	0.003751359867952133	0.0629987400251995	0.0	0.0	0.1388009217459269	0.0	0.02784296567360089	0.0	0.0	0.0	0.0527445345749518	0.0	0.0	0.0	0.0	0.0008407035006893769	0.01542020046260601	0.0	0.0	0.1441332431759138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
89388	0.0861697544161999	0.07588692847656991	0.220967345936656	0.03966767305022368	0.09387078961899503	0.0	0.05335273432763429	2.31	0.2232940335834226	7.58	0.8697876694806856	0.3098213363626975	2.759031361651449	0.5543423483957669	1.332627730203021	21.15600723115259	0.8470089994706195	0.3649175789606141	0.0	17.27824328228835	0.806802452046668	1.455667159537042	1.824986027071031	0.1191895113230036	0.4456071757129715	0.9870417777308595	0.0	1.193410807215245	0.3646133179811936	0.636600017932395	0.0	1.353220071118135	3.14192849404117	57.39	2.95245676242854	4.700893259947668	1.732011220562333	0.02355964874705505	0.09922435594922616	0.0	0.6902502157031924	0.4619907601847963	0.0	0.31	0.008085490587141374	6.363440396637206	0.186945626665606	0.01404889013767912	1.1	0.05178440426358261	0.0109126623258521	0.009953972829635765	0.0	0.08587786259541985	3.389860078858299	7.341863671520328	1.495759444872783	3.362151777137368	2.25624496373892	1.469803195843268	0.7995537374488657	0.7283035324901875	0.9015256588072121	0.0	0.5443658138268916	0.0	1.397303107289428	0.02117186259461176	0.0	3.2
